Time,Ax,Ay,Az,Gx,Gy,Gz
0.01656973,-8490.342,1443.55,-6012.426,-6852.625,1039.405,-4347.134,0
0.01656526,-8437.622,1471.66,-6062.676,-6816.619,1016.727,-4378.075,0
0.03314505,-8444.415,1430.083,-6078.485,-6812.96,984.5873,-4424.641,0
0.03314505,-8483.722,1427.941,-6120.527,-6838.544,1012.88,-4381.432,0
0.01656704,-8406.793,1475.3,-6065.063,-6788.554,1060.588,-4437.202,0
0.01657138,-8380.869,1470.813,-6113.097,-6773.355,1029.165,-4437.114,0
0.01650834,-8378.338,1483.37,-6050.7,-6762.791,1064.564,-4326.617,0
0.01663131,-8446.936,1492.692,-5998.361,-6810.956,1046.144,-4348.56,0
0.01657202,-8408.437,1487.42,-6053.019,-6785.956,1077.542,-4355.844,0
0.01657154,-8420.417,1499.187,-6035.363,-6795.198,1090.594,-4327.163,0
0.01657164,-8394.304,1504.613,-6004.675,-6779.738,1103.746,-4301.651,0
0.01657164,-8421.373,1522.273,-5999.792,-6800.527,1111.254,-4293.174,0
0.01657317,-8421.792,1533.355,-6025.682,-6800.855,1068.838,-4351.396,0
0.01656955,-8402.109,1498.555,-6007.147,-6781.407,1064.884,-4320.382,0
0.01656384,-8358.512,1488.873,-6020.1,-6743.788,1077.426,-4358.376,0
0.01633331,-8357.675,1515.078,-6071.355,-6752.27,1113.201,-4400.276,0
0.01656996,-8451.911,1490.247,-6079.966,-6819.983,1128.164,-4374.804,0
0.01656996,-8481.432,1519.309,-6072.504,-6842.356,1153.003,-4372.018,0
0.01656943,-8458.409,1546.96,-6082.451,-6820.094,1089.975,-4409.976,0
0.01656943,-8474.459,1465.347,-6096.908,-6836.646,1034.767,-4357.118,0
0.0165638,-8416.035,1465.38,-6059.667,-6787.431,1056.314,-4334.975,0
0.01657218,-8450.43,1449.886,-6041.66,-6822.615,998.9185,-4352.854,0
0.01656885,-8403.05,1443.895,-6008.87,-6777.494,992.4047,-4333.686,0
0.01656977,-8384.136,1398.207,-6032.019,-6772.039,982.7283,-4325.197,0
0.01656977,-8463.213,1390.073,-6034.493,-6832.559,972.7266,-4325.253,0
0.01657003,-8504.95,1400.523,-6022.444,-6859.825,984.1118,-4329.992,0
0.01657577,-8457.941,1419.502,-6052.76,-6828.079,994.7198,-4351.011,0
0.01657577,-8416.92,1448.865,-6055.532,-6783.382,1027.562,-4346.729,0
0.01657037,-8416.042,1459.638,-6064.417,-6787.25,1003.407,-4378.417,0
0.01657037,-8450.114,1419.045,-6080.811,-6817.776,981.3383,-4425.718,0
0.01656607,-8414.709,1434.468,-6074.681,-6781.826,1044.254,-4365.134,0
0.01656607,-8464.834,1442.751,-6085.831,-6829.049,1034.227,-4416.51,0
0.01657343,-8458.767,1437.285,-6132.718,-6819.863,1002.356,-4459.583,0
0.01657065,-8411.771,1431.798,-6142.042,-6788.346,1034.251,-4422.572,0
0.01657065,-8394.394,1441.831,-6045.846,-6770.752,1048.013,-4374.079,0
0.01656972,-8395.5,1493.313,-6091.879,-6780.627,1074.252,-4465.791,0
0.01656972,-8491.818,1454.472,-6137.48,-6854.274,1067.108,-4467.959,0
0.01656922,-8488.114,1444.481,-6126.625,-6846.757,1054.689,-4397.601,0
0.01657446,-8403.488,1455.992,-6044.953,-6786.386,1040.739,-4418.523,0
0.01657446,-8398.39,1445.292,-6099.788,-6773.764,972.1789,-4475.651,0
0.01656944,-8380.028,1417.339,-6134.446,-6764.336,1018.302,-4445.676,0
0.0165693,-8423.979,1423.958,-6093.565,-6793.653,1015.977,-4412.616,0
0.0165693,-8440.909,1389.028,-6089.287,-6806.595,985.7933,-4383.306,0
0.01656869,-8509.481,1408.239,-6003.768,-6872.184,1003.163,-4325.847,0
0.01656722,-8548.27,1402.823,-5976.778,-6888.163,1004.125,-4331.369,0
0.01656722,-8457.037,1413.643,-6030.145,-6813.675,985.0737,-4302.963,0
0.01656715,-8396.668,1406.933,-6003.155,-6776.445,998.0696,-4374.038,0
0.01657106,-8376.128,1421.409,-6026.717,-6756.537,1038.841,-4351.185,0
0.01656681,-8430.96,1447.043,-6042.596,-6803.089,1107.385,-4457.604,0
0.01656723,-8453.331,1521.422,-6171.556,-6811.321,1098.83,-4467.819,0
0.01657113,-8410.838,1451.347,-6095.835,-6778.836,1065.476,-4430.36,0
0.01656809,-8417.108,1457.832,-6101.346,-6788.172,1074.485,-4441.904,0
0.01656809,-8456.459,1463.495,-6147.679,-6813.849,1035.76,-4423.934,0
0.01656934,-8440.588,1423.84,-6019.6,-6810.521,1014.044,-4331.504,0
0.01657085,-8502.263,1397.352,-6057.708,-6853.139,1015.532,-4375.292,0
0.01657085,-8452.651,1421.91,-6058.093,-6819.45,1029.992,-4352.409,0
0.01656989,-8481.094,1379.855,-6000.825,-6841.117,992.1198,-4321.563,0
0.01657269,-8444.353,1383.21,-6005.224,-6812.925,1019.544,-4324.948,0
0.0165658,-8415.022,1401.016,-6019.164,-6781.683,1036.304,-4338.612,0
0.01656855,-8500.922,1400.591,-6039.773,-6847.394,1035.738,-4370.851,0
0.01656598,-8461.288,1433.426,-6037.905,-6821.368,1117.609,-4414.046,0
0.01657057,-8524.404,1444.918,-6086.422,-6865.075,1098.185,-4424.707,0
0.016571,-8519.923,1422.099,-6034.568,-6870.25,1064.246,-4375.525,0
0.0165698,-8557.973,1402.72,-6070.086,-6894.623,1035.292,-4401.585,0
0.01656805,-8515.336,1385.06,-6056.717,-6866.159,1022.162,-4383.266,0
0.01656805,-8443.523,1388.44,-6047.116,-6806.754,1021.551,-4352.392,0
0.01656989,-8464.66,1382.551,-5999.194,-6814.171,1005.536,-4332.514,0
0.01656898,-8484.812,1331.673,-6019.659,-6838.484,987.8967,-4378.268,0
0.0165704,-8481.233,1333.972,-6074.689,-6831.284,970.2676,-4374.075,0
0.01657349,-8474.604,1329.636,-6049.257,-6830.646,962.2573,-4401.96,0
0.01657207,-8553.885,1270.625,-6024.015,-6895.602,906.1382,-4333.886,0
0.01657207,-8574.493,1259.204,-6035.194,-6902.163,946.3878,-4356.971,0
0.01656782,-8496.08,1321.445,-5964.308,-6850.839,1020.588,-4255.285,0
0.01657061,-8511.048,1363.902,-5989.929,-6862.25,1056.638,-4405.716,0
0.01657255,-8493.123,1393.579,-6080.733,-6852.928,991.6401,-4410.769,0
0.01657148,-8545.803,1285.057,-6017.91,-6888.704,976.6201,-4387.529,0
0.01656925,-8596.253,1278.232,-6085.414,-6922.587,969.4257,-4436.838,0
0.01657049,-8504.392,1268.543,-6051.999,-6843.248,963.9276,-4416.891,0
0.01656871,-8561.127,1280.1,-6011.127,-6882.178,954.7146,-4373.948,0
0.01656827,-8606.275,1255.547,-6045.909,-6934.207,917.6304,-4384.517,0
0.01657183,-8590.349,1241.898,-6019.634,-6912.832,918.0615,-4365.822,0
0.01657009,-8620.262,1220.409,-6002.077,-6939.862,864.5884,-4338.925,0
0.01657016,-8580.784,1202.097,-5978.334,-6909.396,859.9219,-4239.543,0
0.01656978,-8593.86,1193.461,-5920.408,-6914.801,896.1535,-4227.598,0
0.01657276,-8516.95,1203.837,-5948.375,-6860.356,929.8911,-4284.643,0
0.01657276,-8468.758,1242.071,-5966.872,-6823.704,940.1705,-4308.459,0
0.0165707,-8477.572,1221.221,-6006.323,-6839.599,869.7738,-4403.537,0
0.01657095,-8484.434,1163.175,-6050.155,-6836.19,859.2485,-4403.328,0
0.01656842,-8544.059,1168.821,-6090.738,-6881.89,877.7943,-4414.411,0
0.01712755,-8559.044,1187.763,-6057.899,-6893.266,877.5905,-4423.369,0
0.01656944,-8517.783,1217.752,-6098.854,-6861.658,858.33,-4443.318,0
0.01657203,-8482.564,1164.419,-6068.349,-6834.832,792.5944,-4457.082,0
0.01657203,-8472.19,1096.804,-6089.68,-6835.962,789.8672,-4416.32,0
0.01657217,-8481.007,1124.072,-6029.461,-6834.014,851.3619,-4384.839,0
0.01657252,-8581.594,1143.749,-6003.167,-6910.945,845.6038,-4340.145,0
0.01657252,-8625.832,1134.026,-6035.603,-6944.462,832.0242,-4352.064,0
0.01656954,-8624.493,1138.284,-6007.132,-6943.047,838.2841,-4324.58,0
0.01656668,-8610.859,1147.711,-5971.875,-6923.434,847.8867,-4292.862,0
0.01657088,-8503.646,1152.984,-6014.38,-6845.792,850.6564,-4354.691,0
0.01657091,-8533.024,1126.406,-6018.564,-6877.273,838.2204,-4337.158,0
0.01657057,-8552.738,1099.34,-6012.967,-6887.929,810.8081,-4306.367,0
0.01657297,-8584.129,1136.244,-6009.482,-6907.428,771.1191,-4371.98,0
0.01657129,-8571.218,1028.576,-6023.15,-6897.435,760.0862,-4318.425,0
0.01657005,-8545.764,1049.437,-6001.061,-6873.5,767.6263,-4326.846,0
0.01657069,-8551.854,1088.832,-6004.291,-6887.054,813.5718,-4314.178,0
0.01657069,-8577.735,1085.387,-6011.325,-6902.373,817.1743,-4336.552,0
0.01656915,-8551.7,1108.216,-5990.825,-6891.268,757.1777,-4346.97,0
0.0165694,-8539.869,1035.898,-5996.64,-6873.371,771.1328,-4288.313,0
0.0165694,-8500.752,1098.965,-5908.695,-6839.143,855.2966,-4210.269,0
0.01657395,-8478.094,1134.545,-5944.745,-6822.062,869.6581,-4253.802,0
0.01657188,-8541.748,1127.648,-5981.696,-6879.791,807.7369,-4231.05,0
0.0165689,-8503.955,1106.835,-5936.814,-6846.495,809.3096,-4245.478,0
0.01656731,-8438.728,1081.506,-5981.37,-6805.708,815.5062,-4319.629,0
0.01657126,-8469.91,1090.772,-6066.919,-6821.001,788.0456,-4379.639,0
0.01657126,-8449.723,1029.99,-6072.626,-6801.376,738.7206,-4377.837,0
0.01657031,-8466.01,1039.115,-6024.387,-6831.813,729.1365,-4339.872,0
0.01657031,-8553.722,999.9775,-6014.052,-6885.618,706.2186,-4358.479,0
0.0165705,-8604.704,1007.236,-6051.456,-6919.926,697.7676,-4353.417,0
0.01657155,-8535.34,1004.479,-6050.736,-6879.931,722.0666,-4329.722,0
0.01657155,-8568.896,997.9026,-6010.345,-6892.183,710.6805,-4312.098,0
0.01657046,-8508.316,990.5991,-6011.302,-6850.213,719.7968,-4331.986,0
0.01656621,-8559.351,987.8775,-6002.154,-6893.68,721.8502,-4306.721,0
0.01656621,-8511.622,1001.876,-6036.061,-6857.113,739.4096,-4326.304,0
0.01657192,-8574.53,988.8755,-6025.522,-6905.196,720.2031,-4348.12,0
0.01656878,-8523.635,982.1246,-6007.807,-6857.299,721.3326,-4311.539,0
0.01656878,-8481.476,1029.709,-6016.414,-6825.169,745.0959,-4322.041,0
0.03313866,-8444.906,1020.217,-5991.229,-6797.462,715.9785,-4294.792,0
0.01657126,-8445.082,1016.852,-5970.493,-6806.783,712.3938,-4300.133,0
0.01657126,-8545.559,995.3771,-5981.377,-6883.746,701.6379,-4291.965,0
0.01656866,-8522.355,964.0429,-5970.819,-6857.024,680.3686,-4294.272,0
0.0165724,-8561.693,963.5346,-5963.855,-6895.893,671.3715,-4297.667,0
0.01657082,-8505.952,956.9073,-5974.333,-6848.724,672.9298,-4296.366,0
0.01655436,-8484.294,971.6387,-6011.094,-6832.246,681.913,-4329.498,0
0.01656931,-8540.5,945.4467,-6019.765,-6875.28,660.9668,-4331.887,0
0.01656931,-8491.369,976.1906,-6022.606,-6828.817,682.7359,-4338.672,0
0.01657073,-8466.998,970.8092,-6025.477,-6823.628,677.8976,-4337.715,0
0.01656724,-8528.566,980.5165,-6016.889,-6866.364,686.2501,-4326.909,0
0.01656724,-8584.475,944.8792,-5972.012,-6904.535,671.5705,-4307.844,0
0.01656795,-8525.899,931.5953,-6011.802,-6863.983,666.024,-4334.993,0
0.01656999,-8547.997,950.8084,-6048.04,-6871.963,669.243,-4370.629,0
0.01656999,-8580.602,964.4755,-6016.394,-6905.625,659.8521,-4336.296,0
0.01656893,-8505.33,969.5731,-5952.397,-6834.653,703.7209,-4288.514,0
0.01656994,-8450.006,974.3359,-5972.527,-6810.268,715.3651,-4283.869,0
0.01657029,-8461.54,984.2995,-6037.816,-6810.489,696.3264,-4362.937,0
0.01657269,-8507.366,975.23,-6009.543,-6850.124,679.4043,-4315.696,0
0.0165698,-8444.674,1021.02,-5994.425,-6797.851,753.161,-4335.457,0
0.0165698,-8453.67,1019.641,-6069.369,-6796.118,747.7196,-4377.147,0
0.01657123,-8489.132,982.0347,-6120.957,-6832.268,677.8314,-4427.344,0
0.01657006,-8519.068,956.2839,-6061.427,-6868.451,663.2239,-4371.48,0
0.01656931,-8533.363,904.2626,-6056.156,-6874.821,631.6904,-4389.738,0
0.01657101,-8546.952,963.5304,-6054.451,-6880.62,674.1935,-4376.085,0
0.01656888,-8521.303,969.5456,-6028.368,-6852.01,692.4105,-4330.582,0
0.0165701,-8541.459,986.8127,-6003.556,-6867.363,687.3074,-4331.639,0
0.01656841,-8526.515,974.0118,-6024.412,-6855.851,694.9548,-4359.568,0
0.01657164,-8468.917,985.3894,-6032.485,-6816.279,700.023,-4365.159,0
0.016567,-8519.676,932.7191,-6032.287,-6846.339,676.386,-4350.008,0
0.016567,-8551.538,961.2754,-6043.943,-6879.507,681.4095,-4375.793,0
0.01656949,-8475.958,980.6686,-6049.192,-6821.658,703.4489,-4374.173,0
0.01657109,-8468.38,972.0021,-6033.46,-6816.025,684.0348,-4353.77,0
0.01656971,-8442.083,968.2246,-6039.996,-6800.545,666.7592,-4365.409,0
0.01656971,-8422.725,972.78,-6035.574,-6781.573,677.2152,-4367.258,0
0.01656944,-8478.301,977.4796,-6042.499,-6824.289,683.0341,-4344.266,0
0.01657209,-8471.179,984.1414,-6008.29,-6814.469,699.4655,-4331.459,0
0.01656741,-8428.295,997.7684,-6016.327,-6786.247,700.1152,-4346.291,0
0.01657096,-8410.247,974.9144,-6027.735,-6781.558,687.0187,-4358.095,0
0.01656797,-8485.576,975.9688,-6029.012,-6830.446,681.4576,-4352.692,0
0.01656797,-8545.116,956.216,-6011.585,-6884.71,662.2395,-4333.578,0
0.01656973,-8461.178,978.1614,-5982.635,-6815.918,680.4729,-4315.44,0
0.01656955,-8489.452,955.5643,-6034.294,-6842.006,674.0245,-4350.617,0
0.01656966,-8562.547,936.2908,-6054.548,-6880.024,659.0975,-4363.276,0
0.01656966,-8578.06,936.0762,-6057.49,-6896.009,649.9236,-4378.162,0
0.01656764,-8533.458,965.7538,-6021.116,-6879.365,671.6058,-4340.575,0
0.01657294,-8479.559,966.8572,-6005.68,-6820.339,706.2462,-4335.486,0
0.01656973,-8446.661,976.689,-6022.922,-6799.766,707.587,-4322.146,0
0.01656863,-8530.833,980.9468,-6032.723,-6868.658,673.9154,-4365.979,0
0.01656879,-8500.345,981.7401,-6014.158,-6836.378,688.9112,-4356.459,0
0.01656301,-8457.911,985.4196,-6006.88,-6803.995,716.8771,-4328.48,0
0.01656866,-8480.931,1010.039,-6016.568,-6826.167,708.1405,-4339.84,0
0.0165684,-8513.473,964.437,-6029.731,-6851.06,675.9696,-4359.336,0
0.0165684,-8555.714,924.3491,-6066.769,-6883.225,643.2057,-4398.089,0
0.01657069,-8603.362,926.0656,-6092.902,-6932.658,643.3355,-4422.818,0
0.01656974,-8482.354,952.9412,-6108.205,-6822.148,659.8742,-4432.268,0
0.01656974,-8529.705,949.0565,-6115.106,-6849.561,663.3438,-4407.311,0
0.01657214,-8514.09,932.9423,-6065.833,-6846.459,649.1631,-4385.523,0
0.01657214,-8471.835,960.9824,-6063.488,-6809.774,667.0844,-4389.212,0
0.01657103,-8440.604,969.1715,-6019.725,-6799.401,686.6346,-4347.719,0
0.01657077,-8501.603,1017.316,-6024.654,-6850.637,732.7441,-4346.077,0
0.01656688,-8452.18,1001.392,-6023.518,-6795.159,716.1795,-4344.216,0
0.01657092,-8500.757,986.3267,-5976.787,-6841.306,712.0006,-4305.606,0
0.01657092,-8524.988,1001.855,-5989.619,-6859.778,710.1844,-4329.531,0
0.01658191,-8450.387,1016.958,-6014.766,-6807.15,708.0253,-4350.558,0
0.01656916,-8423.568,1005.195,-6043.106,-6773.56,704.4545,-4378.335,0
0.01656962,-8419.201,1002.372,-6055.432,-6774.945,701.9383,-4370.497,0
0.01657065,-8401.707,1000.378,-6072.613,-6770.716,694.814,-4384.643,0
0.01657158,-8397.659,1022.58,-6062.251,-6759.044,711.4476,-4388.783,0
0.01656654,-8412.287,988.6646,-6049.797,-6774.927,680.1805,-4381.383,0
0.01657037,-8542.074,945.931,-6006.408,-6869.752,653.692,-4332.146,0
0.01657037,-8513.532,979.018,-5999.889,-6847.645,679.6855,-4320.954,0
0.0165687,-8489.772,969.0479,-5997.045,-6824.902,677.3726,-4332.253,0
0.01656977,-8451.251,1008.327,-6006.951,-6804.305,712.6752,-4325.55,0
0.01656977,-8469.905,1009.761,-6034.068,-6823.054,707.2892,-4356.891,0
0.01657077,-8499.758,986.7095,-6019.268,-6841.398,677.6948,-4353.048,0
0.01656839,-8479.341,975.1646,-6008.591,-6821.267,714.0605,-4365.688,0
0.01657009,-8503.793,975.2872,-5999.449,-6835.487,701.9426,-4287.822,0
0.01657009,-8556.676,982.6299,-5963.307,-6880.189,662.1313,-4312.504,0
0.01656604,-8548.492,943.366,-6021.195,-6873.644,649.1317,-4354.956,0
0.01656791,-8535.479,967.9461,-6001.594,-6859.045,702.4175,-4361.006,0
0.01656936,-8489.802,1005.413,-6035.024,-6824.032,705.804,-4349.685,0
0.01656936,-8566.063,984.6405,-6049.567,-6886.718,685.6979,-4374.03,0
0.03314619,-8611.567,972.5726,-6072.501,-6925.62,673.7204,-4386.698,0
0.03314619,-8565.58,993.3712,-6037.686,-6890.099,693.2524,-4368.515,0
0.01657149,-8529.312,1014.933,-6033.673,-6862.218,703.026,-4354.594,0
0.01657044,-8565.531,992.3983,-6018.57,-6880.967,701.2323,-4323.114,0
0.01656665,-8515.476,985.4446,-6000.103,-6851.47,697.8242,-4307.448,1
0.01657795,-8479.636,1003.87,-6031.478,-6815.289,713.8152,-4358.142,1
0.01656871,-8487.584,989.4362,-6023.723,-6821.547,712.4048,-4344.15,1
0.01657135,-8551.237,969.4783,-6041.825,-6883.567,700.1741,-4355.21,1
0.01657135,-8478.925,974.548,-6002.603,-6819.357,687.1815,-4338.235,1
0.01657002,-8540.714,972.4035,-5996.33,-6871.117,698.3307,-4321.612,1
0.0165698,-8548.112,954.3754,-6004.774,-6872.232,676.8358,-4325.959,1
0.01657174,-8503.432,972.3701,-5977.165,-6846.881,672.6749,-4317.977,1
0.01657269,-8593.751,933.803,-5964.56,-6911.448,654.1019,-4294.099,1
0.01656968,-8559.801,972.9485,-5979.731,-6876.383,681.9481,-4315.859,1
0.01657097,-8507.36,971.0234,-6013.122,-6836.249,671.9094,-4344.499,1
0.01656981,-8513.301,939.0087,-6025.038,-6845.321,639.2044,-4373.494,1
0.01656877,-8481.54,944.0657,-6036.027,-6825.572,629.6718,-4400.035,1
0.01666909,-8502.046,936.9457,-6111.533,-6836.96,605.8504,-4574.624,1
0.01666909,-8519.713,959.9271,-6180.193,-6859.389,569.8834,-4721.025,1
0.01656973,-8585.612,901.6097,-6266.733,-6896.381,551.6296,-4641.947,1
0.01656786,-8625.872,855.8958,-6213.98,-6926.875,512.9484,-4647.201,1
0.01657057,-8683.178,874.4548,-6142.937,-6970.253,522.6411,-4493.858,1
0.01656629,-8695.874,900.0193,-6019.754,-6983.832,631.1743,-4419.832,1
0.01657057,-8659.169,959.9166,-6029.789,-6946.409,679.4422,-4393.66,1
0.01657066,-8574.783,1008.863,-6049.892,-6886.104,654.0267,-4390.973,1
0.01657116,-8544.146,1027.951,-5981.559,-6867.176,682.5078,-4351.736,1
0.01657116,-8543.086,1047.231,-5924.24,-6857.636,746.7821,-4311.702,1
0.01657028,-8501.587,1080.463,-5958.437,-6830.531,730.4352,-4317.044,1
0.01656757,-8503.28,1056.41,-5938.599,-6827.666,712.7502,-4315.337,1
0.01656757,-8616.56,1051.418,-5928.873,-6918.813,744.6486,-4307.502,1
0.01657063,-8586.411,1061.098,-5905.585,-6900.008,737.5886,-4280.444,1
0.01657415,-8594.068,1083.076,-5827.767,-6905.759,749.3631,-4241.739,1
0.01657216,-8619.401,1074.012,-5847.591,-6920.553,772.2972,-4232.346,1
0.01657216,-8592.865,1134.427,-5864.281,-6895.678,804.7883,-4222.959,1
0.01657102,-8645.769,1094.527,-5856.521,-6944.868,782.6987,-4251.052,1
0.01657756,-8688.685,1088.365,-5887.322,-6968.493,807.3207,-4268.875,1
0.01656558,-8649.866,1131.254,-5891.269,-6942.908,838.0801,-4268.266,1
0.01656933,-8673.265,1115.565,-5878.85,-6969.425,797.9664,-4239.62,1
0.01666549,-8600.205,1133.306,-5851.682,-6908.935,813.7299,-4242.156,1
0.0165694,-8593.801,1105.161,-5849.519,-6899.646,773.3761,-4225.581,1
0.01657048,-8654.33,1101.819,-5831.623,-6945.911,735.5216,-4211.407,1
0.01656835,-8689.567,1040.682,-5852.161,-6972.631,738.127,-4215.803,1
0.01656917,-8632.171,1094.852,-5792.659,-6924.096,740.5274,-4170.921,1
0.01657001,-8589.437,1103.305,-5787.582,-6895.876,726.7335,-4142.58,1
0.01657001,-8549.131,1079.436,-5751.991,-6860.806,723.4556,-4118.665,1
0.01657011,-8587.931,1035.986,-5800.742,-6895.132,710.2762,-4163.084,1
0.01657154,-8555.594,1062.625,-5838.391,-6870.536,728.8341,-4203.475,1
0.01657165,-8518.142,1084.639,-5861.663,-6842.15,743.1926,-4232.134,1
0.01656961,-8507.827,1150.984,-5828.185,-6843.462,745.0551,-4154.76,1
0.01656961,-8585.596,1086.862,-5744.8,-6889.838,776.2476,-4157.797,1
0.01657032,-8658.776,1152.745,-5820.626,-6950.135,801.519,-4206.348,1
0.01657032,-8653.684,1200.603,-5906.603,-6950.393,726.7138,-4272.031,1
0.01656936,-8618.173,1082.203,-5896.778,-6931.904,714.8087,-4227.971,1
0.01656683,-8605.017,1078.748,-5813.052,-6908.467,774.3239,-4193.288,1
0.01656683,-8671.253,1151.989,-5826.524,-6954.585,736.043,-4215.342,1
0.01656982,-8698.544,1136.983,-5855.646,-6984.027,742.7775,-4181.673,1
0.01656982,-8681.944,1103.299,-5829.923,-6966.575,767.1301,-4177.88,1
0.01657549,-8682.732,1164,-5858.156,-6966.94,795.6991,-4205.635,1
0.01656911,-8699.401,1174.555,-5846.15,-6979.451,785.5258,-4193.957,1
0.01657089,-8688.771,1178.736,-5798.469,-6971.082,833.934,-4147.622,1
0.01657089,-8694.354,1217.701,-5797.579,-6975.158,832.6367,-4142.467,1
0.01656935,-8720.541,1208.587,-5742.908,-6999.393,849.9822,-4139.454,1
0.01657453,-8616.946,1255.863,-5788.575,-6915.609,941.962,-4167.708,1
0.01656952,-8548.534,1295.746,-5825.852,-6872.413,971.2528,-4210.412,1
0.01656967,-8610.03,1284.215,-5839.65,-6910.877,950.9656,-4192.356,1
0.01657263,-8579.796,1306.882,-5792.542,-6887.927,967.7276,-4155.522,1
0.01656781,-8610.102,1320.224,-5825.419,-6911.288,939.6787,-4204.578,1
0.0165685,-8604.817,1293.816,-5866.249,-6902.912,887.2009,-4215.196,1
0.016574,-8557.53,1292.146,-5852.056,-6875.787,899.2501,-4183.988,1
0.016574,-8532.602,1280.066,-5854.705,-6861.447,878.9847,-4198.986,1
0.0165705,-8547.435,1256.64,-5845.062,-6873.084,875.6353,-4183.795,1
0.01657157,-8586.492,1231.842,-5810.153,-6889.826,882.3898,-4154.644,1
0.01657157,-8616.012,1212.613,-5842.25,-6908.007,848.5743,-4197.828,1
0.01657134,-8612.173,1210.082,-5855.321,-6913.905,839.5333,-4179.783,1
0.01656982,-8656.533,1166.715,-5794.943,-6947.732,821.2168,-4214.533,1
0.01655876,-8612.43,1228.263,-5855.915,-6909.435,857.6255,-4227.861,1
0.01655876,-8569.813,1261.672,-5877.049,-6876.904,772.6153,-4282.072,1
0.01658363,-8606.006,1180.082,-5950.377,-6909.126,748.1145,-4230.85,1
0.01657115,-8600.765,1178.287,-5896.437,-6905.123,823.788,-4276.893,1
0.01657115,-8598.824,1251.873,-5904.833,-6908.09,807.2466,-4276.121,1
0.01656856,-8637.668,1243.633,-5923.922,-6937.753,834.462,-4240.874,1
0.01657097,-8595.982,1228.97,-5867.94,-6901.365,845.9312,-4234.242,1
0.01657097,-8608.052,1228.85,-5856.187,-6919.487,805.9199,-4173.177,1
0.0165794,-8545.464,1242.585,-5769.694,-6867.258,853.0179,-4134.157,1
0.01656988,-8589.907,1240.892,-5775.685,-6901.411,900.9388,-4142.724,1
0.0165696,-8529.684,1348.295,-5820.247,-6851.042,920.9815,-4149.086,1
0.0165696,-8595.537,1304.47,-5800.933,-6897.148,923.3772,-4197.11,1
0.01657422,-8524.487,1334.791,-5893.191,-6838.481,992.7519,-4249.344,1
0.01656689,-8571.812,1392.936,-5836.561,-6888.178,1064.067,-4203.669,1
0.01625516,-8579.994,1414.657,-5890.228,-6894.462,1062.206,-4227.756,1
0.01656808,-8640.198,1394.786,-5901.861,-6940.42,1051.343,-4227.065,1
0.01656887,-8652.99,1388.112,-5856.851,-6954.387,982.0095,-4231.043,1
0.01656887,-8590.292,1364.604,-5849.866,-6906.266,953.2287,-4168.88,1
0.01656827,-8530.189,1336.854,-5780.222,-6842.67,944.8992,-4146.011,1
0.01656887,-8486.218,1319.325,-5809.547,-6818.246,923.6956,-4167.579,1
0.01656887,-8557.666,1286.497,-5850.591,-6864.314,886.4749,-4203.489,1
0.01657189,-8555.378,1259.289,-5888.021,-6875.958,886.9288,-4232.857,1
0.01656536,-8539.991,1293.095,-5870.441,-6859.848,899.6513,-4169.41,1
0.01656758,-8533.328,1295.176,-5799.728,-6854.888,924.0382,-4206.02,1
0.01656758,-8569.559,1314.977,-5842.254,-6878.25,926.4333,-4211.981,1
0.01656819,-8517.648,1361.092,-5873.38,-6843.053,922.8309,-4261.194,1
0.01657039,-8598.35,1330.516,-5959.596,-6909.268,897.7137,-4295.233,1
0.01657039,-8543.644,1314.626,-5903.22,-6867.354,951.5166,-4262.289,1
0.01657153,-8564.801,1318.082,-5905.482,-6879.144,900.6316,-4295.116,1
0.01657087,-8498.489,1312.399,-5924.811,-6828.519,916.0009,-4251.734,1
0.01657058,-8571.875,1304.244,-5929.08,-6880.352,910.069,-4264.24,1
0.01656688,-8530.64,1338.523,-5948.427,-6853.255,927.9711,-4293.222,1
0.0165714,-8567.606,1313.38,-5892.782,-6881.575,914.5225,-4253.243,1
0.01657049,-8536.062,1344.091,-5933.032,-6857.446,958.201,-4267.036,1
0.01657091,-8488.864,1369.626,-5913.525,-6825.926,982.5309,-4218.209,1
0.01657091,-8531.449,1399.08,-5865.08,-6840.946,970.9865,-4239.962,1
0.01657216,-8510.918,1377.79,-5910.613,-6829.793,1011.261,-4237.124,1
0.01656908,-8496.995,1428.284,-5899.548,-6828.176,1066.153,-4255.514,1
0.01656908,-8510.333,1460.956,-5933.525,-6838.521,1083.976,-4236.541,1
0.01657044,-8525.002,1459.643,-5859.105,-6849.813,1097.679,-4179.391,1
0.01657033,-8478.288,1472.931,-5833.309,-6814.185,1076.028,-4206.73,1
0.01656901,-8442.361,1490.246,-5828.97,-6782.535,1035.647,-4186.997,1
0.01657279,-8424.015,1436.827,-5857.305,-6773.291,1034.705,-4204.975,1
0.01657002,-8515.905,1421.52,-5861.208,-6843.786,1014.538,-4207.779,1
0.01657269,-8542.148,1393.811,-5880.055,-6868.211,989.1559,-4227.227,1
0.01657269,-8590.609,1375.533,-5879.42,-6891.764,969.4348,-4224.234,1
0.01657114,-8546.306,1336.193,-5833.918,-6857.663,958.9169,-4169.002,1
0.01656859,-8556.664,1348.311,-5811.795,-6874.349,952.0447,-4187.227,1
0.01656859,-8564.868,1342.136,-5811.558,-6876.047,924.2516,-4191.952,1
