Time,Ax,Ay,Az,Gx,Gy,Gz,Breathing,Ground Truth
11.37127,5684,284,-14480,368,-540,1038,0,0
11.4045,6148,376,-14716,400,433,223,0,0
11.42112,5940,296,-15404,352,1106,-925,0,0
11.45435,6024,112,-16056,368,-684,-836,0,0
11.48758,5948,356,-15588,352,-1595,241,0,0
11.55405,5800,284,-15196,368,-764,508,0,0
11.57067,5584,192,-15300,368,-1001,382,0,0
11.63714,5500,296,-15136,368,-1039,106,0,0
11.63714,5460,536,-15376,368,-213,182,0,0
11.68699,5568,628,-15776,400,327,430,0,0
11.68699,5948,876,-15524,368,-119,-35,0,0
11.72023,6208,932,-15112,368,-338,-806,0,0
11.75346,6396,616,-14592,384,33,-624,0,0
11.75346,5976,584,-14684,368,1074,351,0,0
11.7867,5800,184,-15500,368,1768,-143,0,0
11.81994,5632,-108,-15812,368,621,-409,0,0
11.86979,5696,-316,-15756,400,-1086,-1207,0,0
11.90302,5836,-208,-15416,368,-1011,-751,0,0
11.93626,5752,-188,-15516,336,65,-335,0,0
11.98611,5564,-8,-16148,336,-518,612,0,0
12.01935,5684,244,-15532,368,-1242,210,0,0
12.01935,5764,628,-14672,384,-580,-198,0,0
12.08581,5744,692,-14764,352,826,-174,0,0
12.08581,5780,408,-15532,368,1250,-377,0,0
12.11905,5636,4,-15884,384,-411,-523,0,0
12.15228,5464,-152,-15804,384,-846,-150,0,0
12.15228,5504,-28,-15616,352,-1009,-66,0,0
12.20213,5656,28,-15256,368,-894,215,0,0
12.23537,5776,212,-15264,368,57,686,0,0
12.2686,5636,396,-15380,352,218,697,0,0
12.2686,5604,428,-15472,368,-211,290,0,0
12.31845,5608,456,-15440,400,-256,392,0,0
12.35168,5700,432,-15188,352,-332,479,0,0
12.40153,5724,300,-15292,352,-392,395,0,0
12.41815,5944,352,-15656,336,-495,210,0,0
12.468,5900,224,-15640,336,-757,715,0,0
12.468,5936,176,-15400,368,-837,775,0,0
12.50123,5964,76,-15292,368,-1110,431,0,0
12.53447,6024,152,-15236,352,-593,366,0,0
12.5677,6004,140,-15556,368,-552,482,0,0
12.5677,6104,324,-15480,336,-766,435,0,0
12.61755,6056,512,-15400,368,-660,411,0,0
12.65078,6164,596,-15384,368,-295,560,0,0
12.70063,6108,532,-15288,352,-212,483,0,0
12.71725,5980,384,-15332,368,-572,289,0,0
12.76709,6120,532,-15424,368,-730,158,0,0
12.76709,6268,684,-15424,368,-361,626,0,0
12.80033,6264,652,-15044,368,-551,464,0,0
12.83357,6120,492,-15044,384,-474,185,0,0
12.8668,6256,388,-15392,368,-369,266,0,0
12.91665,6380,472,-15444,368,-491,502,0,0
12.94988,6328,624,-15260,368,-199,867,0,0
12.98312,6268,640,-14968,384,-460,731,0,0
12.99974,6520,472,-15040,368,-601,364,0,0
13.03298,6540,568,-15264,384,-586,96,0,0
13.0662,6376,608,-15180,368,-500,809,0,0
13.09944,6456,644,-15212,352,-221,861,0,0
13.09944,6652,608,-15088,336,-554,447,0,0
13.13267,6488,584,-15152,368,-1218,354,0,0
13.21575,6404,772,-14916,384,-738,482,0,0
13.23237,6560,824,-15208,368,-496,440,0,0
13.24899,6624,836,-15032,368,-335,911,0,0
13.28222,6576,664,-14984,400,-181,543,0,0
13.28222,6740,936,-15044,384,-264,595,0,0
13.33208,6788,780,-15100,384,-601,599,0,0
13.36531,7328,824,-15144,368,-1041,157,0,0
13.39854,6664,796,-15136,416,-975,358,0,0
13.39854,6824,904,-14928,352,-276,723,0,0
13.44839,6860,756,-14900,352,-151,593,0,0
13.48162,6980,744,-15012,384,-1260,220,0,0
13.51486,7120,924,-14896,384,-1163,408,0,0
13.5481,6908,940,-14592,352,-705,545,0,0
13.58132,6876,1068,-14672,368,-270,347,0,0
13.58132,6892,976,-15072,384,-140,97,0,0
13.63118,7052,916,-14928,384,-544,153,0,0
13.66441,6964,1036,-14900,384,-744,264,0,0
13.69765,6908,1036,-14684,384,-361,-131,0,0
13.73079,6808,1004,-14620,368,-681,-889,0,0
13.78074,6892,1048,-14840,368,-480,-1089,0,0
13.81396,6956,980,-15000,400,-102,-743,0,0
13.81396,6936,1100,-15152,352,-327,-494,0,0
13.84721,6848,1132,-14828,384,-726,-890,0,0
13.88045,6684,1204,-14956,384,-102,-733,0,0
13.93028,6780,996,-15172,352,-12,-303,0,0
13.93028,6792,1044,-15116,368,-202,-238,0,0
13.96352,6652,1088,-14972,384,-49,-283,0,0
14.02998,6676,1072,-14812,368,110,-334,0,0
14.02998,6704,896,-14932,400,-262,-459,0,0
14.07983,6724,1124,-15112,384,-31,-320,0,0
14.11307,6432,1060,-15032,352,-400,-422,0,0
14.14631,6468,1088,-15052,368,-455,-695,0,0
14.22938,6548,1116,-15192,400,-265,-455,0,0
14.22938,6612,1064,-15288,368,-14,-71,0,0
14.26263,6452,1064,-14852,384,-429,-240,0,0
14.26263,6352,1040,-14772,368,-42,-687,0,0
14.29586,6420,1088,-15272,384,311,-874,0,0
14.3291,6480,944,-15260,368,-26,-420,0,0
14.37895,6256,1004,-15264,384,-46,-478,0,0
14.37895,6296,932,-15040,352,-58,-447,0,0
14.41219,6388,896,-14984,384,-35,-470,0,0
14.44541,6400,976,-15180,352,453,-273,0,0
14.47865,6236,848,-15520,368,1,-146,0,0
14.49527,6156,856,-15344,368,-560,-228,0,0
14.56174,6220,948,-14988,384,-346,-494,0,0
14.59497,6072,896,-15164,368,89,-480,0,0
14.61158,6136,824,-15404,352,-81,-373,0,0
14.64482,6228,840,-15328,368,-504,-353,0,0
14.67805,6108,900,-15200,384,-191,-433,0,0
14.67805,6180,820,-15128,368,65,-290,0,0
14.71128,6236,900,-15260,384,64,-323,0,0
14.74452,6140,764,-15232,384,151,-481,0,0
14.79436,6052,720,-15232,368,38,-470,0,0
14.81098,5872,816,-15304,400,107,-463,0,0
14.86084,5936,636,-15408,384,-206,-507,0,0
14.89407,5976,644,-15608,384,-181,-554,0,0
14.91069,6060,660,-15276,384,-260,-547,0,0
14.92731,5860,668,-14872,400,83,-813,0,0
14.97716,5680,636,-15388,400,162,-1044,0,0
15.01039,5800,532,-15720,384,-359,-822,0,0
15.01039,5752,644,-15588,352,-32,-546,0,0
15.04363,5748,524,-15320,384,361,-268,0,0
15.09346,5692,624,-15404,368,98,-483,0,0
15.12671,5792,500,-15448,368,-275,-494,0,0
15.15995,5724,596,-15472,400,192,-223,0,0
15.19318,5604,480,-15432,400,-40,-317,0,0
15.2098,5684,452,-15496,368,-154,-274,0,0
15.24303,5600,500,-15376,400,-176,-133,0,0
15.27627,5684,620,-15580,416,-154,-139,0,0
15.3095,5516,480,-15464,368,-31,-116,0,0
15.34274,5540,472,-15460,400,-99,-332,0,0
15.39259,5456,516,-15488,384,-237,-290,0,0
15.42582,5576,412,-15464,400,-126,-239,0,0
15.42582,5464,492,-15524,352,-194,-356,0,0
15.45906,5508,468,-15428,400,-224,67,0,0
15.49229,5456,412,-15404,368,86,294,0,0
15.54214,5520,440,-15568,384,-133,-241,0,0
15.54214,5564,420,-15324,416,-142,-184,0,0
15.57538,5496,396,-15524,384,-79,17,0,0
15.64185,5616,340,-15596,368,-147,-60,0,0
15.65846,5452,360,-15660,368,-67,-102,0,0
15.6917,5496,268,-15600,384,-270,33,0,0
15.72493,5512,372,-15544,384,-188,14,0,0
15.72493,5460,292,-15372,368,-221,62,0,0
15.75818,5484,332,-15420,368,-48,25,0,0
15.79139,5500,356,-15712,384,-76,-19,0,0
15.84126,5564,228,-15640,432,-93,33,0,0
15.87449,5472,224,-15252,400,-343,172,0,0
15.89111,5548,304,-15460,368,-526,137,0,0
15.95757,5528,336,-15612,400,-408,-225,0,0
15.95757,5608,236,-16028,368,-498,155,0,0
15.97418,5604,304,-15520,384,-827,268,0,0
16.02405,5552,412,-14864,368,-672,-171,0,0
16.05728,5508,344,-15380,368,130,-253,0,0
16.0739,5404,320,-15796,384,120,14,0,0
16.10713,5444,320,-15624,400,-467,65,0,0
16.14037,5492,360,-15524,384,-34,92,0,0
16.1736,5612,256,-15468,384,-41,-68,0,0
16.20684,5600,264,-15588,400,-264,-37,0,0
16.24007,5488,220,-15468,400,-188,87,0,0
16.25669,5524,292,-15544,400,-74,13,0,0
16.28993,5528,352,-15544,400,-404,-135,0,0
16.32317,5532,356,-15516,384,-455,-141,0,0
16.3564,5556,312,-15448,368,-260,-136,0,0
16.40625,5532,228,-15524,384,-89,-43,0,0
16.40625,5572,32,-15504,384,-156,82,0,0
16.47272,5864,-8,-15428,400,164,798,0,0
16.47272,5996,-436,-15344,368,665,1354,0,0
16.50596,5884,-228,-15372,352,771,922,0,0
16.5558,5560,320,-15496,416,-229,113,0,0
16.58904,5152,1152,-15632,416,-990,-290,0,0
16.58904,5264,924,-15524,384,-316,-169,0,0
16.63889,5584,648,-15508,368,-189,-84,0,0
16.65551,5656,584,-15556,384,-704,-31,0,0
16.70535,5632,692,-15308,368,-478,-48,0,0
16.73859,5612,876,-15268,384,-595,-31,0,0
16.77184,5600,792,-15020,368,-558,180,0,0
16.77184,5432,848,-15004,384,-290,436,0,0
16.82168,5472,824,-15624,352,-374,-173,0,0
16.88814,5240,628,-15616,368,-1146,325,0,0
16.90475,5512,132,-15452,400,-55,1050,0,0
16.92138,5964,-432,-15592,416,-4,818,0,0
16.95462,6104,-832,-15648,416,-240,417,0,0
17.00446,6360,-604,-15324,368,-906,-154,0,0
17.00446,6040,-200,-14820,384,-1422,-214,0,0
17.0377,5740,168,-15200,400,-622,-714,0,0
17.08755,5828,104,-15704,400,-335,-132,0,0
17.12079,5960,-340,-15636,400,-401,378,0,0
17.15402,6304,-428,-15108,384,551,497,0,0
17.15402,6008,-704,-15224,384,410,85,0,0
17.18726,6096,-684,-15240,368,630,-113,0,0
17.22049,6008,-536,-15320,384,849,149,0,0
17.30395,5936,-240,-15476,368,988,474,0,0
17.30395,5784,332,-15664,416,272,138,0,0
17.33724,5480,632,-15636,400,-1093,-384,0,0
17.33724,5296,604,-15460,368,-692,128,0,0
17.37049,5784,44,-15392,352,328,273,0,0
17.40374,6240,-824,-15336,384,638,153,0,0
17.45361,6572,-1180,-15292,416,797,766,0,0
17.45361,6376,-572,-15308,352,719,1002,0,0
17.48686,6012,44,-15288,384,-254,284,0,0
17.52011,5364,620,-15360,368,-473,39,0,0
17.56999,5232,828,-15280,384,-502,186,0,0
17.60324,5820,732,-15096,352,181,267,0,0
17.63649,5968,644,-15424,400,-777,-490,0,0
17.63649,6112,552,-15300,368,-948,-582,0,0
17.66974,6044,456,-15080,368,-555,323,0,0
17.70299,6068,384,-15292,384,-77,549,0,0
17.75287,5856,132,-15412,384,-607,-385,0,0
17.75287,5840,64,-15500,400,-1035,-610,0,0
17.78612,5920,156,-15672,384,-803,23,0,0
17.86925,6292,-236,-15352,384,-79,677,0,0
17.86925,6356,-396,-14928,368,-692,185,0,0
17.9025,6156,-308,-15280,384,-471,-187,0,0
17.93575,6132,-212,-15368,400,-49,-125,0,0
17.969,6084,-64,-15544,400,-478,53,0,0
17.98563,6256,24,-15412,384,-511,414,0,0
18.01888,6220,160,-15288,416,-754,421,0,0
18.05214,6120,268,-15244,384,-372,689,0,0
18.08538,6076,452,-15164,368,-66,522,0,0
18.11864,6144,304,-15512,368,-440,626,0,0
18.1685,6300,372,-15408,400,-600,1146,0,0
18.1685,6328,380,-15088,384,-275,1061,0,0
18.20176,6324,384,-15100,400,-499,565,0,0
18.28488,6308,308,-15200,368,-665,406,0,0
18.28488,6356,364,-15260,352,-1052,10,0,0
18.30151,6228,256,-15192,400,-1272,112,0,0
18.35138,6428,408,-14960,368,-607,478,0,0
18.35138,6428,400,-15228,368,-1313,180,0,0
18.38464,6256,188,-15120,400,-705,185,0,0
18.4345,6600,272,-15172,416,244,297,0,0
18.46776,6612,256,-15052,400,-23,487,0,0
18.46776,6540,180,-15176,416,-282,375,0,0
18.50101,6720,348,-15024,432,-151,398,0,0
18.56749,6648,720,-15188,400,-484,429,0,0
18.61738,6532,956,-15076,400,-862,512,0,0
18.61738,6412,1148,-15080,384,-1280,238,0,0
18.65062,6468,972,-15316,400,-1646,-139,0,0
18.68388,6484,860,-14816,432,-1585,-91,0,0
18.70051,6700,536,-14724,384,-555,52,0,0
18.71713,7012,-160,-15132,384,667,741,0,0
18.76699,7172,-500,-15144,400,1080,1191,0,0
18.81689,7020,-600,-15040,400,1029,682,0,0
18.83351,7072,-112,-15064,400,376,31,0,0
18.83351,6912,244,-15028,400,-283,-139,0,0
18.86674,6660,876,-14940,368,-523,-682,0,0
18.91661,5996,1740,-15092,368,-1367,-1107,0,0
18.93325,6076,2084,-15260,416,-1318,-1187,0,0
18.98313,6140,1756,-15228,384,-655,-1273,0,0
19.033,6104,1380,-15060,384,-510,-832,0,0
19.033,6656,992,-14944,400,451,105,0,0
19.06625,7132,380,-14552,400,2164,179,0,0
19.0995,6936,124,-14956,432,1531,-265,0,0
19.13274,6496,504,-14960,384,-161,-730,0,0
19.14939,5768,1068,-15188,416,-717,-1249,0,0
19.21588,5568,1200,-15284,400,8,-948,0,0
19.21588,6056,508,-15424,400,-217,-813,0,0
19.24913,6508,-264,-15280,416,-85,-338,0,0
19.28239,6808,-520,-15180,384,-103,-759,0,0
19.33225,6600,-140,-15128,400,-765,-1031,0,0
19.33225,5996,328,-15396,368,-499,-654,0,0
19.36551,6128,584,-15556,384,-515,-371,0,0
19.432,6224,668,-14784,400,-335,-682,0,0
19.44864,6016,428,-15080,384,272,-887,0,0
19.46527,5976,264,-15588,400,470,-328,0,0
19.54839,5968,156,-15624,432,26,-193,0,0
19.56502,5832,-32,-15468,400,-77,-226,0,0
19.63151,5904,140,-15592,416,324,-464,0,0
19.63151,5788,208,-15576,400,19,-605,0,0
19.66475,5872,312,-15412,400,-42,-410,0,0
19.66475,5876,288,-15520,384,-270,-282,0,0
19.69801,5792,248,-15508,416,23,-27,0,0
19.73126,5904,116,-15312,384,-463,-20,0,0
19.73126,6020,196,-15420,416,-215,-35,0,0
19.78095,5716,216,-15268,384,49,106,0,0
19.81439,5672,296,-15304,400,-134,-140,0,0
19.84764,5636,276,-15492,400,-380,-257,0,0
19.88089,5828,268,-15556,400,-286,26,0,0
19.89752,5804,92,-15432,416,-349,-261,0,0
19.93077,5804,128,-15408,400,-55,-113,0,0
19.96401,5816,40,-15380,416,-114,-89,0,0
19.99726,5780,140,-15380,400,-226,2,0,0
20.03052,5748,160,-15440,416,-107,118,0,0
20.08039,5784,112,-15336,416,-340,-75,0,0
20.08039,5824,64,-15432,400,-483,-225,0,0
20.11364,5756,64,-15532,384,-550,-178,0,0
20.1469,5848,152,-15352,384,-601,113,0,0
20.18014,5880,92,-15124,416,-663,-392,0,0
20.19677,5672,208,-15300,400,-54,-269,0,0
20.23002,5744,144,-15700,400,78,-87,0,0
20.29652,5636,108,-15292,384,-509,-108,0,0
20.32928,5716,64,-15380,400,-13,-155,0,0
20.34591,5904,112,-15392,400,-156,-114,0,0
20.37916,5840,164,-15540,400,-92,-17,0,0
20.4124,5672,204,-15396,384,-279,95,0,0
20.42902,5688,16,-15320,400,-149,188,0,0
20.44565,5708,16,-15576,416,-85,43,0,0
20.47889,5840,-8,-15344,384,-621,-200,0,0
20.52874,5748,76,-15408,416,-474,109,0,0
20.56199,5676,188,-15384,400,-273,138,0,0
20.59523,5800,168,-15420,400,-278,-63,0,0
20.61186,5800,120,-15596,368,-11,65,0,0
20.62848,5700,136,-15444,400,-23,-79,0,0
20.67834,5784,60,-15608,432,-151,167,0,0
20.71159,5844,32,-15312,416,-355,314,0,0
20.71159,5780,56,-15472,368,20,71,0,0
20.74483,5628,80,-15392,400,-275,-63,1,0
20.7947,5632,12,-15424,416,-194,364,1,0
20.82794,5788,68,-15388,416,-187,85,1,0
20.86105,5796,32,-15544,384,-319,199,1,0
20.89443,5844,-20,-15308,368,-51,202,1,0
20.91105,5828,60,-15360,368,-66,116,1,0
20.94429,5736,88,-15348,432,-421,109,1,0
20.97753,5752,4,-15532,384,-708,-283,1,0
21.01078,5852,20,-15444,432,-473,-98,1,0
21.09387,5772,176,-15040,400,-203,-187,1,0
21.09387,5788,96,-15272,448,82,-487,1,0
21.1105,5876,8,-15928,368,-207,-211,1,0
21.1105,5728,-56,-15584,400,-521,-118,1,0
21.21022,5616,52,-15296,384,-122,-41,1,0
21.21022,5884,56,-15432,416,-25,9,1,0
21.24347,5832,4,-15372,400,-296,-67,1,0
21.27672,5764,-24,-15436,400,-517,52,1,0
21.27672,5764,68,-15592,416,39,-17,1,0
21.30996,5748,84,-15552,400,-321,180,1,0
21.35982,5648,52,-15280,416,-368,0,1,0
21.39307,5752,192,-15416,384,-345,45,1,0
21.42631,5680,32,-15384,400,-500,-208,1,0
21.42631,5888,-4,-15628,400,-533,53,1,0
21.45955,5712,156,-15352,384,-72,294,1,0
21.49279,5904,132,-15588,368,-522,66,1,0
21.54265,5884,208,-15268,384,-183,31,1,0
21.54265,5920,64,-15360,400,-158,12,1,0
21.57589,5728,-32,-15444,368,-302,82,1,0
21.64238,5852,96,-15308,432,-97,104,1,0
21.659,5808,4,-15352,432,-261,29,1,0
21.69225,5804,24,-15236,400,-215,74,1,0
21.72548,5776,132,-15440,384,-279,56,1,0
21.75872,5924,36,-15492,432,-154,151,1,0
21.79196,5824,152,-15300,416,-196,131,1,0
21.80859,5916,80,-15604,416,-313,86,1,0
21.84183,5764,28,-15408,400,-405,-42,1,0
21.87506,5844,64,-15432,416,-472,-227,1,0
21.90831,5808,84,-15540,384,-359,-250,1,0
21.94156,5904,108,-15576,400,-575,132,1,0
21.95817,5888,152,-14964,400,-537,-124,1,0
21.99141,5696,112,-15244,400,23,-308,1,0
22.02467,5736,12,-15652,400,35,-73,1,0
22.05791,5884,-68,-15720,400,-333,6,1,0
22.05791,5872,72,-15280,416,-263,47,1,0
22.10776,5804,40,-15320,416,25,302,1,0
22.14101,5892,32,-15592,400,-208,455,1,0
22.20748,5948,48,-15480,400,-365,847,1,0
22.24074,5956,64,-15456,416,-256,894,1,0
22.25736,5948,24,-15596,368,-605,924,1,0
22.29061,6076,28,-15500,416,-523,1015,1,0
22.32385,6156,184,-15392,384,-688,1109,1,0
22.32385,6000,292,-15196,432,-860,895,1,0
22.37372,6076,312,-15180,416,-671,627,1,0
22.37372,6356,216,-15184,416,-937,362,1,0
22.4402,6464,240,-15276,416,-758,643,1,0
22.4402,6428,268,-15216,432,-726,746,1,0
22.47345,6304,340,-15144,400,-432,760,1,0
22.50669,6472,336,-15336,384,-713,639,1,0
22.55655,6284,420,-15300,432,-734,808,1,0
22.55655,6504,348,-15188,416,-489,909,1,0
22.5898,6532,464,-15140,400,-385,935,1,0
22.62304,6588,464,-15120,400,-475,954,1,0
22.65629,6716,392,-15336,400,-642,954,1,0
22.70615,6716,448,-15100,416,-614,818,1,0
22.7394,6800,512,-14992,432,-591,925,1,0
22.7394,6900,568,-14996,416,-636,616,1,0
22.77264,6752,624,-14832,416,-625,656,1,0
22.80589,6992,468,-15004,384,-804,214,1,0
22.85575,6988,560,-15284,400,-832,629,1,0
22.889,7108,664,-14780,416,-820,1083,1,0
22.889,6992,736,-14308,432,-356,815,1,0
22.95548,7048,664,-14984,416,-315,97,1,0
22.97211,7120,452,-15248,400,-1227,162,1,0
23.00536,7084,724,-14928,416,-1061,675,1,0
23.03859,7080,904,-14704,400,-111,1137,1,0
23.07183,7260,812,-14620,416,-400,882,1,0
23.08846,7536,760,-14604,384,-774,-209,1,0
23.18817,7180,840,-14692,416,-1056,414,1,0
23.2048,7376,924,-14740,400,468,853,1,0
23.22141,7620,992,-14876,400,-56,442,1,0
23.22141,7808,924,-14892,432,-1129,137,1,0
23.30451,7396,896,-14760,416,-1492,-135,1,0
23.30451,6996,872,-14500,400,-599,177,1,0
23.33776,7372,928,-14564,432,-99,630,1,0
23.33776,7600,1088,-14588,448,-247,-33,1,0
23.371,7624,928,-15132,432,-998,159,1,0
23.42086,7500,1000,-15032,384,-1306,383,1,0
23.42086,7300,1060,-14640,368,-767,1281,1,0
23.45411,7408,1156,-14396,400,-78,430,1,0
23.48735,7500,1152,-14560,400,-509,159,1,0
23.55345,7616,1120,-14916,416,-574,284,1,0
23.57046,7676,1144,-14776,384,-824,408,1,0
23.6037,7592,1320,-14600,416,-982,409,1,0
23.63694,7644,1308,-14372,400,-519,53,1,0
23.65357,7740,1264,-14604,368,-308,492,1,0
23.67019,7560,1284,-14184,416,-468,504,1,0
23.72006,7628,1284,-14188,416,-202,-1015,1,0
23.72006,7308,1204,-14724,368,-235,-148,1,0
23.78654,7584,1268,-15168,368,-56,866,1,0
23.78654,7788,1192,-14296,416,-478,888,1,0
23.83642,7980,1260,-14400,400,-753,330,1,0
23.86965,7924,1340,-14484,384,-754,605,1,0
23.90289,7916,1188,-14376,400,-724,39,1,0
23.90289,7636,1284,-14400,384,-290,-468,1,0
23.93613,7724,1424,-14576,400,-544,590,1,0
23.96937,7912,1420,-14360,400,-743,417,1,0
24.01924,7796,1456,-14308,400,-515,-276,1,0
24.05248,7516,1432,-14452,464,-138,-773,1,0
24.11896,7828,1472,-14572,400,-396,-294,1,0
24.15222,7836,1420,-14528,416,-276,546,1,0
24.15222,7868,1512,-14400,416,31,830,1,0
24.20208,7896,1356,-14492,432,-751,237,1,0
24.20208,8220,1344,-14468,416,-453,-207,1,0
24.23532,7660,1424,-14400,416,67,-336,1,0
24.26856,7804,1368,-14396,432,89,211,1,0
24.28518,7840,1380,-14644,432,-611,558,1,0
24.35165,7844,1532,-14572,400,-840,523,1,0
24.3849,8004,1668,-14660,400,-617,576,1,0
24.40153,8000,1568,-14360,416,-738,487,1,0
24.43477,7860,1524,-13956,416,-912,-269,1,0
24.46801,7804,1588,-14180,384,-915,-1473,1,0
24.50125,7808,1748,-14524,400,-411,-939,1,0
24.50125,7640,1876,-14568,416,-33,1226,1,0
24.5345,7888,1740,-14072,400,330,991,1,0
24.56773,7900,1596,-14228,416,-238,77,1,0
24.6176,7904,1424,-14504,432,-1197,-20,1,0
24.65084,7864,1408,-14140,432,-905,-217,1,0
24.65084,7896,1636,-14380,432,-68,20,1,0
24.70071,8192,1620,-14680,400,-381,-213,1,0
24.71733,7848,1668,-14452,400,-850,116,1,0
24.76719,8016,1708,-14148,368,-498,-89,1,0
24.76719,7664,1804,-14396,432,-69,-654,1,0
24.81705,8012,1796,-14732,432,-482,56,1,0
