0.01658909,0,0,0,0,0,0
0.01658909,-9676.312,-23.33946,51.08037,-7345.166,-84.53899,-19.2088
0.1330836,-12986.88,-404.3983,-284.9666,-9064.542,-342.0135,-129.5761
0.1330836,-12927.63,-526.861,-209.4525,-9517.965,-426.5628,-85.14068
0.1330836,-12552.5,-499.5707,-250.2495,-9758.211,-392.0659,-134.3557
0.03322544,-12266.23,-477.1428,-181.0181,-9895.617,-382.3177,-103.2665
0.01659031,-12072.96,-449.6657,-195.9079,-9962.133,-376.0485,-134.9823
0.01659031,-11992.65,-443.5309,-183.0771,-9978.17,-398.3146,-87.25882
0.01659031,-11919.6,-458.2108,-137.6983,-9927.29,-389.5826,-67.89126
0.01659165,-11843.09,-411.2284,-131.1597,-9817.49,-358.8646,-73.81614
0.0165868,-11771,-411.9697,-130.989,-9696.823,-340.3332,-78.9042
0.01659099,-11662.7,-418.8489,-99.37733,-9558.673,-355.322,-50.64069
0.0165915,-11595.09,-423.0951,-85.61873,-9465.181,-358.1776,-20.87589
0.0165915,-11505.18,-431.1654,-119.9208,-9369.621,-336.5282,-42.12578
0.01659062,-11417.18,-406.0914,-82.98466,-9302.456,-329.6326,-13.13104
0.01659062,-11368.5,-384.7257,-118.9914,-9256.078,-315.3323,-45.10451
0.0165903,-11300.32,-394.6024,-174.7476,-9187.188,-324.8125,-112.8569
0.0165903,-11237.4,-401.6951,-152.3937,-9131.473,-333.0449,-100.2195
0.0165924,-11184.85,-390.247,-156.3317,-9083.834,-345.9961,-88.68136
0.01659151,-11118.34,-405.8154,-140.1815,-9034.814,-327.8814,-77.94287
0.01659151,-11096.59,-358.9605,-146.936,-9011.837,-283.8065,-82.31367
0.01659279,-11068.03,-336.8306,-143.147,-8984.388,-264.9825,-57.34213
0.01659279,-11060,-330.8716,-143.5948,-8968.972,-264.1916,-31.8411
0.01671912,-11005.2,-328.8092,-98.31785,-8918.498,-235.97,-94.22623
0.01661416,-10977.36,-314.7134,-53.84315,-8893.783,-267.6317,43.58228
0.01658776,-10938.68,-282.1964,-57.05783,-8856.892,-258.352,31.83194
0.01658776,-10933.28,-296.0024,-26.28472,-8859.183,-256.575,-2.392154
0.01658905,-10945.98,-288.9532,-103.5369,-8862.269,-242.4683,-7.991742
0.01658779,-10920.74,-316.8412,-62.29559,-8841.021,-247.8909,-10.75173
0.01658779,-10918.2,-294.2558,-82.12315,-8846.271,-234.6637,-15.62956
0.01658996,-10910.67,-327.2803,-19.32447,-8834.586,-258.7154,24.89004
0.01658887,-10932.47,-346.6273,-23.92731,-8845.503,-283.2861,41.97911
0.01658798,-10919.59,-347.4563,-93.00957,-8834.446,-270.9337,-20.62517
0.01658798,-10906.7,-349.9798,-53.29436,-8827.995,-274.8827,13.14071
0.01658989,-10891.96,-347.2674,-65.15475,-8815.856,-262.1019,-8.421972
0.01658989,-10907.37,-314.0779,-47.28941,-8822.456,-252.1454,28.51085
0.01658926,-10888.42,-333.0154,-61.20439,-8802.857,-280.9776,16.41229
0.01658926,-10866.2,-344.9875,-62.74068,-8780.922,-266.1715,-12.20421
0.01658926,-10840.13,-344.6172,-65.77229,-8760.638,-286.5549,-8.934669
0.01659104,-10869.76,-340.1373,-55.47302,-8796.308,-273.0263,-36.20701
0.01659104,-10862.35,-317.5037,-120.5892,-8790.291,-266.7438,-42.63308
0.01659134,-10880.7,-356.9919,-94.25983,-8812.867,-296.5962,-34.50288
0.01659134,-10853.3,-356.4143,-91.2302,-8782.744,-289.0695,-52.01012
0.01658821,-10866.6,-344.9783,-114.4569,-8797.139,-291.0149,-59.07493
0.01659142,-10866.3,-336.3994,-111.9103,-8792.255,-276.342,-59.15632
0.01658879,-10857.93,-337.3167,-92.9657,-8781.243,-275.3489,-26.52924
0.01659125,-10865.98,-295.5378,-110.0446,-8782.83,-255.3391,-18.76118
0.01659125,-10871.49,-291.4094,-101.8297,-8795.76,-244.2646,-29.05915
0.01659011,-10856.84,-324.0565,-98.58487,-8784.424,-244.1125,-47.30476
0.01659011,-10869.12,-306.2652,-86.99365,-8789.278,-239.9958,-30.34766
0.01659155,-10862.75,-316.5012,-29.69036,-8784.299,-284.7328,35.27897
0.0165897,-10851.1,-331.8784,-119.3019,-8770.898,-298.6437,19.78868
0.01658885,-10819.78,-346.8534,-84.64513,-8746.976,-252.3668,-62.88555
0.0165909,-10854.75,-309.184,-101.311,-8778.208,-220.271,-57.77863
0.01658799,-10896.33,-323.5248,-59.61235,-8814.336,-286.7431,-12.81635
0.01659362,-10873.92,-326.7241,-78.45029,-8788.154,-294.6653,64.38954
0.01658487,-10873.73,-318.307,-66.08394,-8796.785,-230.5574,-47.68534
0.01658895,-10876.91,-305.8758,-98.68401,-8794.693,-222.2691,-89.97933
0.01658895,-10906.24,-324.0365,-103.1635,-8808.132,-220.7499,-2.637459
0.01658994,-10877.58,-266.4587,-62.88395,-8794.949,-177.4324,41.66951
0.01658742,-10867.42,-209.2255,-129.9735,-8791.568,-84.18328,-74.26447
0.01659262,-10844.87,-167.2512,-85.5638,-8765.465,-73.7802,-67.55421
0.01659166,-10901.41,-221.9973,-168.949,-8817.571,-142.5164,-124.4613
0.01659166,-10899.04,-361.3525,-119.0543,-8815.603,-320.3635,-181.8114
0.01658929,-10898.5,-458.3024,-129.3406,-8810.624,-529.0911,-6.78181
0.01658929,-10844.72,-472.9916,-103.9292,-8769.468,-593.5306,71.84225
0.01659114,-10841.02,-440.28,-101.6151,-8762.322,-483.8048,-28.02194
0.01659114,-10835.68,-400.9628,-41.84008,-8762.799,-361.4417,-6.507669
0.01658728,-10831.74,-367.9353,-21.13807,-8751.048,-249.5732,-27.17734
0.01658728,-10843.94,-389.8398,-8.33978,-8769.365,-275.2545,-60.50369
