TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-05-25 13:57:45.183,1.3209261,0.0,0.51566565,1.2227218,1.1445515,0.0,0.49623114,1.054603,1.0139383,0.0,0.248958,1.0223736,0.5261889,0.0,0.20703712,0.541097,0.4724001,0.0,-0.28306884,0.31651402,769.19415,751.8681,788.1319,790.14655,558.86444,0.2867431640625,0.1339111328125,0.962646484375,4.957122802734375,-5.166473388671875,-1.951446533203125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:57:45.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-05-25 13:57:46.200,1.4530275,0.0,0.31682572,1.3761086,1.2861375,0.0,0.51418304,1.2203376,0.9952558,0.0,0.32253653,1.0202094,0.6769232,0.0,0.12544252,0.6180167,0.48031467,0.0,-0.32025194,0.36391816,783.2967,446.04395,790.9524,787.72894,766.3736,0.2696533203125,0.1185302734375,0.95428466796875,3.177642822265625,-3.887939453125,-3.5888671875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:57:47.219,0.3639473,0.0,0.069871984,0.22494116,0.23149858,0.0,0.24728964,0.2541366,0.5589139,0.0,0.2942601,0.18757087,0.8433547,0.0,0.09379336,0.53931326,0.41789505,0.0,-0.4609534,0.3555265,770.40295,590.696,799.011,774.43225,674.10254,0.263427734375,0.11669921875,0.96478271484375,5.51788330078125,-2.385101318359375,-1.742095947265625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:57:48.226,0.2182784,0.0,0.15717697,0.02868734,0.14693525,0.0,0.18471365,0.19566461,0.93100137,0.0,0.30201927,0.5456965,0.8187959,0.0,0.027616408,0.64397734,0.3564464,0.0,-0.4054477,0.35714877,606.0073,784.90845,787.72894,621.7216,562.49084,0.2440185546875,0.11004638671875,0.96917724609375,4.074859619140625,0.46356201171875,-3.648681640625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:57:48.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-05-25 13:57:49.235,-0.2554015,0.0,0.55699867,-0.13408257,0.38032687,0.0,0.36020625,0.3099094,0.93025035,0.0,0.6551479,0.5143516,0.795558,0.0,0.28279528,0.7853454,0.34098148,0.0,-0.41425237,0.41705808,779.2674,828.4249,790.14655,775.64105,612.0513,0.18719482421875,0.1104736328125,0.97943115234375,5.076751708984375,-1.2261962890625,-2.489776611328125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:57:50.256,0.28989407,0.0,0.4453726,0.48234206,0.4701603,0.0,0.36053702,0.3781898,0.6945377,0.0,0.6877358,0.65497124,0.7283859,0.0,0.24373193,0.44364133,0.3340992,0.0,-0.61733955,0.019498724,813.5165,1142.7106,786.9231,790.9524,751.8681,0.17431640625,0.11126708984375,0.9840087890625,5.241241455078125,-3.671112060546875,-2.691650390625,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:51.269,0.3652752,0.0,0.16021743,0.65634894,0.45399538,0.0,0.25461775,0.51552427,0.91149235,0.0,0.54121244,0.92042154,0.65246844,0.0,0.15862787,0.53566355,0.43291378,0.0,-0.48006046,0.15956452,811.9048,1195.8975,806.6667,809.0842,809.89014,0.17254638671875,0.110595703125,0.9871826171875,6.041259765625,-1.772003173828125,-2.43743896484375,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:52.287,0.20909563,0.0,0.25795603,0.5004465,0.34066832,0.0,0.3557611,0.5427171,0.83482677,0.0,0.5246358,0.7689882,0.5590044,0.0,0.15588766,0.5626153,0.3464986,0.0,-0.5204123,0.2461447,816.337,901.3553,803.44324,819.15753,713.5897,0.1558837890625,0.11907958984375,0.9854736328125,5.525360107421875,-1.831817626953125,-1.921539306640625,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:53.302,0.4554881,0.0,-0.21389467,0.47542807,0.35967487,0.0,0.07195331,0.37368184,0.6002541,0.0,0.22205928,0.5839439,0.5979295,0.0,-0.007793756,0.34988967,0.32300678,0.0,-0.54603946,0.3082928,828.022,946.08057,786.52014,809.0842,809.4872,0.145263671875,0.12615966796875,0.990478515625,5.450592041015625,-1.652374267578125,-1.368255615234375,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:54.322,0.83532554,0.0,0.14999904,1.0352894,0.33488002,0.0,0.1397343,0.42365515,0.8755213,0.0,0.19649462,0.88841033,0.5975014,0.0,0.15862875,0.6003885,0.21865827,0.0,-0.51306957,0.3165936,823.9927,957.76556,815.5311,816.7399,876.77655,0.1259765625,0.1175537109375,0.9886474609375,4.71038818359375,-2.175750732421875,-2.6019287109375,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:55.331,0.9232716,0.0,0.39539862,1.1070291,0.39489347,0.0,0.22402169,0.41903204,0.9013931,0.0,0.14814776,0.90730685,0.5545333,0.0,0.2823965,0.5872108,0.2927543,0.0,-0.49326074,0.3246326,811.50183,1242.2344,788.1319,809.89014,749.45056,0.119873046875,0.11553955078125,0.98736572265625,4.628143310546875,-2.699127197265625,-2.848663330078125,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:56.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-05-25 13:57:56.344,0.43770978,0.0,0.39343318,0.4743309,0.27621707,0.0,0.07300492,0.27882197,0.70469123,0.0,0.4193357,0.7238097,0.4608542,0.0,0.48498616,0.44634998,0.45003653,0.0,-0.030111397,0.25461066,794.9817,873.95605,809.89014,817.1429,809.0842,0.12640380859375,0.111083984375,0.98663330078125,4.957122802734375,-2.056121826171875,-2.1234130859375,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:56.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-05-25 13:57:57.355,0.37118363,0.0,0.6698787,0.62573516,0.12066223,0.0,0.41146576,0.2708367,0.6399215,0.0,0.7445394,0.71786135,0.31225345,0.0,0.57754064,0.36154637,0.59456706,0.0,-0.14615498,0.2518674,803.8461,704.3223,789.34064,797.8022,809.89014,0.13409423828125,0.11260986328125,0.99273681640625,5.106658935546875,-2.743988037109375,-1.742095947265625,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:58.357,0.3291782,0.0,0.58095336,0.62573516,0.28135306,0.0,0.5388576,0.2708367,0.9391289,0.0,0.7448082,0.71786135,0.6565615,0.0,0.2741013,0.36154637,0.35944617,0.0,-0.5571903,0.2518674,792.5641,761.9414,792.5641,803.44324,798.20514,0.1279296875,0.1112060546875,0.9884033203125,5.18890380859375,-3.072967529296875,-2.983245849609375,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:57:59.372,0.31261396,0.0,0.39970696,0.27610973,0.45926866,0.0,0.47619313,0.3696682,1.0590006,0.0,0.521458,1.3154048,0.550146,0.0,0.26305592,0.56435305,0.32178214,0.0,-0.50553936,0.24802962,807.0696,1084.2858,796.99634,808.2784,856.63007,0.1337890625,0.1102294921875,0.99066162109375,4.717864990234375,-2.58697509765625,-2.370147705078125,1,1.0,4.0,1.0,1.0,45.00
2020-05-25 13:58:00.384,0.39466667,0.0,0.66598135,0.26356378,0.6170749,0.0,0.42638272,0.16294855,0.933643,0.0,0.37810022,1.2663234,0.49761796,0.0,0.30575028,0.54153246,0.44340158,0.0,-0.4729423,0.05723698,796.99634,785.31134,795.78754,805.4579,673.2967,0.13067626953125,0.10546875,0.98919677734375,5.256195068359375,-2.968292236328125,-2.160797119140625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:01.397,0.36204275,0.0,0.669262,0.39009425,0.5924182,0.0,0.07273923,0.278225,0.97782755,0.0,0.169459,1.213215,0.3621427,0.0,0.2343762,0.4148409,0.10939653,0.0,-0.34707543,0.2089113,796.99634,877.5824,790.14655,815.5311,642.27106,0.1697998046875,0.108642578125,0.9820556640625,5.2337646484375,-4.583282470703125,-1.996307373046875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:02.412,0.35490328,0.0,0.6850634,0.245443,0.5401153,0.0,-0.13849725,0.21471842,0.9518046,0.0,0.07026591,0.90525144,0.4476527,0.0,0.447509,0.44535658,0.31816867,0.0,-0.2681517,0.29840654,775.64105,651.53845,784.90845,778.86444,686.1905,0.19781494140625,0.099365234375,0.97760009765625,5.914154052734375,-3.70849609375,-1.398162841796875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:03.417,0.8016311,0.0,0.6522435,0.38385907,0.29302162,0.0,0.24281543,0.2916896,1.1687915,0.0,0.19511512,1.1307148,0.64201343,0.0,0.21645343,0.5691204,0.33133364,0.0,-0.25863916,0.3866392,799.41394,742.6007,787.326,797.3993,640.65936,0.22247314453125,0.11138916015625,0.9732666015625,4.77020263671875,-2.03369140625,-2.99072265625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:04.430,0.23500125,0.0,0.73936564,0.34451756,0.50293136,0.0,0.46960354,0.5558916,1.1351273,0.0,0.45474932,1.133424,0.6873264,0.0,0.081731826,0.52865505,0.38635364,0.0,-0.42279044,0.16534224,782.8938,628.97437,789.7436,783.2967,734.94507,0.22650146484375,0.1068115234375,0.974365234375,5.03936767578125,-2.788848876953125,-3.57391357421875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:05.437,0.16003715,0.0,0.8845031,0.16507548,0.2576493,0.0,0.52698326,0.25101197,0.8771325,0.0,0.4554952,0.8755654,0.6073725,0.0,0.042174548,0.43070424,0.46701336,0.0,-0.37787977,0.3609593,773.22345,648.315,796.1905,772.01465,678.1319,0.228271484375,0.10125732421875,0.97509765625,5.0543212890625,-2.205657958984375,-3.147735595703125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:06.461,0.14586236,0.0,0.17335531,0.49427053,0.16585495,0.0,0.1927558,0.3073485,0.61606646,0.0,0.53125983,0.79166543,0.67080164,0.0,0.1475222,0.44347966,0.49444813,0.0,-0.31814584,0.354994,775.64105,741.79486,787.326,767.5824,614.4689,0.2222900390625,0.103271484375,0.96978759765625,5.316009521484375,-2.22808837890625,-2.4224853515625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:07.465,0.30037683,0.0,0.240099,0.4123888,0.41717425,0.0,0.32694313,0.36054182,0.7441801,0.0,0.8087209,0.9134885,0.67073154,0.0,0.36090046,0.541148,0.45715976,0.0,-0.30697277,0.31577522,820.7692,789.34064,788.93774,808.2784,957.3626,0.23114013671875,0.099609375,0.971435546875,4.77020263671875,-2.534637451171875,-2.1832275390625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:08.483,0.2831793,0.0,0.33765444,0.018971184,0.32143503,0.0,0.41321707,0.28997427,0.7776852,0.0,0.75848585,0.81078833,0.6337169,0.0,0.23098223,0.38988954,0.20552482,0.0,-0.49855125,0.17175573,791.3553,961.39197,793.7729,809.89014,666.8498,0.23809814453125,0.0994873046875,0.969482421875,4.77020263671875,-3.581390380859375,-2.9010009765625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:09.499,0.44260538,0.0,0.3008367,0.18082877,0.4075948,0.0,0.15791167,0.6468569,0.89833325,0.0,0.41562462,0.8003707,0.6426862,0.0,0.09186606,0.53173494,0.32972363,0.0,-0.40084752,0.09902458,789.7436,916.6667,780.07324,807.47253,894.90845,0.249267578125,0.10052490234375,0.9627685546875,5.166473388671875,-2.086029052734375,-2.729034423828125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:10.518,0.77417547,0.0,0.48991376,0.7555751,0.749627,0.0,0.5967443,0.87006676,0.89833325,0.0,0.99961495,0.9200286,0.7139153,0.0,0.20622474,0.6875089,0.51791054,0.0,-0.2526828,0.22533567,828.4249,568.5348,797.8022,815.9341,938.022,0.23291015625,0.09893798828125,0.97283935546875,4.9346923828125,-2.699127197265625,-3.386993408203125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:11.536,0.53675586,0.0,0.4564309,0.57323545,0.58646905,0.0,0.47089323,0.7198531,1.2638165,0.0,0.930246,1.2140485,0.6814925,0.0,0.21539247,0.54286766,0.4454299,0.0,-0.34113428,0.11344667,809.0842,748.24176,783.2967,819.9634,998.46155,0.2398681640625,0.0972900390625,0.966064453125,6.258087158203125,-1.2860107421875,-3.09539794921875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:12.538,0.47557363,0.0,0.49244088,0.35423914,0.5169165,0.0,0.120571,0.58542424,1.2328411,0.0,0.28518444,1.169849,0.64413613,0.0,0.18182707,0.5174632,0.31050977,0.0,-0.34604642,0.13149808,818.7546,1214.0293,787.326,815.5311,821.978,0.20855712890625,0.10540771484375,0.97412109375,4.9346923828125,-1.0467529296875,-3.94775390625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:13.562,0.69515616,0.0,0.7515638,0.69999236,0.47275898,0.0,-0.054944754,0.45230418,0.8814295,0.0,0.35867643,0.744231,0.52989876,0.0,0.09563605,0.42773795,0.25559226,0.0,-0.18516447,0.25444332,809.89014,1129.011,790.54944,809.89014,777.25275,0.11065673828125,0.0953369140625,0.98956298828125,4.882354736328125,-2.4224853515625,-2.295379638671875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:14.567,0.63521683,0.0,0.5120983,0.82815063,0.8157,0.0,-0.101184785,0.4288414,1.0874338,0.0,0.44768703,1.0832762,0.46394405,0.0,0.16582093,0.5283199,0.25155243,0.0,-0.19054209,0.28332245,801.02563,627.3626,795.38464,800.2198,938.8278,0.12457275390625,0.09002685546875,0.98797607421875,7.215118408203125,-2.878570556640625,-1.00189208984375,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:15.586,0.55426556,0.0,0.28340977,0.39049095,0.68568873,0.0,0.0746549,0.44562724,1.2356824,0.0,0.5354066,1.1523246,0.54848003,0.0,0.16436738,0.38935918,0.27721247,0.0,-0.30044013,0.2816511,817.9487,616.8865,790.54944,822.381,931.978,0.134521484375,0.09490966796875,0.99127197265625,4.089813232421875,-2.94586181640625,-2.82623291015625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:16.598,0.50853837,0.0,0.68647015,0.3719815,0.65519035,0.0,0.32349825,0.487322,1.2187805,0.0,0.3856265,1.0048801,0.49539864,0.0,0.13282928,0.42703974,0.2522533,0.0,-0.19107538,0.29265922,798.20514,620.9158,797.8022,798.60803,799.011,0.13299560546875,0.10736083984375,0.98876953125,5.390777587890625,-2.818756103515625,-2.400054931640625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:17.616,0.2939262,0.0,0.9563605,0.33334014,0.3052209,0.0,0.34215167,0.3111168,0.82721007,0.0,0.4903565,0.77467895,0.49819154,0.0,0.08500248,0.5280579,0.29934022,0.0,-0.25688502,0.21398957,786.1172,347.72894,781.685,781.28204,854.21246,0.1419677734375,0.10882568359375,0.9903564453125,5.42816162109375,-2.758941650390625,-2.459869384765625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:18.630,0.6160021,0.0,0.3526758,0.64820045,0.53420675,0.0,0.06955902,0.4179928,0.6422726,0.0,0.40201423,0.7480373,0.59137255,0.0,0.05671447,0.3517992,0.48989925,0.0,-0.35085857,0.22556351,781.28204,190.58607,796.1905,786.52014,805.05493,0.1444091796875,0.10626220703125,0.9849853515625,4.88983154296875,-3.401947021484375,-2.55706787109375,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:19.633,0.6027237,0.0,0.18678278,0.4463401,0.35402068,0.0,0.04016585,0.28804916,0.88749045,0.0,0.058320336,0.7980495,0.60693264,0.0,0.10748917,0.5444816,0.3878069,0.0,-0.35537383,0.17952727,786.9231,805.8608,795.38464,780.07324,588.68134,0.1444091796875,0.1005859375,0.9892578125,4.972076416015625,-3.237457275390625,-2.609405517578125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:20.648,0.34103847,0.0,0.0872693,0.3163406,0.08611087,0.0,-0.03717043,0.3625439,0.8669984,0.0,0.4538562,0.9038026,0.52604836,0.0,0.12706794,0.5832659,0.39075798,0.0,-0.28307295,0.24173838,775.2381,323.95605,796.5934,777.25275,777.6557,0.13800048828125,0.10101318359375,0.9873046875,4.732818603515625,-2.235565185546875,-2.55706787109375,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:21.662,0.34050325,0.0,-0.37426975,0.06801093,0.45849147,0.0,-0.027133064,0.43743342,0.9886677,0.0,0.50796074,1.0992619,0.62215257,0.0,0.088186614,0.26503134,0.42861682,0.0,-0.27026552,0.27325875,799.011,452.89377,782.49084,794.9817,807.47253,0.13775634765625,0.099365234375,0.98681640625,5.00946044921875,-2.534637451171875,-2.37762451171875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:22.680,0.5412661,0.0,0.6131467,0.32167497,0.5136109,0.0,0.23154493,0.5147812,1.2428964,0.0,0.6207695,1.189918,0.6833912,0.0,0.11761719,0.5291057,0.47979796,0.0,-0.3115679,0.517814,794.57874,271.97803,796.99634,797.3993,954.1392,0.14288330078125,0.10009765625,0.99127197265625,4.97955322265625,-2.998199462890625,-2.699127197265625,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:23.700,0.7594546,0.0,0.3887138,0.54858166,0.57617795,0.0,0.19731209,0.5589027,1.095386,0.0,0.2994563,1.0626941,0.61249596,0.0,0.13127622,0.6036728,0.4441407,0.0,-0.39258048,0.20316885,811.0989,661.2088,797.3993,817.1429,964.61536,0.14794921875,0.09051513671875,0.9898681640625,4.822540283203125,-2.415008544921875,-2.489776611328125,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:24.719,0.71447015,0.0,0.3747768,0.77949196,0.40675598,0.0,0.18379258,0.48415884,0.8207519,0.0,0.28186622,0.9112436,0.4990181,0.0,0.09123901,0.47646493,0.24423884,0.0,-0.51890296,0.056966417,795.78754,1192.674,786.52014,797.3993,768.7912,0.16644287109375,0.10931396484375,0.98370361328125,7.58148193359375,-2.73651123046875,-1.278533935546875,1,1.0,4.0,1.0,1.0,55.00
2020-05-25 13:58:25.745,0.90240294,0.0,0.7842359,0.8629359,0.55252045,0.0,0.18739735,0.5473189,1.0427084,0.0,0.14948101,1.228652,0.6537576,0.0,0.08102966,0.5000747,0.37014413,0.0,-0.29836544,0.20679955,797.8022,802.23444,802.6374,794.9817,802.6374,0.17657470703125,0.1075439453125,0.98602294921875,6.123504638671875,-3.730926513671875,-0.58319091796875,1,1.0,4.0,1.0,1.0,55.00
