Time,Ax,Ay,Az,Gx,Gy,Gz,Breathing,Ground Truth,Audio,Scent
177.4149,5717.722,-448.6414,-15518.22,611.9378,-374.1354,436.8819,1,1,True,False
177.4149,5748.193,-431.0116,-15467.36,610.7834,-505.78,458.1006,1,1,True,False
177.5147,5822.412,-428.9258,-15435.46,609.9059,-442.043,229.3566,1,1,True,False
177.5313,5805.944,-407.7097,-15382.67,609.2419,-495.0218,554.2152,1,1,True,False
177.5479,5822.067,-410.6513,-15373.82,604.3115,-425.3833,410.1113,1,1,True,False
177.5812,5846.554,-371.1343,-15459.52,609.4191,-345.1223,387.8003,1,1,True,False
177.5812,5905.147,-397.7773,-15515.47,613.337,-364.3796,328.357,1,1,True,False
177.6144,5926.635,-402.9856,-15482.03,607.472,-599.6457,302.3822,1,1,True,False
177.6477,5980.658,-366.2719,-15376.88,620.7175,-548.5924,299.8715,1,1,True,False
177.7142,6018.542,-327.4407,-15392.1,621.9764,-340.4915,256.0541,1,1,True,False
177.7808,6016.354,-328.0493,-15411.91,614.0554,-294.313,274.3108,1,1,True,False
177.7808,5996.854,-336.675,-15409.68,612.4192,-311.0121,273.5691,1,1,True,False
177.8135,6008.523,-353.6121,-15394.99,620.0304,-348.6603,312.5517,1,1,True,False
177.8634,6013.074,-329.2171,-15360.82,625.8417,-301.4377,399.5708,1,1,True,False
177.8634,6057.643,-324.1746,-15374.93,621.3995,-259.6813,361.4184,1,1,True,False
177.9299,6108.431,-309.5712,-15391.61,622.4121,-267.0636,351.5929,1,1,True,False
177.9632,6104.1,-296.5256,-15378.08,627.6,-310.929,338.2777,1,1,True,False
178.0131,6124.104,-309.0559,-15350.29,627.1111,-338.0207,357.4938,1,1,True,False
178.0131,6157.213,-304.562,-15304.99,617.8472,-280.4658,328.455,1,1,True,False
178.0463,6192.583,-308.0742,-15319.48,619.6127,-283.1348,313.7722,1,1,True,False
178.0463,6197.532,-323.2303,-15287.75,625.3882,-311.1275,242.2596,1,1,True,False
178.0796,6195.853,-321.771,-15263.89,620.927,-332.1229,182.2328,1,1,True,False
178.0796,6219.072,-304.2565,-15280.42,617.502,-357.3975,132.7901,1,1,True,False
178.1129,6232.551,-282.2327,-15228.12,614.879,-277.3203,198.727,1,1,True,False
178.1627,6217.547,-291.1365,-15253.93,621.7387,-250.8107,258.6622,1,1,True,False
178.196,6222.918,-297.0969,-15233.12,618.1179,-199.7326,300.2717,1,1,True,False
178.2292,6255.004,-314.0691,-15250.86,615.3438,-193.9264,288.415,1,1,True,False
178.2459,6309.732,-317.2642,-15278.11,617.6559,-218.071,241.4614,1,1,True,False
178.2625,6369.528,-266.6887,-15233.89,614.9944,-271.7192,25.38901,1,1,True,False
178.2958,6269.16,-296.9116,-15214.82,617.3932,-349.2008,156.406,1,1,True,False
178.3789,6347.773,-255.9783,-15197.29,614.7985,-146.7409,214.1273,1,1,True,False
178.4122,6358.343,-288.046,-15130,612.8174,-115.3782,266.253,1,1,True,False
178.4122,6372.226,-350.4396,-15061.31,620.1732,-125.6199,161.3605,1,1,True,False
178.4621,6415.248,-341.7325,-15130.16,616.9351,-108.3998,42.00513,1,1,True,False
178.4953,6406.303,-336.2093,-15147.91,618.8872,-273.7294,74.1367,1,1,True,False
178.4953,6432.97,-324.2729,-15103.2,615.9464,-327.5015,-94.67853,1,1,True,False
178.5286,6462.515,-317.4217,-15137.04,622.5598,-281.0474,36.11075,1,1,True,False
178.6117,6478.731,-325.5546,-15174.43,618.7483,-258.7773,0.7396469,1,1,True,False
178.6782,6428.254,-306.3635,-15168.99,620.2578,-195.5328,69.72966,1,1,True,False
178.7115,6422.148,-317.2517,-15222.71,616.9757,-113.5241,84.3909,1,1,True,False
178.7281,6440.101,-330.0917,-15207.49,614.4642,-235.292,92.84929,1,1,True,False
178.7281,6438.802,-310.0496,-15162.76,616.9797,-310.3283,72.42779,1,1,True,False
178.7614,6438.31,-292.5706,-15221.82,618.9069,-261.8832,121.8759,1,1,True,False
178.7946,6457.304,-321.4032,-15235.03,624.8101,-244.1918,139.6659,1,1,True,False
178.7946,6450.216,-333.5544,-15206.44,624.8815,-315.1732,123.7487,1,1,True,False
178.8279,6465.303,-335.117,-15168.06,616.057,-361.9312,97.28682,1,1,True,False
178.8445,6481.854,-330.7831,-15135.57,618.1679,-310.8288,107.119,1,1,True,False
178.8778,6505.055,-333.0222,-15126.48,624.2153,-293.4934,69.37701,1,1,True,False
178.9443,6504.522,-367.983,-15124.24,624.4002,-310.645,19.93769,1,1,True,False
178.9443,6498.034,-389.1417,-15125.02,620.0965,-309.5751,22.02175,1,1,True,False
179.0274,6487.032,-374.2065,-15195.66,612.3668,-257.7257,66.57987,1,1,True,False
179.0274,6475.951,-388.1743,-15196.66,619.7574,-269.5937,41.89581,1,1,True,False
179.0607,6463.752,-355.5602,-15191.96,620.9822,-266.2427,19.07783,1,1,True,False
179.0773,6448.533,-327.2429,-15203.94,617.4832,-217.7341,-34.95057,1,1,True,False
179.0773,6437.703,-305.6075,-15226.46,619.2381,-259.9441,-72.88277,1,1,True,False
179.1272,6462.401,-320.1556,-15229.28,611.718,-287.5923,-46.90887,1,1,True,False
179.1771,6500.965,-314.7339,-15238.08,619.2701,-220.1066,48.95869,1,1,True,False
179.2104,6496.895,-316.1872,-15161.69,607.3256,-215.3686,90.63795,1,1,True,False
179.227,6482.367,-356.1317,-15164.28,607.0683,-231.5389,-58.55722,1,1,True,False
179.2769,6477.609,-381.1384,-15169.71,611.3279,-152.3383,-124.2349,1,1,True,False
179.3101,6452.664,-352.5534,-15196.14,623.4656,-55.40913,-112.2577,1,1,True,False
179.3268,6452.215,-368.308,-15178.76,628.3125,-171.9435,-126.732,1,1,True,False
179.36,6435.085,-330.4603,-15212.05,631.9973,-228.6763,-144.8337,1,1,True,False
179.3933,6462.839,-310.3765,-15196.56,625.9226,-190.1768,-253.766,1,1,True,False
179.4265,6357.622,-336.0667,-15172.54,616.8226,-114.5745,-97.45732,1,1,True,False
179.4764,6353.577,-386.7701,-15220.72,614.2911,-255.5603,-144.1994,1,1,True,False
179.5429,6322.871,-395.5755,-15233.2,621.2262,-406.3883,-116.7294,1,1,True,False
179.5429,6332.749,-331.2961,-15223.87,617.6678,-305.4475,-57.17131,1,1,True,False
179.6261,6355.944,-356.3378,-15228.88,619.3769,-224.9666,-5.605255,1,1,True,False
179.6593,6370.441,-397.6441,-15235.99,625.1152,-307.9659,-23.98817,1,1,True,False
179.6593,6379.349,-400.3482,-15262.43,611.769,-383.0045,18.493,1,1,True,False
179.6926,6390.602,-376.8185,-15213.88,623.7234,-385.5862,10.54036,1,1,True,False
179.7757,6387.005,-375.3608,-15178.92,615.1401,-313.8665,-68.96503,1,1,True,False
179.7757,6362.079,-367.5465,-15248.62,613.0082,-380.9698,-60.99179,1,1,True,False
179.7757,6351.899,-361.5332,-15213.29,615.8206,-357.8576,41.35345,1,1,True,False
179.7924,6351.924,-359.1304,-15201.75,613.5491,-238.0427,5.502016,1,1,True,False
179.8256,6376.377,-353.9597,-15206.23,620.6836,-275.7331,-81.23821,1,1,True,False
179.9254,6357.436,-328.9574,-15195.29,617.2776,-343.3667,-36.4114,1,1,True,False
179.9254,6346.301,-320.9555,-15162.59,605.8094,-220.7912,1.581726,1,1,True,False
179.9919,6357.785,-375.8376,-15189.73,601.4888,-218.47,-38.86694,1,1,True,False
179.9919,6348.891,-395.6493,-15131.91,602.6496,-269.4514,27.4441,1,1,True,False
180.0252,6357.647,-432.8761,-15168.7,608.0026,-268.339,23.01573,1,1,True,False
180.0418,6410.913,-405.8082,-15247.9,616.5511,-173.0581,106.5141,1,1,True,False
180.0751,6391.782,-389.4061,-15204.31,623.0939,-213.3352,280.6842,1,1,True,False
180.0751,6347.177,-351.305,-15116.66,619.2229,-141.5544,150.5519,1,1,True,False
180.1083,6355.185,-386.4152,-15174.93,620.6821,-6.290833,15.41696,1,1,True,False
180.1083,6368.004,-409.9218,-15167.55,617.3571,6.674094,-61.44952,1,1,True,False
180.1582,6381.151,-477.6653,-15171.94,614.8087,-109.1749,-82.71743,1,1,True,False
180.2247,6401.166,-471.6687,-15157.64,612.861,-158.5619,-106.2405,1,1,True,False
180.2247,6409.774,-491.2162,-15176.69,611.3777,-261.8904,-97.10582,1,1,True,False
180.2912,6416.28,-483.7612,-15169.16,614.6844,-348.939,-137.7795,1,1,True,False
180.3245,6356.912,-434.6148,-15229.92,612.7878,-240.5329,-98.80395,1,1,True,False
180.3245,6352.492,-399.0953,-15296.29,611.3425,-107.6475,27.63527,1,1,True,False
180.3744,6367.999,-426.1669,-15253.82,619.1085,-265.9673,113.8294,1,1,True,False
180.3744,6374.35,-465.6509,-15254.4,625.0458,-366.3177,91.18516,1,1,True,False
180.4077,6342.657,-464.6982,-15236.99,616.2759,-324.0078,121.5343,1,1,True,False
180.4409,6351.701,-449.4121,-15202.54,618.4227,-284.4711,78.29662,1,1,True,False
180.4742,6357.568,-425.4113,-15146.26,624.4923,-276.7975,102.6297,1,1,True,False
180.4908,6366.527,-403.6636,-15142.09,624.6888,-220.7075,72.85743,1,1,True,False
180.5407,6366.75,-420.2527,-15167.84,620.3892,-180.3042,22.23396,1,1,True,False
180.5906,6366.931,-448.4315,-15203.15,621.5203,-204.6258,25.01028,1,1,True,False
180.6072,6326.089,-459.9399,-15189.18,622.3765,-297.274,27.12552,1,1,True,False
180.6238,6327.048,-448.6917,-15171.86,618.5894,-252.8572,-15.5821,1,1,True,False
180.6737,6347.821,-464.3644,-15171.95,615.6877,-191.1206,-50.41149,1,1,True,False
180.707,6369.308,-478.4619,-15218.61,622.3336,-218.4657,-47.28127,1,1,True,False
180.707,6403.474,-484.6794,-15196.67,622.9802,-334.1664,-107.327,1,1,True,False
180.7402,6390.77,-492.6113,-15125.6,619.0322,-413.1094,-157.1752,1,1,True,False
180.8234,6377.663,-497.4144,-15133.38,611.5762,-309.4708,-203.5437,1,1,True,False
180.8234,6368.713,-521.9754,-15194.86,614.7456,-205.0516,-182.0756,1,1,True,False
180.8566,6344.135,-538.3519,-15286.25,612.7488,-231.2886,-156.6553,1,1,True,False
180.8899,6358.609,-557.2972,-15302.81,624.5254,-331.1891,-196.4213,1,1,True,False
180.9231,6402.948,-517.2483,-15370.63,620.2323,-324.9598,-60.58484,1,1,True,False
180.9398,6392.5,-520.7627,-15285.89,630.2332,-393.4166,46.24086,1,1,True,False
180.973,6364.503,-472.3329,-15221.94,633.4305,-353.0129,-20.06478,1,1,True,False
181.0063,6343.081,-417.488,-15258.26,631.4125,-201.1198,-98.57025,1,1,True,False
181.0395,6344.466,-397.7444,-15288.17,625.4078,-233.4289,-194.5369,1,1,True,False
181.0728,6346.692,-397.1646,-15293.19,629.66,-302.007,-69.62984,1,1,True,False
181.1227,6347.337,-411.2523,-15280.24,624.0316,-285.7466,-8.557133,1,1,True,False
181.1559,6354.522,-460.9018,-15246.94,624.1459,-315.3496,3.766932,1,1,True,False
181.1559,6386.636,-491.1302,-15250.19,619.7952,-376.4018,35.7925,1,1,True,False
181.2391,6330.303,-462.1056,-15255.96,616.4673,-329.8437,25.50515,1,1,True,False
181.2391,6314.948,-452.0388,-15192.74,618.3618,-287.1453,-8.283547,1,1,True,False
181.2723,6370.883,-437.6807,-15189.84,615.3873,-279.083,-8.188299,1,1,True,False
181.289,6380.454,-405.6695,-15207.66,613.1227,-234.9707,22.84033,1,1,True,False
181.289,6366.689,-433.3309,-15209.17,611.4063,-135.3874,-37.72747,1,1,True,False
181.3721,6380.512,-445.6825,-15260.21,618.9751,-290.7296,-86.85528,1,1,True,False
181.3887,6354.496,-420.8008,-15311.4,615.9095,-340.6642,-20.20459,1,1,True,False
181.422,6356.754,-381.8699,-15259.56,618.0023,-302.2948,88.68053,1,1,True,False
181.4552,6340.773,-412.0329,-15145.57,610.7455,-272.5737,17.5027,1,1,True,False
181.4885,6336.345,-397.5337,-15151.56,618.503,-237.0857,-71.72036,1,1,True,False
181.5384,6358.493,-416.4435,-15250.49,615.5812,-269.5504,-129.6768,1,1,True,False
181.5384,6349.977,-434.2967,-15224.26,613.3516,-307.1588,-74.10578,1,1,True,False
181.5716,6371.175,-436.894,-15208.61,611.657,-213.1868,-105.9555,1,1,True,False
181.6382,6375.193,-438.8816,-15239.88,614.8065,-342.1709,-117.71,1,1,True,False
181.6548,6315.089,-399.4089,-15236.08,617.2256,-356.851,24.13948,1,1,True,False
181.688,6280.255,-425.7712,-15170.01,619.0792,-202.0058,19.04384,1,1,True,False
181.7213,6316.914,-451.5164,-15201.53,624.9266,-300.758,-60.04986,1,1,True,False
181.7545,6316.269,-484.4815,-15241.23,616.0933,-410.1019,29.27658,1,1,True,False
181.7545,6321.399,-465.293,-15186.27,618.1973,-296.0449,-86.93416,1,1,True,False
181.8044,6316.533,-474.9067,-15270.57,615.3768,-252.7208,-164.7113,1,1,True,False
181.8377,6305.128,-513.2018,-15277.4,626.5174,-307.4194,-21.78578,1,1,True,False
181.871,6308.68,-526.8441,-15250.37,621.7336,-280.2847,-91.58782,1,1,True,False
181.9042,6343.611,-476.1668,-15313.81,631.3566,-388.0246,-82.88103,1,1,True,False
181.9375,6362.6,-451.7023,-15213.74,634.2634,-381.6509,-21.56523,1,1,True,False
181.9541,6359.367,-462.8797,-15220.24,632.0224,-309.255,-6.526434,1,1,True,False
181.9541,6351.315,-460.3327,-15296.15,621.4158,-294.7782,-81.23654,1,1,True,False
182.0206,6355.104,-428.4518,-15288.76,613.293,-256.279,-23.14064,1,1,True,False
182.0539,6325.854,-430.6849,-15286.29,615.9539,-217.479,13.25789,1,1,True,False
182.0871,6365.542,-452.3838,-15255.49,622.4331,-186.5671,-34.89374,1,1,True,False
182.137,6340.489,-420.2493,-15230.75,618.5264,-303.5576,-90.888,1,1,True,False
182.137,6314.672,-413.4398,-15260.59,628.833,-355.425,-125.0583,1,1,True,False
182.2035,6292.761,-453.7289,-15227.99,632.273,-309.1177,-72.37494,1,1,True,False
182.2035,6282.75,-524.4419,-15247.38,634.8795,-228.7466,6.795098,1,1,True,False
182.2534,6276.332,-535.1979,-15296.55,627.9807,-295.0273,1.920838,1,1,True,False
182.2867,6288.179,-505.5687,-15274.25,627.1155,-292.5838,-7.188278,1,1,True,False
182.3199,6290.712,-513.7823,-15264.85,635.3043,-139.4846,13.44525,1,1,True,False
182.3532,6296.073,-512.1859,-15300.82,632.682,-198.196,2.525929,1,1,True,False
182.3532,6284.747,-523.0294,-15311.62,635.0833,-363.5405,-42.76724,1,1,True,False
182.4031,6267.313,-491.3123,-15213.39,641.3265,-276.6806,-0.7171919,1,1,True,False
182.4696,6256.317,-483.5879,-15226.89,637.2047,-131.5252,-18.45637,1,1,True,False
182.5028,6267.993,-480.9623,-15262.77,629.5894,-260.018,-95.49961,1,1,True,False
182.5195,6248.25,-487.788,-15292.43,628.1814,-368.1244,-77.9061,1,1,True,False
182.5361,6270.958,-504.0515,-15270.73,627.0988,-278.9596,-59.35307,1,1,True,False
182.586,6262.961,-477.6538,-15255.18,621.8371,-311.767,-61.16308,1,1,True,False
182.586,6266.919,-479.587,-15221.11,613.3879,-278.9202,-107.0893,1,1,True,False
182.6192,6265.614,-458.8968,-15260.46,615.8113,-262.9073,-125.7595,1,1,True,False
182.6359,6287.97,-446.4133,-15342.65,613.2586,-273.3927,-38.77696,1,1,True,False
182.6858,6304.015,-445.7805,-15325.59,611.3317,-310.5108,-81.32,1,1,True,False
182.7356,6286.384,-452.004,-15351.15,609.8871,-339.4067,-145.1143,1,1,True,False
182.7689,6243.009,-453.4889,-15342.81,617.676,-314.0301,-188.4758,1,1,True,False
182.8022,6265.326,-450.2318,-15310.77,614.7896,-303.1097,-128.5847,1,1,True,False
182.8521,6283.598,-473.2601,-15240.71,621.4603,-353.1397,-124.3918,1,1,True,False
182.8521,6286.539,-464.2912,-15228.14,617.7071,-355.8364,-190.8373,1,1,True,False
182.8853,6278.842,-449.6769,-15225.26,610.4124,-259.7017,-158.8968,1,1,True,False
182.9186,6309.543,-448.4991,-15277.44,613.7164,-255.9619,-89.10277,1,1,True,False
182.9684,6298.672,-419.9446,-15198.83,625.1264,-329.066,-4.348696,1,1,True,False
182.9851,6229.409,-400.4042,-15183.12,629.4214,-260.872,-28.81592,1,1,True,False
183.035,6220.842,-401.0999,-15201.19,637.1213,-157.4921,-144.5997,1,1,True,False
183.0682,6218.881,-366.3212,-15260.58,634.1175,-141.516,-176.5915,1,1,True,False
183.0682,6219.758,-367.5999,-15255.08,636.2207,-262.8309,-123.3091,1,1,True,False
183.1181,6229.443,-411.9818,-15239.8,633.3685,-216.9957,-42.26047,1,1,True,False
183.1514,6243.626,-392.8722,-15234.78,626.7305,-191.7278,-50.65273,1,1,True,False
183.1846,6268.967,-377.255,-15190,626.0732,-239.0358,-150.7676,1,1,True,False
183.2179,6240.75,-386.4984,-15241.16,629.9973,-305.5113,-181.0114,1,1,True,False
183.2179,6235.842,-409.2078,-15302.51,628.5576,-282.9221,-194.25,1,1,True,False
183.2844,6241.035,-426.6581,-15321.67,636.3087,-275.0038,-131.304,1,1,True,False
183.301,6217.387,-436.7133,-15350.57,637.7857,-311.0204,-160.2946,1,1,True,False
183.3343,6185.002,-424.464,-15292.72,638.8878,-281.7213,-141.9119,1,1,True,False
183.3509,6173.692,-443.9094,-15267.18,635.2706,-280.5858,-118.0492,1,1,True,False
183.3842,6176.319,-446.587,-15319.63,628.0501,-280.525,-203.8793,1,1,True,False
183.4341,6170.768,-450.8222,-15293.18,626.9513,-284.3348,-65.80567,1,1,True,False
183.4341,6144.555,-460.6728,-15256.25,621.6801,-186.1358,-62.38527,1,1,True,False
183.4673,6152.425,-475.9098,-15280.07,626.5201,-107.551,-103.0798,1,1,True,False
183.5338,6123.214,-489.6991,-15313.79,621.3652,-189.2824,-102.9502,1,1,True,False
183.5505,6100.01,-430.3452,-15320.67,617.4318,-378.3194,-179.019,1,1,True,False
183.617,6054.859,-393.7876,-15309.2,614.4423,-392.8817,-110.2459,1,1,True,False
183.617,6059.46,-398.0343,-15314.73,616.6125,-280.4778,-153.9642,1,1,True,False
183.6336,6071.105,-415.7835,-15354.32,618.2957,-309.0422,-152.9917,1,1,True,False
183.6503,6034.922,-448.2552,-15331.29,619.6006,-415.5681,-147.7186,1,1,True,False
183.7334,6019.789,-447.6078,-15348.98,616.1808,-350.5636,-143.3248,1,1,True,False
183.7667,5994.203,-478.1026,-15347.97,622.4445,-317.5167,-76.75109,1,1,True,False
183.8332,6002.747,-459.2568,-15382.51,636.1066,-318.7207,-115.6055,1,0,True,False
183.8498,6001.929,-461.3951,-15403.2,646.5386,-321.7803,-125.4152,1,0,True,False
183.8831,6010.541,-446.3643,-15365.61,636.7494,-363.9232,-176.938,1,0,True,False
183.8831,5991.99,-450.352,-15371.02,629.2278,-302.9597,-323.9781,1,0,True,False
183.9496,5983.683,-397.9939,-15420.43,619.0306,-305.002,-215.3499,1,0,True,False
184.0327,5957.742,-405.6435,-15341.69,624.5343,-378.8246,-165.207,1,0,True,False
184.0327,5938.279,-428.1982,-15345.58,615.4587,-158.1995,-245.5544,1,0,True,False
184.0327,6011.318,-463.2154,-15401.67,612.9659,-144.9733,-151.4488,1,0,True,False
184.0494,5998.787,-447.8691,-15389.03,611.0869,-352.3245,-85.74279,1,0,True,False
184.1491,5932.939,-449.39,-15343.75,627.4055,-404.5797,-200.6326,1,0,True,False
184.199,5920.572,-427.266,-15386.58,626.5989,-246.0156,-260.4881,1,0,True,False
184.199,5893.773,-445.8049,-15439.18,625.9756,-271.2247,-243.4509,1,0,True,False
184.2323,5912.463,-450.0134,-15468.12,629.9257,-355.6583,-268.6806,1,0,True,False
184.2655,5920.495,-438.8089,-15416.85,619.6436,-276.4153,-199.1055,1,0,True,False
184.3154,5914.788,-430.2323,-15377.43,620.645,-62.34933,-266.2173,1,0,True,False
184.3487,5928.467,-458.0301,-15402.56,634.7146,-134.9499,-375.7981,1,0,True,False
184.3487,5868.314,-459.3297,-15391.77,632.1691,-390.2894,-410.4703,1,0,True,False
184.3819,5827.088,-452.5251,-15416.65,625.7713,-418.7957,-243.1616,1,0,True,False
184.3819,5833.663,-446.1806,-15423.37,625.3025,-162.7841,-327.6355,1,0,True,False
184.4152,5849.102,-456.8221,-15463.81,624.9434,-196.6433,-269.0391,1,0,True,False
184.4651,5812.554,-454.9654,-15490.11,629.1005,-350.9943,-284.6696,1,0,True,False
184.4983,5791.655,-482.3184,-15460.1,632.2744,-406.4081,-355.7221,1,0,True,False
184.4983,5761.717,-449.9961,-15483.45,630.2571,-426.1027,-274.3556,1,0,True,False
184.5648,5739.303,-444.07,-15437.93,641.9958,-376.0436,-295.5633,1,0,True,False
184.5981,5696.087,-417.3812,-15431.76,633.2213,-326.7175,-252.9156,1,0,True,False
184.5981,5717.888,-415.8463,-15380.4,626.4879,-250.9393,-316.3008,1,0,True,False
184.6314,5728.456,-414.7389,-15419.76,625.7653,-194.6947,-263.8153,1,0,True,False
184.648,5737.016,-442.7606,-15458.68,629.6469,-321.0896,-315.2257,1,0,True,False
184.6813,5683.062,-450.9194,-15434.05,623.7507,-314.2198,-286.8236,1,0,True,False
184.7145,5641.167,-485.9467,-15425.06,632.5382,-271.7984,-318.1383,1,0,True,False
184.7311,5656.214,-460.5955,-15481.26,634.8226,-311.6546,-275.4668,1,0,True,False
184.7311,5640.566,-428.9596,-15504.16,627.6918,-333.8198,-216.1368,1,0,True,False
184.781,5599.21,-434.6855,-15508.16,626.6634,-243.5173,-176.8765,1,0,True,False
184.8309,5611.352,-477.8659,-15519.85,634.7411,-232.3816,-241.1431,1,0,True,False
184.8642,5595.71,-492.0153,-15523.01,636.4784,-333.6729,-300.3247,1,0,True,False
184.9141,5563.233,-462.8584,-15565.07,628.9265,-365.1537,-329.4387,1,0,True,False
184.9307,5512.373,-429.4203,-15571.47,627.5744,-288.2754,-185.6377,1,0,True,False
184.9639,5500.7,-451.4993,-15548.34,630.973,-211.7048,-122.211,1,0,True,False
184.9806,5502.404,-490.5528,-15515.98,624.707,-207.281,-137.9166,1,0,True,False
185.0305,5518.741,-468.2884,-15523.17,624.35,-287.7327,-182.8641,1,0,True,False
185.0471,5512.974,-463.3844,-15573.92,632.9489,-313.0512,-225.9871,1,0,True,False
185.097,5481.402,-399.7797,-15594.78,626.2282,-271.9995,-286.1596,1,0,True,False
185.1302,5502.125,-415.455,-15693.51,634.3813,-161.3969,-208.3048,1,0,True,False
185.1635,5511.848,-390.9803,-15620.14,636.1786,-211.8834,-128.8119,1,0,True,False
185.1967,5467.677,-464.322,-15504.91,624.2435,-295.2923,-247.6554,1,0,True,False
185.23,5454.328,-473.9039,-15506.38,623.9789,-224.5151,-348.8508,1,0,True,False
185.23,5408.082,-455.6934,-15541.81,628.2191,-167.6778,-240.4908,1,0,True,False
185.2633,5404.304,-481.6099,-15561.07,631.4667,-180.0788,-255.5469,1,0,True,False
185.3132,5404.215,-489.187,-15499.21,633.9465,-154.0579,-242.1008,1,0,True,False
185.363,5425.751,-520.3737,-15553.76,635.8329,-162.6432,-350.049,1,0,True,False
185.363,5429.421,-520.8258,-15574.35,632.8299,-275.2379,-365.9664,1,0,True,False
185.3797,5366.202,-523.2322,-15567.79,630.5224,-352.5343,-347.6738,1,0,True,False
185.4462,5310.604,-513.8442,-15585.88,633.1846,-318.706,-331.4957,1,0,True,False
185.4961,5265.375,-517.6122,-15589.58,626.3522,-250.5656,-260.2129,1,0,True,False
185.5293,5278.007,-515.9423,-15585.58,629.9913,-318.3389,-231.9403,1,0,True,False
185.5293,5308.283,-482.4243,-15613.37,628.3458,-403.8863,-256.8852,1,0,True,False
185.5626,5296.572,-454.517,-15651.05,631.5201,-323.9369,-223.6438,1,0,True,False
185.5958,5260.461,-447.5906,-15634.19,625.0837,-224.3788,-180.8242,1,0,True,False
185.6125,5262.222,-439.0187,-15625.46,620.1664,-129.9903,-234.6246,1,0,True,False
185.6457,5271.895,-465.7615,-15642.95,625.2857,-177.4224,-237.3637,1,0,True,False
185.7122,5247.689,-459.6557,-15645.03,624.783,-211.7326,-206.2587,1,0,True,False
185.7455,5216.404,-478.2634,-15614.26,624.4073,-193.8058,-168.975,1,0,True,False
185.7621,5209.655,-482.5145,-15602.75,619.6982,-177.1835,-162.4929,1,0,True,False
185.7954,5195.087,-497.9205,-15590.51,624.9753,-179.5927,-193.1711,1,0,True,False
185.8286,5177.859,-516.294,-15608.75,624.5915,-243.0865,-223.6932,1,0,True,False
185.8286,5160.82,-477.0785,-15621.51,633.1673,-176.4973,-206.6586,1,0,True,False
185.8619,5161.657,-458.1192,-15648.86,626.4265,-119.5809,-120.5685,1,0,True,False
185.8951,5116.326,-481.303,-15637.49,621.2684,-130.8493,-167.6381,1,0,True,False
185.945,5102.189,-510.1112,-15644.13,621.7653,-162.1573,-169.2025,1,0,True,False
185.9783,5067.624,-533.1885,-15697.8,626.5904,-225.0616,-129.5422,1,0,True,False
186.0116,5072.854,-541.8575,-15677.69,625.8547,-227.5305,-145.0891,1,0,True,False
186.0614,5081.917,-522.8643,-15643.24,620.863,-164.8858,-220.8607,1,0,True,False
186.0947,5080.565,-572.476,-15671.01,630.3489,-170.2372,-241.7464,1,0,True,False
186.1113,5061.24,-604.7141,-15640.04,633.1722,-168.3648,-200.6172,1,0,True,False
186.1445,5055.863,-613.6141,-15660.53,639.7502,-213.0255,-175.25,1,0,True,False
186.1778,5067.796,-634.5492,-15683.83,640.3257,-245.2911,-139.3001,1,0,True,False
186.2111,5013.161,-627.0001,-15761.31,640.7369,-266.8809,-211.3701,1,0,True,False
186.261,5038.381,-591.0294,-15856.83,649.8853,-359.457,-55.7841,1,0,True,False
186.2942,5010.547,-584.3564,-15731.1,647.9786,-475.7089,94.55941,1,0,True,False
186.3275,5020.785,-563.5848,-15709.92,642.0458,-450.0305,-80.43498,1,0,True,False
186.3275,4975.926,-543.154,-15758.89,646.3401,-404.672,-61.51628,1,0,True,False
186.3774,5003.063,-552.9485,-15770.63,649.5941,-290.3741,-298.4997,1,0,True,False
186.4106,4975.561,-570.3563,-15710.63,647.6146,-279.2279,-162.2667,1,0,True,False
186.4439,4999.315,-560.3214,-15703.33,646.0657,-89.52982,-133.5981,1,0,True,False
186.4772,5017.92,-570.2919,-15695.42,635.9899,-142.4376,-216.1602,1,0,True,False
186.5104,5019.222,-578.9438,-15666.01,641.5664,-229.4665,-203.3939,1,0,True,False
186.5603,5000.604,-568.8456,-15681.15,645.8212,-258.2068,-246.7302,1,0,True,False
186.5936,4957.899,-551.0671,-15702.66,635.761,-261.3547,-309.6608,1,0,True,False
186.6268,4972.162,-546.2872,-15734.55,632.4899,-277.8579,-230.9766,1,0,True,False
186.6434,4962.412,-542.6107,-15728.89,638.8563,-260.2374,-244.5752,1,0,True,False
186.6767,4938.707,-530.9263,-15734.38,639.2927,-307.9283,-214.7036,1,0,True,False
186.71,4917.647,-520.893,-15695.24,639.6191,-316.6143,-166.5803,1,0,True,False
186.71,4900.854,-537.6262,-15698.45,644.2923,-306.7766,-130.6324,1,0,True,False
186.7428,4901.747,-550.4404,-15717.48,638.9893,-278.3556,-146.739,1,0,True,False
186.8259,4895.103,-552.4688,-15765.19,639.355,-293.1085,-157.7908,1,0,True,False
186.8259,4869.389,-571.7148,-15756.09,639.6295,-247.5542,-73.5462,1,0,True,False
186.8592,4856.805,-570.8661,-15741.21,639.8336,-176.7066,-100.9793,0,0,True,False
186.9257,4864.249,-576.7933,-15798.37,653.2773,-163.097,-78.69115,0,0,True,False
186.9423,4836.025,-580.1441,-15794.25,650.2399,-196.3816,-66.56367,0,0,True,False
186.9756,4802.692,-593.7044,-15739.91,656.748,-179.3496,-61.67826,0,0,True,False
186.9756,4805.38,-603.9765,-15764.68,643.9642,-202.7546,-91.69281,0,0,True,False
