Time,Ax,Ay,Az,Gx,Gy,Gz,Breathing,Ground Truth,Audio,Scent
9.110337,-1879.099,3361.696,-15899.66,-273.4323,-1006.75,-862.0692,0,0,True,False
9.110337,-2073.474,3367.189,-15754,-273.2292,-244.593,-1425.848,0,0,True,False
9.14355,-2289.154,3376.895,-15804.89,-268.6321,-259.9807,-958.9462,0,0,True,False
9.160171,-2288.159,3405.376,-15807.84,-265.1133,-487.5513,-156.6529,0,0,True,False
9.210027,-2388.425,3463.737,-15934.66,-262.4285,-260.4445,-193.7697,0,0,True,False
9.210027,-2231.602,3909.368,-16296.7,-269.2505,-457.7993,-592.6692,0,0,True,False
9.376184,-2768.045,3845.163,-16066.94,-265.61,-179.481,-1909.584,0,0,True,False
9.376184,-2263.322,3637.894,-16044.88,-262.8294,1335.693,-3210.399,0,0,True,False
9.392802,-2831.658,3497.82,-16246.16,-260.7136,2023.875,-3341.387,0,0,True,False
9.426035,-3064.972,3530.354,-16342.15,-263.5423,1542.7,-2641.777,0,0,True,False
9.442445,-3270.719,3326.127,-16318.53,-256.8556,282.0485,-1221.795,0,0,True,False
9.525731,-3595.78,3209.24,-15773.6,-256.192,79.02039,1186.786,0,0,True,False
9.525731,-3268.322,3173.928,-15682.74,-260.1404,-173.5383,1416.972,0,0,True,False
9.558969,-3221.062,3208.922,-15376.97,-267.6095,-738.918,1509.613,0,0,True,False
9.575583,-3393.097,3456.083,-15363.74,-268.8933,-956.4175,1622.189,0,0,True,False
9.60882,-3286.379,3784.247,-15309.68,-269.8695,-1476.762,2102.332,0,0,True,False
9.60882,-2848.139,4054.049,-15139.1,-270.6082,-2881.987,2192.011,0,0,True,False
9.642055,-2725.574,4207.703,-14960.5,-275.595,-3525.286,1716.408,0,0,True,False
9.67529,-2808.561,4396.24,-15071.86,-266.0984,-3240.271,1275.538,0,0,True,False
9.67529,-2825.048,4559.098,-15259.73,-258.8293,-3089.932,1332.264,0,0,True,False
9.708526,-2666.595,4667.707,-15476.84,-257.7142,-3138.11,1341.594,0,0,True,False
9.708526,-2794.513,4816.652,-15622.69,-261.3127,-2221.238,482.821,0,0,True,False
9.791601,-2596.424,4731.525,-15772.31,-264.0794,-1625.562,-706.1104,0,0,True,False
9.824841,-2508.186,4710.154,-15851.33,-266.2021,-944.4813,-945.7778,0,0,True,False
9.824841,-2387.997,4810.918,-15954.77,-258.9638,-1193.654,-465.9018,0,0,True,False
9.858079,-2379.92,4853.332,-15762.05,-253.4377,-1336.924,-408.4578,0,0,True,False
9.858079,-2082.173,5078.211,-15612.26,-249.2348,-1589.3,-547.0024,0,0,True,False
9.891311,-2068.505,5261.842,-15317.32,-259.3471,-2035.69,-944.188,0,0,True,False
9.924546,-2193.705,5596.404,-15181.14,-253.8071,-2308.91,-1285.412,0,0,True,False
9.957782,-2109.186,5764.537,-15113.6,-249.5884,-2895.157,-673.8698,0,0,True,False
10.00763,-2248.683,5842.716,-14999,-241.959,-2874.017,-752.9574,0,0,True,False
10.00763,-2241.417,5890.829,-15164.3,-249.4592,-2810.686,-1092.099,0,0,True,False
10.05748,-2318.981,5834.052,-14970.7,-241.9362,-2717.325,-1449.064,0,0,True,False
10.09072,-2441.37,5832.465,-14776.31,-240.6513,-1878.244,-1878.492,0,0,True,False
10.12377,-2501.421,6021.783,-14734.58,-248.5746,-1103.141,-2131.567,0,0,True,False
10.15719,-2539.1,6353.688,-14917.19,-241.3713,-594.9189,-1906.903,0,0,True,False
10.20704,-2079.911,6743.224,-14611.89,-240.3261,-536.7263,-1185.095,0,0,True,False
10.22366,-2124.317,6753.015,-14562.89,-248.4279,-174.2215,-1318.068,0,0,True,False
10.27351,-2195.26,6732.619,-14596.04,-254.6495,18.16059,-1448.104,0,0,True,False
10.27351,-2526.727,6593.036,-14580.01,-259.4156,-122.1723,-1654.607,0,0,True,False
10.30674,-2745.584,6535.583,-14508.54,-254.1934,-343.6414,-1433.78,0,0,True,False
10.3566,-2991.833,6439.442,-14453.4,-250.1986,-251.276,-1191.048,0,0,True,False
10.37321,-3136.675,6453.681,-14337.69,-242.7216,-324.9898,-911.1615,0,0,True,False
10.42306,-3142.685,6630.116,-14114.84,-245.889,-25.66576,-788.2726,0,0,True,False
10.4563,-3040.267,6713.353,-14141.61,-248.3352,-137.0068,-796.9799,0,0,True,False
10.48953,-3050.142,6797.212,-14259.6,-254.6533,-24.81733,-1152.636,0,0,True,False
10.53938,-3071.833,6936.915,-14552.28,-241.7644,32.39424,-1248.556,0,0,True,False
10.53938,-3109.243,7043.888,-14707.62,-236.3554,-83.21487,-1121.599,0,0,True,False
10.57262,-3210.743,7164.506,-14764.02,-241.1163,-114.7225,-654.0156,0,0,True,False
10.60585,-3147.345,7223.466,-14784.37,-240.357,-114.8832,34.46276,0,0,True,False
10.63909,-3055.408,7001.522,-14722.77,-244.2338,-158.7946,322.7222,0,0,True,False
10.68894,-3080.385,7084.77,-14686.06,-238.3559,-449.5367,622.7396,0,0,True,False
10.68894,-2966.672,7082.607,-14615.29,-238.3157,-946.7812,874.4218,0,0,True,False
10.75541,-2819.097,7093.86,-14476.49,-225.0189,-957.0102,1109.725,0,0,True,False
10.78863,-2649.308,7215.205,-14344.59,-219.3266,-945.5117,1137.712,0,0,True,False
10.78863,-2512.779,7266.712,-14196.09,-228.3297,-1129.853,1027.609,0,0,True,False
10.83849,-2188.228,7348.962,-14180.29,-230.835,-1413.885,980.9106,0,0,True,False
10.87172,-1865.579,7428.114,-14001.27,-237.2191,-2105.408,1160.587,0,0,True,False
10.90495,-1838.655,7345.331,-13966.82,-242.1248,-2539.914,1393.145,0,0,True,False
10.93818,-1689.166,7349.384,-14095.12,-237.0234,-3060.358,1827.013,0,0,True,False
10.93818,-1505.903,7237.261,-13978.72,-233.134,-2845.473,2421.677,0,0,True,False
11.02126,-1139.79,7276.967,-14154.85,-234.6121,-2379.627,2862.182,0,0,True,False
11.0545,-995.5482,7340.987,-14397.14,-235.7639,-1956.707,3142.651,0,0,True,False
11.07112,-761.0256,7515.524,-14690.56,-232.2309,-1957.486,2731.138,0,0,True,False
11.10435,-401.2493,7601.554,-14747.69,-229.5493,-2268.654,2154.767,0,0,True,False
11.13758,-205.4421,7828,-14812.08,-231.9561,-2398.913,1541.072,0,0,True,False
11.17082,-6.903293,8070.712,-14719.05,-229.3891,-2313.196,1107.623,0,0,True,False
11.17082,343.0635,8284.462,-14491.35,-227.45,-2239.969,914.6951,0,0,True,False
11.20401,530.354,8385.969,-14259.68,-225.9946,-1843.144,520.9247,0,0,True,False
11.28712,661.6207,8628.584,-14233.76,-224.9116,-1521.954,52.98156,0,0,True,False
11.28712,593.7839,9007.665,-14382.02,-232.9769,-962.3124,-285.6719,0,0,True,False
11.32036,627.6493,9346.539,-14569.1,-234.7324,-77.12251,-377.8319,0,0,True,False
11.33698,501.4093,9276.313,-14601.53,-240.5142,150.2367,41.20604,0,0,True,False
11.3536,545.6069,9246.685,-14256.24,-236.0712,421.9123,305.494,0,0,True,False
11.40344,729.303,9015.83,-14258.44,-237.1037,1121.742,354.4875,0,0,True,False
11.437,914.3645,8629.473,-14218.7,-229.0324,1568.873,893.1934,0,0,True,False
11.47023,1129.076,8275.824,-14222.23,-240.597,1892.667,1591.481,0,0,True,False
11.47023,1606.628,7908.314,-14221.18,-245.0119,1716.705,2071.083,0,0,True,False
11.52008,2051.928,7645.249,-14188.9,-235.0799,1811.1,1834.979,0,0,True,False
11.61993,2251.338,7554.756,-14301.12,-240.7746,1549.019,973.2382,0,0,True,False
11.63658,2301.126,7500.229,-14496,-222.9708,1408.209,286.8684,0,0,True,False
11.63658,2514.655,7537.604,-14670.59,-218.2358,1473.861,237.7198,0,0,True,False
11.6532,2687.229,7565.469,-14737.29,-214.6542,1697.132,325.9208,0,0,True,False
11.68646,2907.048,7477.402,-14736.76,-211.9619,2209.737,72.56737,0,0,True,False
11.70309,3072.041,7284.144,-14775.63,-209.9541,2708.619,-860.7903,0,0,True,False
11.73635,3197.247,6856.79,-14839.07,-212.9035,3281.138,-2054.571,0,0,True,False
11.76961,2986.309,6397.384,-14909.02,-215.2072,3568.665,-2711.477,0,0,True,False
11.85275,2706.073,5972.03,-15066.92,-212.5773,3646.84,-2249.309,0,0,True,False
11.85275,2501.159,5578.032,-15187.71,-210.6051,3207.691,-921.5368,0,0,True,False
11.8694,2307.034,5320.663,-15249.95,-213.5702,2192.759,301.985,0,0,True,False
11.91929,2456.41,5111.774,-15271.72,-211.4438,1252.055,700.9631,0,0,True,False
11.95255,2965.012,5089.791,-15635.87,-218.7155,929.7653,1036.535,0,0,True,False
11.96918,3377.651,5215.123,-15961.18,-219.8705,578.0294,1615.303,0,0,True,False
12.0357,3782.549,5037.262,-15999.09,-220.7693,157.7769,1504.976,0,0,True,False
12.06897,4148.722,4687.256,-15979.86,-225.9002,994.6086,2086.329,0,0,True,False
12.08559,3952.956,4254.769,-15842.87,-225.3964,1968.797,2587.347,0,0,True,False
12.10223,3860.593,4050.118,-15986.17,-225.0106,2751.739,3642.945,0,0,True,False
12.11886,4198.004,3866.102,-16289.6,-220.2848,2948.668,4924.881,0,0,True,False
12.13549,4831.846,3606.046,-16290.75,-216.6783,3823.302,7071.255,0,0,True,False
12.18538,5895.307,4005.906,-16479.37,-209.5056,4088.664,9711.306,0,0,True,False
12.21865,7047.398,4798.98,-16250.69,-217.343,3743.773,9818.96,0,0,True,False
12.25191,7501.837,5350.364,-15389.7,-210.0656,2985.7,7399.076,0,0,True,False
12.25191,6514.337,5175.717,-14179.65,-213.3875,466.2883,3535.348,0,0,True,False
12.3018,5894.694,4774.508,-13690.06,-224.8156,-433.8832,-1160.679,0,0,True,False
12.33506,6512.492,4353.556,-14057.79,-224.6972,-1421.596,-2114.622,0,0,True,False
12.38494,6359.599,4283.92,-14002.98,-224.6008,-1930.05,-3160.997,0,0,True,False
12.45146,6246.621,4152.025,-14067.75,-220.0907,-2668.098,-5076.915,0,0,True,False
12.45146,6671.131,4342.59,-14568.31,-216.6431,-1862.692,-4961.984,0,0,True,False
12.48472,5621.052,4895.731,-14584.77,-214.017,-1078.194,-4222.12,0,0,True,False
12.51799,4205.833,5697.327,-14830.91,-207.5942,-1447.16,-6644.382,0,0,True,False
12.51799,2891.271,6298.34,-15365.27,-207.1409,-1199.004,-8425.271,0,0,True,False
12.55066,1831.966,6197.118,-15367.94,-211.2576,547.468,-8281.361,0,0,True,False
12.60055,1444.62,5547.468,-15259.33,-214.4307,1945.709,-5379.258,0,0,True,False
12.63373,1675.458,4765.338,-15500.1,-203.5789,2027.404,-3419.101,0,0,True,False
12.66696,2199.308,4191.596,-15918.11,-204.1696,1544.427,-2833.822,0,0,True,False
12.70018,1863.68,3656.815,-16483.09,-195.7934,1460.173,-2351.682,0,0,True,False
12.71679,1197.371,2522.621,-16219.96,-207.1565,4425.024,-1771.547,0,0,True,False
12.75002,444.2887,1638.699,-16018.17,-207.0168,10848.69,-2995.928,0,0,True,False
12.78324,-292.8686,1630.544,-17533.42,-202.4997,6923.064,-5336.641,0,0,True,False
12.84968,-2526.397,1501.539,-17958.19,-212.3653,5311.204,-6446.342,0,0,True,False
12.88291,-3854.72,1833.764,-17428.73,-206.6313,6444.863,-6138.605,0,0,True,False
12.88291,-3684.34,2150.136,-17394.36,-206.6908,6744.506,-5691.604,0,0,True,False
12.93274,-2261.324,1965.815,-16894.14,-206.754,7092.266,-2175.394,0,0,True,False
12.96597,-1182.793,1470.256,-16018.72,-206.819,6087.452,511.2444,0,0,True,False
12.9992,-588.2817,763.8347,-15363.39,-206.8842,5433.347,-408.4537,0,0,True,False
13.01581,93.56335,-446.1447,-15054.31,-202.5173,5359.409,-1548.422,0,0,True,False
13.04903,587.7978,-1139.718,-14665.39,-208.06,4611.603,-868.6564,0,0,True,False
13.08225,594.7172,-1619.593,-14297.05,-207.8823,3116.429,-606.1296,0,0,True,False
13.11548,239.462,-2058.295,-13962.91,-207.7557,2088.814,-2094.567,0,0,True,False
13.11548,-126.4861,-2665.602,-13785.18,-212.0991,1468.432,-2242.99,0,0,True,False
13.19853,-314.8853,-2944.829,-13565.68,-210.992,621.9621,-1542.022,0,0,True,False
13.21515,-603.0283,-2848.832,-13641.3,-210.1453,-376.1773,-2353.172,0,0,True,False
13.23176,-733.3056,-3091.276,-13712.04,-205.0688,-687.7393,-3350.843,0,0,True,False
13.26499,-379.2557,-3189.713,-13815.21,-210.0591,-987.3152,-1914.489,0,0,True,False
13.31482,79.81029,-2551.293,-13910.64,-209.4511,-1847.426,-289.4197,0,0,True,False
13.34804,312.2765,-1416.18,-14281.12,-217.8516,-2540.827,-1230.352,0,0,True,False
13.38127,470.2911,-209.7191,-14212.01,-206.5423,-875.7558,-2008.833,0,0,True,False
13.38127,255.1393,996.102,-14272.75,-197.894,44.59755,-2266.337,0,0,True,False
13.41449,284.2626,2148.558,-14034.98,-209.0281,645.8596,-1474.337,0,0,True,False
13.49755,-59.14625,3003.735,-13625.62,-199.8314,1307.175,-765.2563,0,0,True,False
13.49755,-235.0553,3602.829,-12946.14,-197.2453,2548.948,-438.4092,0,0,True,False
13.53077,-105.1405,4619.516,-12895.47,-195.2946,3376.133,83.67226,0,0,True,False
13.564,-6.246415,5563.917,-13141.15,-193.8333,3006.652,1410.557,0,0,True,False
13.61383,-268.2036,6051.256,-13394.7,-197.1796,2303.043,2124.974,0,0,True,False
13.61383,-330.6651,6185.794,-13349.93,-199.7661,2123.668,3685.757,0,0,True,False
13.64706,-988.0976,6039.377,-13697.08,-197.3321,556.8083,5003.457,0,0,True,False
13.71351,-1090.43,5682.071,-14684.55,-195.4899,-192.0581,3455.815,0,0,True,False
13.71351,-944.9179,4754.762,-16406.93,-198.5353,435.0647,595.212,0,0,True,False
13.76334,-1469.825,2196.107,-18280.3,-200.8832,1954.504,-653.1171,0,0,True,False
13.82979,-3024.328,-1855.657,-20100.05,-198.2595,-528.7259,15.52479,0,0,True,False
13.8464,-3143.675,-2899.042,-22067.67,-196.2658,-8013.926,2595.416,0,0,True,False
13.86303,-1280.229,-837.2059,-23728.04,-190.3273,-15252.34,6593.615,0,0,True,False
13.87964,973.2837,565.7296,-24065.59,-199.1061,-14549.77,4381.275,0,0,True,False
13.91286,1831.682,205.2823,-23029.43,-196.9752,-7470.974,-214.0218,0,0,True,False
13.94608,2584.876,-602.9512,-22032.83,-195.3577,-4515.197,3403.448,0,0,True,False
13.97931,2049.598,-1657.081,-18856.39,-189.7051,-2083.576,6483.285,0,0,True,False
14.02914,14.24027,-2375.526,-17064.47,-185.4066,935.2868,6024.96,0,0,True,False
14.06237,750.3651,-2169.876,-16073.51,-195.4472,2957.487,6676.851,0,0,True,False
14.09559,1609.462,-2215.899,-15063.43,-198.7162,4469.613,7033.043,0,0,True,False
14.12881,2694.801,-10808.93,-18755.8,-196.7919,3737.549,5035.715,0,0,True,False
14.12881,9022.521,-5025.422,-22710.82,-195.3265,-4696.169,6193.676,0,0,True,False
14.16204,6413.751,1863.694,-19661.5,-189.7845,-9546.009,5806.842,0,0,True,False
14.19527,2825.552,2369.387,-13660.92,-189.9959,-4776.21,4216.207,0,0,True,False
14.2617,2370.659,2522.842,-13781.29,-176.8861,5476.547,1114.577,0,0,True,False
14.27831,1123.528,1016.235,-16598.03,-189.0558,6878.559,-4636.657,0,0,True,False
14.29493,-3106.676,-1193.708,-14341.28,-193.963,4280.377,-5209.667,0,0,True,False
14.32815,-3798.329,-1607.133,-13228.97,-202.1588,2317.132,-5984.317,0,0,True,False
14.37799,-3898.704,-1138.274,-12755.96,-199.5592,913.7657,-8549.266,0,0,True,False
14.37799,-4811.861,-1685.725,-12126.14,-193.1318,1613.346,-10419.16,0,0,True,False
14.41121,-4606.559,-3012.445,-11412.68,-197.0827,2288.993,-8990.829,0,0,True,False
14.46105,-5873.555,-4252.738,-10916.58,-204.5389,894.3848,-9268.205,0,0,True,False
14.49427,-7669.515,-5658.049,-11750.63,-210.2304,-269.9774,-11320.22,0,0,True,False
14.56072,-9888.057,-4136.018,-13725.73,-205.6955,-1122.793,-11761.48,0,0,True,False
14.57733,-9699.556,-185.1914,-18930.03,-202.2054,-1053.515,-4615.624,0,0,True,False
14.59395,-7054.815,275.8915,-17477.1,-195.0931,-4020.14,-1066.774,0,0,True,False
14.67699,-4926.279,381.4214,-15812.77,-189.6561,-5003.116,-3189.997,0,0,True,False
14.71053,-5289.186,577.9656,-15135.14,-176.6518,-3831.199,-9611.222,0,0,True,False
14.72714,-5902.023,1303.627,-14881.22,-171.1767,-2882.963,-12440.17,0,0,True,False
14.81025,-7041.958,1302.919,-14881.35,-171.4766,-3796.713,-9321.204,0,0,True,False
14.81025,-6639.05,2015.839,-15633.13,-162.9009,-3190.031,-5267.261,0,0,True,False
14.82687,-4668.612,3243.823,-15581.57,-169.7023,-960.9847,-4526.14,0,0,True,False
14.84349,-4959.463,4639.819,-16703.03,-170.5328,-1784.438,-5134.672,0,0,True,False
14.89335,-6432.936,4379.157,-15849.67,-166.7864,-3735.421,-3220.907,0,0,True,False
14.92658,-6283.991,3984.531,-15307.62,-172.8353,-4673.849,-120.5836,0,0,True,False
14.92658,-5252.477,4009.495,-15637.8,-168.6422,-3042.101,1806.346,0,0,True,False
14.95981,-5451.225,3886.444,-16132.08,-161.0458,-309.413,145.3916,0,0,True,False
14.99305,-6597.269,3535.591,-16360.89,-168.5839,1665.425,-2065.515,0,0,True,False
15.02628,-7035.994,3218.715,-16204.27,-178.8268,2567.464,-1145.457,0,0,True,False
15.07613,-7610.438,3076.287,-16090.89,-182.2517,-973.142,1429.065,0,0,True,False
15.10937,-8257.938,2839.845,-16324.44,-180.4472,-5807.249,3065.26,0,0,True,False
15.1426,-7002.814,3242.327,-15839.42,-174.6427,-8908.655,1936.319,0,0,True,False
15.17585,-6903.249,3543.924,-15117.81,-165.7886,-7930.628,417.5838,0,0,True,False
15.19246,-6940.179,4574.282,-14014.04,-172.3443,-5212.369,-464.6099,0,0,True,False
15.22564,-7579.24,5538.994,-13407.84,-168.5251,-5872.917,-514.3908,0,0,True,False
15.25893,-7517.139,5597.42,-12724.1,-165.6321,-5252.924,848.4279,0,0,True,False
15.29216,-7262.083,5076.371,-11261.14,-172.3159,-3130.109,2228.254,0,0,True,False
15.3254,-7856.135,4961.912,-11491.14,-168.5898,-2906.802,557.3083,0,0,True,False
15.37524,-8132.094,4511.365,-12145.61,-165.7632,-4164.293,-7582.498,0,0,True,False
15.40848,-7886.116,4249.123,-9543.746,-168.0617,-2534.661,-10128.13,0,0,True,False
15.44113,-9994.33,5138.948,-8547.668,-169.8461,-670.6091,-11909.59,0,0,True,False
15.44113,-11864.29,5011.339,-9284.646,-171.2312,1535.816,-8181.95,0,0,True,False
15.49156,-12802.39,4385.584,-11415.87,-172.3063,2848.695,2937.4,0,0,True,False
15.5248,-10796.62,3849.885,-15816.47,-168.7094,5854.389,11437.37,0,0,True,False
15.55803,-8334.788,494.3379,-13617.67,-170.4055,13628.33,17912.27,0,0,True,False
15.59127,-4951.884,-895.6718,-13741.46,-171.7182,19544.48,12073.21,0,0,True,False
15.62451,-3837.541,-1144.402,-12313.27,-177.1646,20812.37,1165.322,0,0,True,False
15.67436,-2651.344,-3769.479,-15238.03,-172.469,11817.17,1807.343,0,0,True,False
15.70759,-2974.554,-3543.42,-15346.99,-173.3128,10727.07,465.9615,0,0,True,False
15.70759,-2344.056,-4012.599,-15374.78,-169.5331,13168.59,4317.086,0,0,True,False
15.79068,-1291.207,-4860.881,-14879.69,-166.6531,10563.27,7391.918,0,0,True,False
15.80729,-265.9068,-5464.238,-15653.97,-160.0369,4054.952,7980.112,0,0,True,False
15.85715,-690.362,-5053.045,-17256.66,-159.4369,-3211.755,3180.888,0,0,True,False
15.85715,-3350.897,-6684.019,-16302.93,-163.443,-2923.828,-1948.501,0,0,True,False
15.89038,-4859.606,-5627.134,-15549.1,-166.5333,-4620.034,-1539.097,0,0,True,False
15.94024,-5416.069,-4916.241,-15250.61,-168.9138,-8279.815,987.6575,0,0,True,False
15.95685,-5129.052,-3916.595,-15648.38,-170.7443,-9112.732,3520.221,0,0,True,False
16.00671,-3347.223,-2925.944,-16122,-167.7177,-8138.948,3567.8,0,0,True,False
16.00671,-2526.567,-2587.513,-16319.28,-165.4102,-6646.581,1932.208,0,0,True,False
16.05656,-2739.378,-2475.954,-16197.24,-168.0896,-4636.462,592.3179,0,0,True,False
