Time,Ax,Ay,Az,Gx,Gy,Gz,Breathing,Ground Truth
6.421264,0,0,0,0,0,0,0,0
6.421264,-9357.026,-2193.518,-527.4738,-7111.666,-1403.736,-321.719,0,0
6.520803,-12539.78,-2997.76,-649.8147,-8776.737,-1820.675,-479.0133,0,0
6.520803,-12643.73,-2889.187,-792.6179,-9315.875,-1886.065,-445.9278,0,0
6.520803,-12199.44,-2816.04,-739.8365,-9479.843,-1954.811,-411.1532,0,0
6.520803,-11844.88,-2720.861,-652.7805,-9555.361,-1916.233,-462.0436,0,0
6.520803,-11669.68,-2610.782,-642.8856,-9628.618,-1935.143,-376.0998,0,0
6.520803,-11571.09,-2539.115,-557.6677,-9644.509,-1942.913,-287.0939,0,0
6.520803,-11494.61,-2519.812,-566.9675,-9586.559,-1881.563,-285.8773,0,0
6.570571,-11472.11,-2554.059,-430.8162,-9524.365,-1921.369,-274.3746,0,0
6.587162,-11435.69,-2534.799,-527.1906,-9420.197,-2000.402,-286.4451,0,0
6.653521,-11351.96,-2593.623,-569.8564,-9293.458,-1955.797,-418.7549,0,0
6.653521,-11254.45,-2555.345,-609.3069,-9195.749,-1920.901,-391.4998,0,0
6.686702,-11167.02,-2508.216,-583.2646,-9102.71,-1909.536,-366.8405,0,0
6.686702,-11064.64,-2506.244,-624.4267,-9011.563,-1857.255,-475.6188,0,0
6.736467,-11017.07,-2504.687,-703.6562,-8961.914,-1853.193,-368.9145,0,0
6.736467,-10936.9,-2514.573,-632.5813,-8901.914,-1831.194,-483.362,0,0
6.769649,-10870.15,-2493.56,-582.3983,-8843.558,-1825.471,-382.0082,0,0
6.819417,-10872.45,-2419.236,-577.1076,-8833.659,-1873.107,-328.6289,0,0
6.869188,-10834.94,-2415.128,-688.5129,-8793.576,-1832.906,-439.2207,0,0
6.869188,-10750.26,-2454.918,-654.8644,-8726.995,-1737.804,-521.4092,0,0
6.918955,-10714.01,-2384.347,-664.7859,-8693.92,-1763.614,-456.5938,0,0
6.918955,-10714.11,-2366.692,-678.6772,-8689.37,-1768.034,-445.4288,0,0
6.968724,-10707.68,-2390.361,-709.356,-8671.561,-1769.807,-442.7258,0,0
7.001905,-10646.1,-2367.696,-670.0762,-8625.5,-1732.66,-447.5702,0,0
7.001905,-10624.42,-2354.212,-616.776,-8606.105,-1719.359,-385.3564,0,0
7.051672,-10639.08,-2335.838,-632.0967,-8619.283,-1745.649,-386.6294,0,0
7.051672,-10615.74,-2387.685,-607.385,-8594.802,-1804.512,-396.6556,0,0
7.101442,-10592.75,-2460.939,-617.1257,-8579.787,-1802.798,-399.7956,0,0
7.101442,-10581.75,-2378.046,-628.2282,-8560.914,-1764.888,-416.4248,0,0
7.134621,-10584.67,-2350.877,-641.8586,-8575.063,-1721.103,-429.954,0,0
7.184384,-10573.12,-2355.971,-604.3322,-8564.978,-1742.571,-374.2088,0,0
7.184384,-10562.04,-2335.653,-613.7088,-8555.437,-1718.842,-357.542,0,0
7.234155,-10548.22,-2337.349,-552.2166,-8543.97,-1712.864,-370.9911,0,0
7.234155,-10554.14,-2320.53,-605.8364,-8534.431,-1721.02,-381.0124,0,0
7.267336,-10558.31,-2332.281,-596.8532,-8554.664,-1722.759,-396.2742,0,0
7.283922,-10553.17,-2315.829,-619.5659,-8532.362,-1748.641,-413.2859,0,0
7.333688,-10561.02,-2369.91,-660.1498,-8546.693,-1782.371,-415.886,0,0
7.366868,-10553.72,-2394.36,-637.5496,-8536.178,-1803.825,-359.1005,0,0
7.366868,-10533.04,-2422.625,-626.1854,-8524.402,-1779.653,-458.7045,0,0
7.416633,-10533.67,-2379.43,-640.1945,-8520.148,-1739.182,-431.5247,0,0
7.416633,-10572.23,-2319.551,-645.8073,-8553.751,-1694.5,-446.1792,0,0
7.449814,-10557.67,-2346.428,-582.6123,-8546.672,-1685.535,-416.5918,0,0
7.466402,-10534.2,-2347.424,-551.135,-8524.026,-1763.664,-315.0559,0,0
7.516171,-10533.3,-2334.037,-602.2424,-8518.737,-1773.021,-327.808,0,0
7.516171,-10504.73,-2388.761,-562.3203,-8487.933,-1729.697,-461.9996,0,0
7.549348,-10492.23,-2371.01,-614.0291,-8478.397,-1770.07,-445.4482,0,0
7.582527,-10524.87,-2338.645,-703.124,-8516.658,-1749.392,-440.1995,0,0
7.599116,-10525.25,-2360.479,-696.5684,-8503.549,-1705.685,-508.0075,0,0
7.632293,-10512.93,-2384.676,-684.9111,-8494.075,-1708.699,-483.4684,0,0
7.64888,-10493.47,-2341.552,-639.233,-8488.077,-1731.993,-338.9209,0,0
7.682059,-10531.02,-2429.212,-558.6415,-8516.785,-1843.524,-156.8202,0,0
7.682059,-10528.52,-2395.643,-470.938,-8510.341,-1790.904,-176.1807,0,0
7.731827,-10534.59,-2396.154,-506.5412,-8528.19,-1783.64,-273.3869,0,0
7.765004,-10517.11,-2387.119,-526.0182,-8510.301,-1756.939,-328.2707,0,0
7.781593,-10534.4,-2375.487,-547.2097,-8514.608,-1782.631,-333.849,0,0
7.814772,-10554.24,-2364.061,-626.9432,-8534.111,-1759.988,-356.8929,0,0
7.83136,-10531.35,-2368.887,-593.5123,-8503.195,-1738.477,-386.101,0,0
7.864541,-10530.93,-2350.249,-634.6113,-8516.149,-1771.377,-430.3967,0,0
7.914312,-10539.69,-2359.938,-674.8902,-8518.367,-1792.349,-412.4068,0,0
7.914312,-10528.03,-2395.871,-639.7654,-8513.837,-1800.883,-479.1969,0,0
7.964079,-10501.28,-2406.677,-652.892,-8488.965,-1855.508,-529.0452,0,0
7.964079,-10488.98,-2442.667,-708.3265,-8484.104,-1905.965,-566.4949,0,0
7.99726,-10515.3,-2452.034,-745.2415,-8499.884,-1946.741,-570.2671,0,0
8.047027,-10500.81,-2468.323,-786.2562,-8497.705,-1872.539,-642.2293,0,0
8.047027,-10473.72,-2489.826,-749.6774,-8459.351,-1906.639,-543.4464,0,0
