Time,Ax,Ay,Az,Gx,Gy,Gz
0.01657453,-10619.65,-1198.513,-878.1483,-8511.112,-871.3802,-586.324
0.01657846,-10626.95,-1131.719,-883.1521,-8507.806,-834.5242,-614.9676
0.01657808,-10611.1,-1077.153,-923.4803,-8491.252,-774.5449,-718.4537
0.01657815,-10602.91,-1128.086,-935.5251,-8493.912,-842.4028,-721.9774
0.01657815,-10663.72,-1130.346,-977.4218,-8540.385,-843.1643,-606.5292
0.01657802,-10628.21,-1118.873,-904.1045,-8513.096,-824.8352,-504.4632
0.01657802,-10612.82,-1079.544,-812.6843,-8496.895,-816.5908,-510.0346
0.01657779,-10610.44,-1095.659,-860.3688,-8499.548,-801.1774,-574.3304
0.01657779,-10602.54,-1069.699,-828.6612,-8497.99,-787.6843,-516.8282
0.01657738,-10590.33,-1060.783,-794.7487,-8493.154,-746.5494,-476.4019
0.01657584,-10587.82,-1029.678,-809.517,-8491.329,-758.349,-495.1614
0.01657584,-10569.9,-1012.516,-819.642,-8473.302,-728.4476,-535.4748
0.01657568,-10576.2,-1042.146,-890.4437,-8473.835,-752.8821,-571.5672
0.01657568,-10582.28,-1024.582,-875.7855,-8474.168,-732.8195,-519.2031
0.01657794,-10601.47,-1025.07,-842.3185,-8493.344,-798.8738,-547.0911
0.01657732,-10618.37,-1040.343,-923.4858,-8515.109,-773.0042,-626.2112
0.01657732,-10600.6,-1056.141,-1002.523,-8497.037,-786.0426,-741.5765
0.01657483,-10545.78,-1157.039,-943.8403,-8446.332,-901.3481,-671.1131
0.01657483,-10657.87,-1098.662,-906.1006,-8540.986,-1045.259,-321.769
0.01657847,-10670.27,-1146.219,-795.3649,-8554.641,-934.2104,-347.4389
0.01657576,-10625.04,-1066.352,-887.7098,-8506.556,-731.0916,-639.0252
0.01657576,-10641.36,-943.277,-969.9934,-8527.833,-613.9128,-810.6777
0.01657373,-10697.41,-874.3392,-1077.311,-8570.5,-561.2582,-710.1104
0.01657774,-10690.97,-849.4564,-1052.72,-8565.265,-592.5377,-618.3361
0.01657774,-10640.16,-839.9678,-1038.541,-8517.359,-569.5303,-654.2111
0.01657544,-10587.95,-857.574,-980.2935,-8486.355,-579.0933,-722.3536
0.01657818,-10626.42,-857.8651,-966.7077,-8511.458,-642.3125,-634.3345
0.01657817,-10614.64,-891.2567,-1009.974,-8502.472,-670.4833,-626.2595
0.0165782,-10587.88,-937.4976,-1024.655,-8490.959,-678.367,-685.7593
0.0165782,-10611.32,-942.5703,-1003.408,-8500.128,-730.2878,-650.9425
0.0165758,-10600.67,-1004.476,-1010.92,-8492.041,-753.7177,-703.5966
0.01658025,-10631.12,-1021.108,-1021.031,-8510.938,-789.2115,-676.972
0.01658025,-10628.94,-1030.26,-1023.687,-8513.668,-772.0967,-672.4196
0.01657858,-10628.78,-1018.016,-1003.391,-8513.516,-769.1635,-659.7913
0.01657858,-10597.62,-1013.368,-1037.937,-8480.838,-765.7169,-699.6404
0.01657633,-10552.78,-1029.415,-1030.526,-8455.588,-780.8726,-722.542
0.01657736,-10560.3,-1019.768,-1088.782,-8452.722,-765.8391,-773.4038
0.01657825,-10603.75,-1004.809,-1062.983,-8499.403,-722.1772,-772.3576
0.01657818,-10646.14,-975.8352,-1124.95,-8518.461,-725.8426,-749.2332
0.01657654,-10621.82,-993.1233,-1085.775,-8499.759,-714.1889,-686.5299
0.01657886,-10604.14,-995.3384,-1005.499,-8499.535,-722.5835,-658.6344
0.01657886,-10587.37,-987.3935,-1025.252,-8482.314,-711.2841,-730.3265
0.01657886,-10603.08,-963.3027,-1051.238,-8494.391,-705.1475,-742.863
0.01657672,-10602.37,-986.4304,-1042.931,-8489.438,-735.3881,-705.6091
0.0165761,-10611.9,-1012.902,-976.6859,-8510.033,-761.6815,-657.2067
0.0165761,-10608.8,-1012.967,-979.7202,-8498.757,-760.2254,-654.4637
0.01657859,-10640.04,-984.0463,-1027.662,-8518.167,-724.4747,-694.84
0.01657097,-10620.44,-993.2809,-1030.85,-8507.522,-731.849,-691.4263
0.01658618,-10593.41,-1010.013,-1021.561,-8486.858,-747.9513,-704.2495
0.01658072,-10607.58,-1001.225,-1030.237,-8506.603,-748.6556,-720.5324
0.01657563,-10621.58,-967.3786,-1070.311,-8508.415,-722.7789,-733.8661
0.01657563,-10608.52,-975.3585,-1063.702,-8502.833,-739.4872,-753.8342
0.01657791,-10613.11,-980.4276,-1121.984,-8501.906,-741.4465,-826.9247
0.01657646,-10614.6,-1005.203,-1161.947,-8498.613,-752.3365,-827.6061
0.01657624,-10596.57,-1043.38,-1129.811,-8484.847,-758.9775,-860.1805
0.01657882,-10639.28,-1029.467,-1078.943,-8530.806,-797.7755,-784.3422
0.01657882,-10653.28,-1025.732,-1118.228,-8536.929,-804.421,-728.6259
0.01657432,-10636.75,-1052.783,-1048.905,-8510.854,-801.9004,-763.9873
0.01657672,-10611.19,-1069.459,-1062.692,-8491.293,-803.6138,-768.1469
0.01657672,-10635.04,-1129.241,-1043.685,-8509.552,-845.4158,-733.3868
0.01657696,-10629.03,-1096.545,-1004.977,-8509.353,-845.5121,-686.2027
0.01658029,-10635.5,-1105.152,-1018.981,-8514.262,-816.3218,-712.668
0.01657921,-10634.77,-1091.42,-984.0123,-8513.661,-818.3502,-635.1649
0.01658083,-10585.53,-1075.058,-981.5691,-8480.461,-813.4345,-635.6187
0.01658083,-10586.85,-1075.603,-985.6035,-8481.609,-805.1503,-665.9056
0.01657621,-10587.85,-1052.553,-991.3121,-8482.501,-757.5593,-705.6655
0.01657621,-10658.44,-1017.305,-1034.052,-8536.484,-745.1348,-702.9429
0.0165773,-10638.66,-1051.179,-1016.466,-8521.207,-793.8757,-645.2149
0.0165765,-10618.01,-1080.717,-997.9271,-8500.934,-811.1342,-688.2896
0.0165765,-10633.52,-1056.135,-960.1129,-8521.653,-794.1836,-651.2142
0.01658156,-10621.62,-1058.642,-1011.751,-8503.643,-799.4001,-682.8495
0.01657463,-10601.19,-1040.443,-1041.559,-8492.488,-793.7804,-744.4181
0.01657905,-10612.67,-1050.561,-1039.785,-8492.463,-831.7111,-697.7582
0.0165809,-10598.3,-1066.216,-1001.803,-8477.101,-855.4803,-635.7715
0.0165809,-10582.21,-1078.701,-958.9689,-8473.789,-844.0728,-658.6519
0.01657657,-10586.46,-1068.701,-1008.833,-8481.599,-803.6099,-716.0292
0.01657657,-10629.1,-1050.99,-1104.779,-8514.236,-796.1628,-763.7368
0.01657745,-10619.66,-1048.649,-1089.973,-8502.52,-757.2997,-767.3115
0.01657484,-10590.72,-1023.454,-1049.195,-8471.541,-711.8812,-818.1454
0.01657484,-10628.05,-985.6349,-1036.852,-8513.432,-718.4517,-726.18
0.01657739,-10661.15,-986.5547,-1108.206,-8543.053,-765.707,-729.6613
0.01657739,-10602.74,-1001.861,-1035.348,-8489.402,-749.3028,-725.1014
0.01657777,-10551.76,-996.1041,-1021.889,-8446.114,-755.0273,-698.4898
0.01657846,-10595.32,-1011.705,-1018.225,-8479.629,-769.8369,-695.2295
0.01657846,-10581.17,-1016.452,-1040.202,-8468.892,-772.9577,-702.4069
0.01657375,-10585.25,-997.8234,-1033.536,-8485.412,-752.3969,-702.326
0.01658002,-10601.28,-1050.882,-988.0901,-8493.27,-767.8058,-704.2285
0.0165784,-10634.99,-1009.455,-966.4128,-8518.995,-759.3999,-647.6465
0.0165772,-10602.48,-1040.751,-1014.227,-8485.185,-752.0576,-679.9952
0.0165772,-10602.1,-1009.658,-977.0417,-8502.646,-709.2205,-736.9896
0.01657703,-10640.93,-964.8497,-1059.477,-8518.979,-701.4965,-758.9455
0.01657742,-10607.88,-1005.741,-1049.483,-8498.048,-722.171,-747.2341
0.01657742,-10637.27,-986.2285,-1033.725,-8516.051,-720.6712,-784.9207
0.01657991,-10698.58,-985.2228,-1031.38,-8567.18,-722.8077,-709.8433
0.01657715,-10709.68,-996.9533,-1048.137,-8579.744,-745.4499,-692.1895
0.01657734,-10644.71,-999.9197,-1011.379,-8529.796,-748.5742,-687.4164
0.01658079,-10625.23,-1000.11,-993.4368,-8505.999,-742.6389,-707.3398
0.01658079,-10602.61,-995.5908,-1025.404,-8493.207,-750.8456,-698.3192
0.01657979,-10592.93,-985.271,-973.1111,-8485.929,-768.1837,-622.7086
0.0165757,-10563.13,-1016.266,-928.8373,-8458.885,-775.7736,-636.8583
0.0165757,-10559.3,-1049.679,-968.8323,-8456.203,-780.143,-679.357
0.01657724,-10586.3,-1062.827,-954.9738,-8481.473,-793.3435,-691.8865
0.01657724,-10584.69,-1047.244,-985.7316,-8471.48,-808.391,-657.314
0.01657832,-10559.43,-1040.852,-1021.413,-8461.169,-793.0865,-779.6545
0.01657832,-10660.29,-1044.526,-1088.234,-8538.326,-808.519,-831.2393
0.01657623,-10641.57,-1088.319,-1112.821,-8514.947,-832.6663,-843.7086
0.01657623,-10674.51,-1052.236,-1021.018,-8535.542,-777.7097,-682.2838
0.01657594,-10669,-1021.188,-923.0032,-8539.979,-784.7078,-579.5969
0.01658588,-10627.88,-998.863,-901.4343,-8503.969,-772.6627,-574.1859
0.01656979,-10599.2,-1027.395,-872.3721,-8482.068,-779.8472,-632.8474
0.01657935,-10551.52,-1067.236,-899.9898,-8454.646,-833.2444,-604.4792
0.01657935,-10582.86,-1069.131,-867.5754,-8474.396,-796.5432,-584.2546
0.01657681,-10552.69,-1055.32,-907.9438,-8451.482,-759.5851,-614.9529
0.01657822,-10577.48,-1041.442,-947.209,-8470.624,-770.059,-629.0981
0.01657822,-10587.81,-1071.642,-945.9557,-8483.044,-810.8584,-621.8674
0.01657827,-10625.06,-1058.426,-934.9907,-8502.655,-819.7448,-537.1635
0.01657827,-10605.64,-1054.033,-882.6435,-8496.609,-794.9533,-516.8987
0.01657744,-10566.65,-1040.552,-865.3661,-8457.959,-738.9301,-656.1863
0.01657744,-10616.97,-1031.019,-932.2504,-8505.386,-771.9339,-630.0781
0.01657552,-10617.75,-1046.378,-988.7113,-8514.764,-784.2672,-708.0842
0.01658347,-10669.14,-1054.702,-993.8575,-8540.605,-790.8874,-702.3126
0.01658347,-10693.1,-1086.314,-994.7117,-8558.64,-853.1945,-624.6136
0.01657252,-10598.01,-1119.362,-962.8589,-8481.31,-867.6523,-626.8359
0.01657252,-10515.63,-1135.632,-974.5488,-8427.388,-863.1343,-694.2127
0.01657733,-10514.63,-1128.521,-969.4705,-8422.569,-791.759,-818.9579
0.01694668,-10616.55,-1084.84,-973.7105,-8496.29,-865.7724,-762.5143
0.01694668,-10703.95,-1084.841,-1048.762,-8567.363,-897.7353,-792.4115
0.0165773,-10706.98,-1148.965,-1037.945,-8573.704,-929.017,-841.8649
0.0165773,-10639.42,-1240.07,-1120.714,-8512.893,-940.5532,-764.4182
0.0165854,-10576.18,-1180.717,-1128.526,-8468.987,-822.3882,-785.4538
0.0165798,-10605.89,-1048.012,-1032.264,-8487.416,-701.5828,-737.2781
0.0165798,-10634.46,-949.3344,-995.2785,-8513.71,-655.2286,-633.3459
0.01658331,-10571.44,-923.4532,-908.1859,-8474.391,-650.0284,-607.5302
0.01658612,-10576.95,-963.4146,-850.1186,-8469.895,-675.4135,-594.6714
0.01658515,-10569.22,-1008.84,-856.3644,-8459.705,-712.7839,-668.119
0.01658748,-10630.28,-1054.335,-949.4915,-8510.904,-768.2538,-691.3278
0.01658288,-10602.91,-1107.887,-948.4607,-8485.484,-810.2396,-626.5945
0.01658288,-10590.12,-1137.6,-913.48,-8475.75,-818.5891,-632.7469
0.01658594,-10563.91,-1083.89,-913.9874,-8451.388,-780.0944,-603.7154
0.01658559,-10555.41,-1110.874,-904.2148,-8453.938,-796.4998,-623.9298
0.01658577,-10630.66,-1103.36,-837.9307,-8507.114,-813.0704,-571.0447
0.01653363,-10663.49,-1118.121,-813.4126,-8540.905,-840.5434,-484.6399
0.01658829,-10665.82,-1125.638,-766.7616,-8533.565,-813.6648,-502.2895
0.01658488,-10589.07,-1082.747,-828.5771,-8479.19,-794.9042,-517.6998
0.01658488,-10570.79,-1110.482,-893.9697,-8474.19,-782.013,-716.7333
0.01658527,-10635.78,-1088.397,-941.9886,-8519.497,-810.2711,-660.6525
0.01658527,-10626.03,-1094.481,-960.8907,-8511.928,-799.9196,-641.3863
0.0165863,-10644.53,-1110.899,-861.7756,-8517.112,-834.3051,-601.0191
0.0165852,-10630.65,-1176.966,-865.3752,-8515.266,-947.4681,-508.653
0.01658194,-10539.43,-1227.62,-926.8398,-8432.271,-950.1696,-635.1182
0.01658926,-10551.55,-1255.671,-905.0213,-8446.27,-938.6057,-716.1168
0.01661134,-10574.69,-1227.408,-985.6262,-8464.16,-949.7231,-656.9362
0.01661134,-10563.03,-1223.259,-906.8163,-8450.939,-959.6767,-558.5898
0.01658594,-10563.04,-1238.196,-913.6679,-8464.395,-949.6157,-670.0596
0.01658434,-10607.8,-1228.983,-1008.868,-8494.235,-930.85,-761.1683
0.01658576,-10602.88,-1194.382,-969.5259,-8485.986,-896.6841,-628.1569
0.01658576,-10598.75,-1180.305,-905.2687,-8482.802,-868.6719,-641.9041
0.01658531,-10606.27,-1168.834,-947.9647,-8488.531,-843.0284,-706.9391
0.01658645,-10577.38,-1131.567,-979.8255,-8475.304,-830.7328,-668.7454
0.01658645,-10622.7,-1140.073,-976.9987,-8509.956,-826.8865,-671.6899
0.01658,-10558.27,-1107.381,-893.8007,-8460.646,-780.2089,-636.012
0.01658607,-10562.75,-1096.344,-966.3209,-8455.345,-778.4658,-717.8072
0.01658607,-10546.64,-1123.028,-1015.422,-8452.033,-805.5106,-783.5905
0.01658525,-10560.88,-1127.284,-1067.531,-8463.058,-829.4093,-737.6157
0.01657565,-10553.9,-1135.693,-978.7212,-8453.378,-856.1223,-582.731
0.01657565,-10565.44,-1147.275,-912.375,-8457.862,-847.2278,-519.2422
0.01658459,-10521.3,-1167.037,-881.9482,-8428.666,-866.4541,-563.4747
0.01658497,-10500.28,-1168.363,-910.6525,-8403.974,-857.9526,-593.4937
0.01658497,-10500.51,-1191.69,-968.1782,-8417.738,-836.3613,-740.3405
0.01658528,-10594.38,-1116.377,-888.6668,-8476.323,-779.3636,-653.0533
0.01658669,-10629.14,-1063.008,-817.5175,-8511.588,-857.3922,-556.2039
0.01658669,-10641.46,-1116.259,-841.3414,-8520.727,-894.3066,-663.4803
0.01658607,-10589.44,-1124.513,-874.8715,-8471.875,-916.6025,-782.2553
0.01658363,-10602.96,-1195.732,-972.2247,-8486.594,-1015.427,-854.1254
0.01658738,-10598.62,-1285.288,-987.8798,-8483.192,-1081.639,-873.2611
0.01658453,-10636.94,-1324.091,-979.758,-8516.808,-1062.851,-876.7255
0.01658453,-10630.33,-1276.807,-1019.535,-8498.251,-1027.415,-912.1165
0.01658525,-10641.45,-1214.834,-993.9116,-8519.904,-971.0543,-891.3845
0.01658482,-10640.1,-1223.576,-998.6077,-8509.819,-950.1473,-859.622
0.01658482,-10604.53,-1218.523,-993.8665,-8482.521,-911.8332,-838.491
0.01657991,-10594.71,-1182.533,-986.2878,-8470.601,-777.7285,-815.8422
0.01658494,-10581.21,-1042.578,-930.0104,-8473.641,-621.4179,-802.0883
0.01658494,-10615.74,-913.9568,-882.9357,-8491.203,-489.0446,-753.152
0.01658373,-10670.12,-828.5274,-707.2243,-8545.957,-475.1275,-623.1268
0.01658597,-10698.45,-815.026,-676.1528,-8558.437,-538.6037,-462.9027
0.01658478,-10514.89,-829.4734,-656.6518,-8422.409,-476.6305,-681.0188
0.01658363,-10550.73,-819.847,-731.2591,-8454.589,-443.8929,-692.0563
0.01658363,-10572.26,-796.0104,-764.4705,-8462.359,-451.2317,-729.6827
0.01658624,-10583.87,-828.2425,-787.9242,-8471.337,-486.0447,-698.7372
0.01658624,-10643.98,-843.5684,-669.1415,-8503.984,-563.9116,-599.1019
0.01658434,-10625.61,-994.5744,-592.41,-8511.974,-753.36,-525.0975
0.01658434,-10639.37,-1071.754,-551.0891,-8509.066,-892.5786,-391.1435
0.01658347,-10567.22,-1174.255,-525.1031,-8458.304,-882.2942,-394.0916
0.01658347,-10547.35,-1148.867,-456.5201,-8443.295,-782.3063,-478.8259
0.01658373,-10570.43,-1038.567,-348.4684,-8465.56,-695.42,-493.6649
0.0165874,-10689.5,-969.8267,-471.7039,-8556.538,-678.4022,-458.8747
0.016585,-10748.79,-983.5813,-434.7678,-8588.135,-660.5621,-433.9103
0.016585,-10739.19,-956.8154,-331.1899,-8589.141,-627.8458,-331.8209
0.01658482,-10704.03,-963.0885,-342.8672,-8561.85,-683.6046,-261.5728
0.01658483,-10691.71,-988.1835,-267.0452,-8556.609,-690.416,-193.5033
0.01658483,-10628.78,-1010.056,-256.2348,-8508.364,-674.1917,-196.2943
0.01658506,-10647.29,-997.6577,-220.8906,-8513.697,-626.8091,-199.0614
0.01658506,-10617.04,-937.1678,-185.4609,-8486.176,-557.2485,-164.0343
0.01658496,-10621.58,-922.0167,-214.178,-8503.066,-522.0095,-192.6786
0.01659145,-10630.15,-925.4603,-181.707,-8500.816,-535.3719,-114.8188
0.01659145,-10625.16,-953.8367,-92.20895,-8505.913,-599.5253,-34.83736
0.01658903,-10616.92,-999.7937,-54.5286,-8486.371,-649.4332,-12.66396
0.01659103,-10564.39,-1032.389,-107.6245,-8459.67,-670.0834,-96.87927
0.01659103,-10573.02,-1042.468,-87.72707,-8453.224,-671.778,-131.0268
0.01659083,-10599.35,-1061.29,-105.7954,-8473.543,-720.8533,-110.3864
0.01659078,-10615.01,-1065.297,-94.02233,-8490.033,-750.7346,-76.86551
0.01659078,-10617.69,-1068.964,-15.91803,-8505.391,-810.7806,19.72239
0.0165916,-10613.92,-1100.049,44.7911,-8493.625,-839.0316,44.84266
0.01659236,-10640.37,-1105.598,1.953475,-8513.834,-825.2774,-42.38694
0.01659236,-10696.74,-1073.527,-54.47553,-8556.772,-747.9891,-137.6492
0.01659008,-10675.02,-1062.908,-97.79206,-8535.47,-715.0628,-203.6633
0.01658914,-10589.85,-1004.402,-84.08659,-8474.718,-679.7626,-181.8472
0.01659054,-10573.42,-973.1025,-25.36843,-8457.909,-735.785,-8.322367
0.01658932,-10563,-1000.57,1.639285,-8450.176,-705.8685,8.386257
0.01658932,-10547.36,-995.4692,50.33933,-8438.473,-684.6039,26.1123
0.01658933,-10556.41,-954.9497,131.864,-8445.649,-657.4019,117.5612
0.01658721,-10671.79,-900.0547,107.7774,-8538.362,-614.9286,127.538
0.01658721,-10671.6,-928.932,137.772,-8533.514,-604.4575,128.2503
0.01659175,-10675.4,-951.204,164.0256,-8536.186,-605.7527,99.54748
0.01659323,-10626.25,-908.1682,173.3997,-8502.886,-615.2682,260.7873
0.01659019,-10678.29,-903.5963,244.8065,-8547.019,-656.954,412.0236
0.01659019,-10609.92,-908.0234,280.4577,-8490.182,-728.6557,334.7986
0.01659181,-10625.19,-991.7292,174.6767,-8501.913,-706.4195,13.05223
0.01659199,-10692.9,-946.8741,106.5781,-8558.029,-662.0841,-20.46317
0.01658869,-10727.83,-867.5934,28.9959,-8584.433,-627.1288,79.97983
0.0161159,-10673.44,-863.3225,119.2651,-8542.544,-609.7866,140.6386
0.0161159,-10615.76,-863.6896,134.4056,-8502.827,-595.721,91.54922
0.01659238,-10579.92,-867.6678,84.45892,-8475.577,-607.1167,55.19888
0.01659238,-10672.29,-862.2651,159.6954,-8528.594,-569.7396,156.1512
0.01658323,-10688.4,-881.6257,234.409,-8540.781,-592.5978,224.1877
0.01658398,-10679.84,-833.9772,171.7417,-8542.95,-573.0416,191.2397
0.01658398,-10671.4,-808.2651,98.50941,-8536.376,-475.082,74.61669
0.01658389,-10657.41,-824.6916,110.1346,-8516.759,-514.7686,68.36455
0.01658433,-10642.39,-762.422,146.4255,-8514.157,-534.3583,168.1577
0.01658497,-10706.91,-818.8588,211.5198,-8559.012,-603.8944,253.6237
0.01658497,-10719.99,-846.7308,320.7109,-8573.226,-641.0578,399.0318
0.0165837,-10714,-941.6004,317.9616,-8568.414,-704.0059,381.5011
0.0165837,-10654.73,-979.4183,263.732,-8518.545,-722.5147,269.4409
0.01658488,-10605.54,-921.0878,235.0964,-8481.063,-669.7676,193.995
0.01658488,-10591.5,-964.7073,225.9247,-8475.028,-750.8007,219.5359
0.01658608,-10603.78,-969.8002,178.8421,-8475.801,-701.6371,162.1102
0.01658608,-10602.37,-946.2564,156.0095,-8488.231,-687.2587,147.5358
0.0165853,-10585.47,-957.2216,174.9265,-8475.493,-716.2287,177.3644
0.0165849,-10628.01,-971.3939,185.6149,-8508.166,-730.1292,143.7361
0.0165849,-10698.47,-1019.41,153.3057,-8553.11,-746.8415,156.5441
0.01658281,-10741.5,-1020.721,200.8975,-8590.157,-815.0325,275.5162
0.01658449,-10669.76,-998.1826,244.0754,-8530.588,-811.4538,236.7542
0.01658449,-10461.24,-988.383,9.194366,-8366.938,-924.3348,139.1996
0.01658529,-10530.61,-1126.268,114.4912,-8420.648,-918.7792,149.1751
0.01658377,-10579.93,-1138.896,112.3713,-8467.566,-884.4169,54.14772
0.01658377,-10618.23,-1101.916,53.32253,-8488.102,-863.8376,78.43182
0.01658389,-10629.54,-1081.235,84.55161,-8505.607,-823.7702,119.5876
0.01658389,-10655.08,-1044.72,117.4048,-8520.616,-789.8015,138.7918
0.01658582,-10644.27,-1018.609,85.66957,-8512.233,-744.571,122.4055
0.01658362,-10623.37,-988.4824,118.7313,-8491.771,-701.9824,145.3277
0.016583,-10666.43,-941.7066,156.2628,-8529.097,-680.6246,128.0398
0.01658206,-10694.85,-943.4438,92.05869,-8550.63,-688.389,124.4441
0.01658206,-10702.21,-939.7227,122.6852,-8556.002,-666.7259,142.9743
0.01658453,-10654,-958.9158,119.166,-8518.949,-701.9063,135.596
0.01658427,-10645.53,-950.5719,93.6166,-8512.447,-746.3782,110.593
0.01658338,-10615.07,-1006.843,106.7513,-8498.062,-772.4969,57.61848
0.01659028,-10557.63,-966.8887,234.8082,-8445.449,-784.2479,204.3302
0.01659028,-10612.96,-1079.964,187.1925,-8492.442,-826.1957,163.1486
0.01658281,-10658.99,-1030.811,175.4233,-8518.78,-798.2652,127.6873
0.01658498,-10654.68,-971.576,57.38327,-8519.828,-750.939,105.6703
0.01658649,-10637.67,-963.1158,59.63248,-8511.199,-684.4603,28.16162
0.01658465,-10629.94,-939.051,98.19549,-8491.99,-659.1266,54.12074
0.01658465,-10674,-891.1874,119.4101,-8543.39,-686.6086,222.024
0.01658403,-10635.63,-913.6808,167.9696,-8496.21,-680.2843,221.7511
0.01658403,-10611.73,-957.852,233.9056,-8486.868,-689.3306,203.9229
0.01658477,-10594.72,-970.4382,174.4407,-8473.987,-707.9141,219.6433
0.01658237,-10659.25,-963.6542,202.8396,-8518.972,-667.319,110.9126
0.01658237,-10696.91,-941.5759,163.8641,-8547.626,-675.2498,141.783
0.01658349,-10700.89,-887.9851,146.4973,-8554.86,-682.6816,264.2182
0.01658554,-10626.42,-927.1534,189.0208,-8502.222,-704.224,214.4489
0.01658544,-10612.78,-923.7858,150.6987,-8487.447,-654.3686,114.0952
0.01658544,-10596.06,-894.6699,114.9807,-8474.812,-653.3768,145.6707
0.01658447,-10598.75,-924.0633,134.8508,-8481.478,-680.7502,134.091
0.0165843,-10598.46,-940.6767,91.73602,-8476.96,-686.0341,70.80442
0.01658522,-10631.7,-946.9641,62.44099,-8498.032,-700.8281,44.04691
0.01658428,-10662.24,-947.1876,78.9345,-8530.204,-723.961,109.6579
0.01658561,-10666.79,-959.2827,102.7705,-8533.539,-745.8588,124.704
0.01658495,-10648.15,-970.3613,124.3375,-8510.308,-757.4977,131.8219
0.01658495,-10651.37,-1026.723,159.7009,-8512.737,-828.0397,133.8922
0.01658203,-10655.4,-1089.14,160.0963,-8515.774,-891.0358,157.3805
0.01658209,-10627.76,-1051.375,125.8845,-8490.192,-833.8536,117.2958
0.01658209,-10622.65,-1024.913,147.3149,-8499.653,-777.27,135.3688
0.01658158,-10627.73,-1023.518,152.25,-8499.153,-760.8163,170.1158
0.01658152,-10572,-1007.49,142.168,-8461.078,-749.5903,132.3865
0.01658152,-10587.41,-999.9708,149.8326,-8473.074,-752.6833,134.91
0.01657989,-10680.95,-971.3019,148.4149,-8535.763,-708.3491,162.0519
0.01658152,-10648.97,-923.107,186.8373,-8511.149,-640.41,173.0215
0.01657952,-10640.03,-905.8342,169.5691,-8504.267,-653.642,158.5551
0.01658143,-10633.63,-890.8557,173.907,-8503.796,-652.8046,233.7843
0.01658143,-10628.84,-931.5682,217.9433,-8495.704,-663.1775,176.3006
0.01658573,-10603.84,-939.7201,113.9013,-8476.647,-679.0141,75.64089
0.01657978,-10609.31,-951.9769,131.2794,-8494.24,-702.8951,86.40963
0.01657934,-10719.22,-938.1686,124.2091,-8560.466,-718.142,141.5708
0.01657934,-10700.89,-996.3946,169.8265,-8550.576,-766.7637,270.3321
0.01658162,-10591.16,-1046.693,240.3663,-8479.869,-808.5453,231.6145
0.01658092,-10600.35,-1046.146,177.1015,-8487.07,-821.0316,144.1868
0.01658063,-10635.91,-1050.879,167.771,-8514.339,-812.3613,127.3775
0.01658063,-10680.03,-1012.878,159.3981,-8539.129,-783.8609,166.1924
0.01658095,-10657.84,-1008.627,183.5656,-8522.022,-762.7462,181.3033
0.01657925,-10641.35,-984.6276,160.6914,-8509.367,-733.2764,164.3001
0.01657709,-10611.72,-986.4895,114.4382,-8491.188,-734.4727,120.6858
0.01657709,-10617.86,-1002.957,163.2282,-8482.684,-739.8816,170.3101
0.0165838,-10664.63,-960.5584,183.4582,-8522.917,-731.8781,202.6062
0.01658182,-10632.18,-956.749,179.2245,-8506.917,-723.5288,189.2535
0.01658182,-10634.35,-974.8481,178.8694,-8504.156,-747.1512,177.5319
0.0165795,-10633.36,-976.3293,154.3233,-8507.85,-744.6915,145.7205
0.01658161,-10658.36,-981.1047,158.8441,-8513.642,-748.625,163.3672
0.0165809,-10667.16,-971.9214,150.2155,-8533.598,-713.0804,173.1355
0.0165809,-10604.77,-959.2032,114.5005,-8481.429,-709.0027,154.1915
0.01658026,-10571.63,-962.8522,125.6086,-8451.844,-670.6398,89.6818
0.01657883,-10599.11,-922.5938,82.00059,-8481.95,-671.3884,88.75526
0.01657883,-10594.58,-937.8299,101.5526,-8469.746,-727.3005,131.6779
0.01658084,-10630.81,-965.1984,103.5401,-8497.531,-732.7446,97.87775
0.01658073,-10624.37,-959.3814,121.0649,-8501.463,-721.6431,105.9056
0.01658046,-10677.22,-965.3082,111.8233,-8537.363,-710.959,138.5695
0.01657958,-10643.56,-947.1923,170.119,-8511.474,-714.6118,202.7794
0.01657958,-10581.59,-975.5319,132.6375,-8455.255,-727.9952,115.7846
0.01658051,-10625.18,-991.2795,132.5729,-8497.601,-723.0848,99.19239
0.01657863,-10612.18,-980.8144,122.1936,-8483.253,-731.3815,88.60366
0.01658373,-10674.38,-992.6578,181.8082,-8530.789,-787.7349,111.5367
0.01658256,-10654.08,-991.2916,96.2842,-8519.546,-790.3771,127.6236
0.01658012,-10633.19,-1044.089,113.1352,-8503.501,-804.7477,166.6161
0.01658012,-10589.88,-1041.482,135.1975,-8470.437,-765.3463,96.45679
0.01657927,-10600.18,-966.8165,157.9974,-8474.032,-716.765,152.4341
0.01657927,-10575.36,-946.3544,136.4953,-8455.2,-690.4575,155.8569
0.01658208,-10594.39,-944.1504,176.7226,-8469.918,-680.6694,154.6582
0.01658208,-10632.35,-903.6412,180.0962,-8503.43,-681.8047,103.3727
0.0165804,-10620.28,-954.6459,77.67167,-8494.149,-711.3126,23.79531
0.01657935,-10638.64,-965.1229,158.9482,-8503.723,-736.5458,136.3502
0.01657935,-10642.57,-966.6969,138.6971,-8502.223,-744.3733,113.0576
0.01658081,-10669.04,-995.9124,131.9654,-8531.227,-749.7405,119.852
