Time,Ax,Ay,Az,Gx,Gy,Gz
0.01658051,-9561.952,-1344.122,-3321.469,-7427.27,-1010.077,-2329.851,1
0.01657999,-9543.091,-1324.951,-3314.119,-7412.917,-986.8576,-2336.491,1
0.01657947,-9583.178,-1315.025,-3325.913,-7443.628,-981.8667,-2379.34,1
0.01657914,-9619.93,-1383.333,-3326.523,-7467.197,-1057.387,-2398.293,1
0.01658027,-9584.612,-1395.514,-3338.708,-7453.352,-1002.775,-2339.082,1
0.01657804,-9540.721,-1330.337,-3354.314,-7419.795,-985.8889,-2340.484,1
0.01614822,-9546.172,-1289.812,-3323.235,-7410.783,-940.0942,-2348.308,1
0.01657961,-9571.521,-1290.486,-3330.362,-7443.542,-939.496,-2353.499,1
0.01657961,-9587.716,-1273.668,-3324.363,-7451.449,-946.8418,-2328.145,1
0.01662213,-9609.202,-1280.65,-3357.087,-7463.346,-954.8997,-2391.687,1
0.03316213,-9642.538,-1311.379,-3360.16,-7488.654,-975.2099,-2341.536,1
0.01657844,-9611.8,-1317.011,-3358.286,-7469.373,-1026.084,-2307.949,1
0.01657967,-9572.543,-1294.947,-3246.216,-7430.43,-967.8924,-2294.741,1
0.01657572,-9563.846,-1267.115,-3278.531,-7432.722,-943.1506,-2255.747,1
0.01657572,-9526.906,-1313.749,-3257.853,-7409.03,-980.8918,-2301.468,1
0.01657934,-9516.729,-1307.198,-3326.315,-7397.029,-978.9377,-2383.014,1
0.01657358,-9534.365,-1303.506,-3359.801,-7406.284,-966.4445,-2422.003,1
0.01658073,-9558.22,-1291.78,-3366.088,-7420.203,-953.1147,-2409.069,1
0.016578,-9576.68,-1248.446,-3399.136,-7429.908,-917.9232,-2418.27,1
0.01657711,-9575.227,-1266.089,-3432.447,-7437.641,-933.59,-2448.655,1
0.01657897,-9554.525,-1287.117,-3415.399,-7421.807,-947.586,-2431.909,1
0.0165932,-9538.023,-1284.611,-3360.171,-7413.691,-951.2792,-2377.829,1
0.01658053,-9544.099,-1294.146,-3395.177,-7418.427,-959.9989,-2416.991,1
0.01657991,-9543.361,-1286.433,-3397.277,-7413.497,-957.9993,-2443.338,1
0.01657847,-9578.433,-1264.993,-3444.908,-7435.906,-937.5106,-2460.638,1
0.01658276,-9591.094,-1272.695,-3460.009,-7449.939,-952.3703,-2462.685,1
0.01657708,-9611.688,-1256.437,-3463.432,-7465.545,-910.3828,-2452.772,1
0.01658361,-9593.536,-1257.711,-3381.313,-7447.078,-938.3979,-2369.86,1
0.01658038,-9548.292,-1284.8,-3428.717,-7416.892,-958.6157,-2442.982,1
0.01658038,-9554.078,-1300.261,-3430.241,-7425.832,-964.3048,-2478.314,1
0.01657991,-9584.239,-1307.874,-3490.278,-7444.472,-972.5463,-2501.749,1
0.01657923,-9586.261,-1311.873,-3411.429,-7445.953,-973.5698,-2426.493,1
0.01658053,-9562.957,-1313.668,-3428.016,-7428.102,-970.6942,-2407.846,1
0.01657983,-9500.58,-1283.687,-3442.536,-7380.522,-959.0856,-2443.574,1
0.01657917,-9483.266,-1289.221,-3374.5,-7363.143,-958.3434,-2395.68,1
0.01657917,-9514.604,-1275.366,-3445.443,-7387.379,-959.684,-2455.797,1
0.01658019,-9537.764,-1293.044,-3492.421,-7400.787,-952.7164,-2492.889,1
0.01658036,-9544.773,-1315.412,-3472.849,-7406.201,-983.9221,-2453.259,1
0.01657788,-9485.806,-1325.895,-3471.145,-7361.22,-980.1812,-2463.437,1
0.01658205,-9488.189,-1286.354,-3451.077,-7363.292,-938.5308,-2493.106,1
0.01658121,-9525.453,-1295.532,-3462.544,-7400.814,-964.1695,-2459.599,1
0.01658121,-9515.441,-1259.765,-3451.189,-7388.77,-955.6913,-2458.314,1
0.01658637,-9518.483,-1250.042,-3408.047,-7386.735,-915.3996,-2469.084,1
0.01657896,-9554.659,-1264.81,-3473.917,-7423.274,-939.0474,-2459.558,1
0.01657891,-9532.679,-1259.742,-3468.728,-7401.964,-939.4171,-2472.387,1
0.01657914,-9486.455,-1243.498,-3454.063,-7366.685,-919.3477,-2472.161,1
0.01657832,-9500.622,-1234.942,-3468.22,-7382.11,-915.1872,-2502.287,1
0.0165794,-9505.889,-1245.225,-3461.21,-7381.795,-928.1876,-2465.206,1
0.01658003,-9517.913,-1269.684,-3494.81,-7395.481,-935.5988,-2543.155,1
0.01658003,-9586.01,-1268.731,-3457.816,-7443.041,-933.7814,-2447.334,1
0.01658005,-9516.93,-1259.608,-3417.723,-7390.069,-963.1204,-2409.57,1
0.01657934,-9467.561,-1262.104,-3455.493,-7361.297,-949.7663,-2497.597,1
0.01657934,-9510.009,-1320.563,-3517.256,-7389.482,-985.8049,-2565.973,1
0.01657729,-9550.463,-1302.522,-3551.497,-7424.83,-965.4596,-2517.241,1
0.01657897,-9545.263,-1293.486,-3509.444,-7411.867,-957.6339,-2490.389,1
0.01657682,-9513.1,-1278.578,-3447.777,-7396.102,-948.142,-2457.054,1
0.01657682,-9512.143,-1281.288,-3440.091,-7386.543,-932.7705,-2490.898,1
0.01658112,-9530.361,-1276.203,-3485.983,-7396.074,-971.5748,-2471.128,1
0.03315761,-9522.137,-1289.251,-3478.577,-7394.215,-949.0867,-2483.179,1
0.01657877,-9542.883,-1289.739,-3464.508,-7410.063,-949.1652,-2496.781,1
0.01657882,-9515.063,-1297.536,-3489.296,-7393.188,-978.6417,-2474.686,1
0.01657991,-9496.64,-1302.278,-3503.367,-7379.161,-975.5175,-2502.016,1
0.01658333,-9498.193,-1307.546,-3502.015,-7371.586,-967.2626,-2516.1,1
0.01621102,-9523.521,-1303.364,-3500.474,-7408.749,-967.3212,-2520.885,1
0.01621102,-9492.109,-1270.115,-3519.514,-7375.865,-949.0865,-2516.738,1
0.01657853,-9461.498,-1254.002,-3556.069,-7348.169,-931.3096,-2551.422,1
0.01658177,-9515.852,-1260.468,-3540.231,-7385.444,-918.9253,-2573.116,1
0.01658022,-9559.897,-1257.768,-3548.804,-7423.491,-935.2725,-2522.895,1
0.01658022,-9505.75,-1239.356,-3525.708,-7390.838,-942.35,-2499.582,1
0.01657509,-9498.499,-1281.436,-3527.769,-7376.466,-943.2734,-2579.783,1
0.01657509,-9534.096,-1278.816,-3533.568,-7403.707,-952.9014,-2539.966,1
0.01657161,-9527.18,-1266.227,-3519.583,-7402.785,-929.7018,-2498.441,1
0.0165725,-9502.049,-1271.792,-3518.833,-7379.121,-958.1059,-2519.497,1
0.0165725,-9548.248,-1273.578,-3480.649,-7418.879,-915.4134,-2516.638,1
0.01657126,-9577.443,-1267.554,-3448.621,-7445.463,-948.2768,-2434.375,1
0.01657192,-9547.695,-1269.458,-3433.598,-7409.223,-958.8742,-2417.958,1
0.01657192,-9505.472,-1297.488,-3418.072,-7381.355,-958.09,-2467.383,1
0.01657096,-9549.59,-1284.618,-3483.857,-7410.691,-939.3251,-2497.612,1
0.01657096,-9591.91,-1292.405,-3491.493,-7447.348,-954.6844,-2470.76,1
0.0165792,-9528.881,-1286.386,-3458.793,-7407.857,-962.2239,-2456.921,1
0.01657061,-9544.07,-1310.938,-3451.667,-7415.027,-971.4986,-2483.47,1
0.01656832,-9561.701,-1316.807,-3449.924,-7428.442,-984.1696,-2454.524,1
0.01657048,-9536.411,-1269.857,-3489.945,-7400.17,-940.7079,-2502.937,1
0.01657273,-9548.022,-1264.344,-3491.492,-7409.056,-926.0429,-2498.787,1
0.01657273,-9545.938,-1273.167,-3530.352,-7407.441,-941.7437,-2513.162,1
0.01657216,-9529.179,-1287.445,-3515.706,-7403.498,-961.2676,-2489.355,1
0.01657006,-9497.391,-1303.461,-3474.148,-7370.403,-966.5297,-2468.373,1
0.01657006,-9507.68,-1301.866,-3481.43,-7387.291,-970.2164,-2488.136,1
0.04971671,-9511.846,-1302.392,-3444.508,-7394.994,-976.9109,-2459.133,1
0.01656275,-9559.9,-1276.41,-3500.01,-7422.869,-959.4861,-2497.775,1
0.01657398,-9533.488,-1296.321,-3501.832,-7398.162,-956.9789,-2517.931,1
0.01657398,-9542.275,-1306.566,-3496.101,-7413.742,-951.7625,-2493.784,1
0.08285832,-9534.217,-1314.729,-3456.531,-7403.114,-969.597,-2467.149,1
0.03314573,-9550.451,-1309.465,-3450.66,-7419.938,-978.2368,-2476.354,1
0.03314573,-9539.994,-1311.563,-3481.074,-7411.885,-962.5859,-2506.312,1
0.01657302,-9522.725,-1311.72,-3516.148,-7394.248,-964.0491,-2529.714,1
0.0162361,-9532.543,-1308.366,-3465.205,-7406.229,-982.7729,-2438.316,1
0.03347693,-9512.915,-1312.657,-3479.588,-7395.679,-974.6217,-2490.169,1
0.01657383,-9555.866,-1316.328,-3502.673,-7415.238,-970.4457,-2527.452,1
0.0165668,-9554.146,-1279.847,-3535.509,-7422.711,-949.7523,-2530.504,1
0.01629167,-9552.028,-1282.921,-3544.285,-7421.015,-942.2106,-2554.732,1
0.0334268,-9552.878,-1289.421,-3511.615,-7421.6,-961.9335,-2505.175,1
0.01657238,-9498.98,-1297.893,-3475.842,-7375.967,-968.4167,-2472.566,1
0.01657246,-9520.711,-1289.544,-3480.904,-7388.287,-951.502,-2537.472,1
0.01657389,-9522.466,-1295.467,-3449.674,-7398.561,-949.9699,-2439.908,1
0.01657158,-9527.048,-1266.627,-3458.304,-7393.234,-968.4164,-2427.899,1
0.01657337,-9503.066,-1317.354,-3491.436,-7383.827,-974.5007,-2493.012,1
0.01657113,-9552.472,-1339.65,-3459.293,-7426.073,-987.2827,-2477.594,1
0.01657865,-9570.305,-1340.417,-3463.085,-7439.578,-999.6269,-2434.045,1
0.01657271,-9536.16,-1338.618,-3417.728,-7417.783,-1009.446,-2438.914,1
0.0164818,-9552.68,-1351.503,-3479.307,-7421.506,-1005.271,-2500.275,1
0.01657292,-9548.814,-1331.515,-3474.159,-7418.49,-983.4803,-2476.62,1
0.01657434,-9537.597,-1303.695,-3460.487,-7401.022,-975.7601,-2445.421,1
0.01657307,-9500.983,-1303.352,-3466.623,-7377.53,-959.1856,-2505.325,1
0.01657196,-9506.421,-1310.667,-3499.142,-7377.401,-967.8787,-2536.189,1
0.01656958,-9524.179,-1298.513,-3500.423,-7391.08,-968.8688,-2504.302,1
0.01657199,-9513.649,-1311.501,-3494.739,-7383.085,-976.6094,-2489.343,1
0.01657199,-9487.671,-1268.677,-3515.369,-7372.196,-939.2051,-2510.036,1
0.01657395,-9491.676,-1285.634,-3494.523,-7370.971,-951.7632,-2496.491,1
0.01657313,-9507.49,-1299.772,-3485.22,-7383.17,-962.6405,-2506.523,1
0.01657313,-9498.054,-1314.771,-3507.265,-7380.451,-972.1729,-2523.869,1
0.01656862,-9501.588,-1292.123,-3502.697,-7383.222,-957.0679,-2500.323,1
0.01657555,-9522.597,-1292.798,-3505.671,-7390.447,-972.3136,-2510.029,1
0.01657286,-9514.82,-1297.837,-3486.445,-7384.496,-960.9377,-2501.38,1
0.01657154,-9553.485,-1304.661,-3515.274,-7427.32,-976.9727,-2519.51,1
0.01657154,-9544.006,-1316.909,-3485.845,-7415.49,-984.9081,-2503.592,1
0.01657325,-9544.813,-1317.373,-3491.391,-7407.145,-973.2839,-2509.772,1
0.01656672,-9551.642,-1317.296,-3524.906,-7416.717,-963.4951,-2532.845,1
0.01657324,-9558.866,-1326.406,-3535.779,-7422.132,-990.1024,-2493.923,1
0.01657324,-9521.9,-1321.206,-3487.081,-7393.8,-980.7825,-2506.82,1
0.01657438,-9498.031,-1308.481,-3475.93,-7375.618,-971.8533,-2488.635,1
0.01656943,-9514.153,-1289.464,-3460.986,-7392.481,-965.6505,-2460.141,1
0.01657351,-9511.599,-1267.052,-3488.092,-7386.14,-940.0162,-2525.036,1
0.03314292,-9548.898,-1285.256,-3515.571,-7419.098,-927.4817,-2521.034,1
0.0662771,-9550.76,-1268.041,-3481.387,-7420.416,-972.3541,-2447.764,1
0.0662771,-9502.921,-1290.268,-3474.188,-7374.937,-968.8779,-2476.209,1
0.03353479,-9509.208,-1303.123,-3528.187,-7388.713,-951.2789,-2556.564,0
0.01692897,-9541.975,-1309.607,-3504.184,-7409.352,-970.0943,-2494.82,0
0.03311136,-9515.612,-1299.601,-3495.675,-7384.734,-987.6188,-2486.105,0
0.03311136,-9492.389,-1324.041,-3517.841,-7380.354,-987.9421,-2516.906,0
0.06628171,-9532.354,-1300.918,-3567.921,-7402.105,-967.6995,-2555.325,0
0.03314105,-9519.058,-1309.796,-3500.674,-7391.918,-963.9567,-2477.414,0
0.03314105,-9512.384,-1320.217,-3514.216,-7391.272,-977.7218,-2527.432,0
0.04905248,-9541.833,-1328.48,-3491.509,-7413.783,-985.0785,-2529.968,0
0.03379678,-9541.253,-1329.59,-3511.153,-7408.824,-994.149,-2510.322,0
0.03379678,-9552.898,-1349.724,-3558.129,-7413.218,-1000.002,-2534.531,0
0.0828559,-9509.639,-1283.153,-3512.234,-7393.399,-947.1039,-2508.469,0
0.0828559,-9520.001,-1333.628,-3486.745,-7401.364,-972.7468,-2503.42,0
0.0828559,-9565.99,-1301.146,-3469.659,-7432.046,-963.6907,-2477.708,0
0.04971186,-9526.17,-1306.447,-3499.988,-7401.493,-979.6927,-2508.769,0
0.03314254,-9534.915,-1308.723,-3503.836,-7408.179,-963.423,-2541.069,0
0.06627937,-9541.118,-1335.067,-3519.626,-7412.891,-997.683,-2497.378,0
0.06627937,-9504.798,-1313.549,-3490.6,-7376.261,-987.5189,-2479.373,0
0.04970772,-9515.65,-1319.03,-3454.762,-7389.095,-977.2723,-2497.814,0
0.03314092,-9548.8,-1331.109,-3478.983,-7418.885,-988.4175,-2508.116,0
0.03314092,-9506.156,-1307.45,-3507.957,-7377.384,-979.4339,-2508.112,0
0.01657113,-9497.754,-1306.125,-3519,-7371.075,-982.0368,-2497.956,0
0.04971014,-9515.212,-1291.511,-3464.667,-7384.526,-960.9206,-2493.012,0
0.03313907,-9506.727,-1298.698,-3514.164,-7378.094,-969.5398,-2519.541,0
0.03313907,-9522.926,-1295.373,-3479.009,-7390.532,-955.9661,-2505.65,0
0.01657168,-9504.757,-1293.922,-3529.344,-7376.666,-962.135,-2523.34,0
0.01656923,-9456.55,-1320.861,-3519.508,-7339.939,-993.5563,-2514.614,0
0.01657073,-9479.65,-1312.713,-3551.538,-7366.684,-980.8892,-2592.18,0
0.01657073,-9544.561,-1334.008,-3507.593,-7411.912,-989.9204,-2520.676,0
0.04977714,-9522.546,-1302.059,-3472.774,-7399.401,-1001.728,-2454.209,0
0.01658486,-9499.621,-1307.739,-3557.261,-7381.853,-984.9797,-2547.164,0
0.01658369,-9508.388,-1323.711,-3551.791,-7384.157,-977.5024,-2582.12,0
0.01658369,-9540.08,-1316.854,-3530.665,-7408.364,-983.6009,-2524.764,0
0.0331696,-9509.758,-1337.013,-3511.076,-7393.974,-1013.648,-2524.725,0
0.03316481,-9493.201,-1353.238,-3471.17,-7376.906,-1021.474,-2495.099,0
0.01658583,-9538.924,-1326.929,-3456.404,-7403.019,-977.1321,-2487.861,0
0.01658122,-9516.728,-1312.925,-3456.597,-7394.848,-958.1419,-2466.869,0
0.01658311,-9548.121,-1306.223,-3492.815,-7409.935,-953.1052,-2527.961,0
0.01658569,-9529.643,-1298.037,-3485.285,-7391.286,-963.5697,-2503.356,0
0.0165826,-9534.175,-1337.153,-3500.839,-7399.156,-1006.801,-2513.062,0
0.0165831,-9536.83,-1374.57,-3498.29,-7401.138,-1015.313,-2518.86,0
0.01658223,-9546.049,-1354.294,-3479.447,-7408.125,-1002.409,-2498.09,0
0.01657805,-9540.236,-1336.551,-3438.139,-7408.039,-1001.226,-2441.151,0
0.01658382,-9542.323,-1334.483,-3436.933,-7409.574,-993.5037,-2483.436,0
0.01658382,-9540.111,-1317.466,-3476.123,-7398.962,-979.937,-2516.83,0
0.03316775,-9540.822,-1321.528,-3495.026,-7408.342,-985.0211,-2515.177,0
0.01658503,-9542.417,-1339.844,-3473.764,-7409.514,-994.0371,-2487.263,0
0.01657833,-9532.188,-1354.458,-3510.06,-7406.091,-1010.968,-2530.261,0
0.01658656,-9519.584,-1345.155,-3519.593,-7396.458,-997.114,-2539.357,0
0.01658389,-9506.709,-1336.717,-3518.647,-7386.668,-991.7377,-2544.304,0
0.01658912,-9520.349,-1344.777,-3520.071,-7397.163,-995.112,-2520.325,0
0.01658912,-9536.162,-1320.739,-3527.111,-7404.824,-979.5006,-2535.872,0
0.04974787,-9506.545,-1314.385,-3507.874,-7377.753,-974.9846,-2528.549,0
0.01658292,-9547.955,-1336.485,-3483.385,-7413.889,-1000.237,-2512.58,0
0.01658292,-9494.666,-1366.86,-3461.237,-7373.128,-1033.356,-2500.151,0
0.01658506,-9499.042,-1379.852,-3464.029,-7367.737,-1033.962,-2503.783,0
0.01658284,-9548.214,-1384.554,-3499.031,-7414.251,-1024.353,-2532.529,0
0.01658473,-9508.39,-1387.007,-3505.47,-7383.75,-1042.969,-2523.815,0
0.01657893,-9503.933,-1380.021,-3549.708,-7389.271,-1023.607,-2588.554,0
0.0165847,-9552.526,-1396.105,-3505.926,-7421.984,-1033.011,-2532.144,0
0.01658393,-9546.418,-1365.484,-3512.552,-7417.191,-1047.987,-2486.766,0
0.01658488,-9489.476,-1383.492,-3525.505,-7364.771,-1044.184,-2536.595,0
0.01658488,-9490.491,-1404.826,-3497.1,-7365.701,-1056.196,-2560.802,0
0.01658192,-9537.874,-1398.325,-3482.326,-7406.435,-1043.024,-2517.051,0
0.01658125,-9523.567,-1357.099,-3446.681,-7391.012,-1026.949,-2479.662,0
0.01658125,-9530.592,-1368.075,-3454.843,-7400.806,-1024.547,-2518.791,0
0.016582,-9571.287,-1381.746,-3460.527,-7431.833,-1017.534,-2533.744,0
0.01658461,-9558.288,-1378.578,-3434.348,-7412.86,-1048.337,-2471.699,0
0.01658785,-9562.49,-1389.9,-3422.529,-7424.833,-1041.673,-2475.089,0
0.01658644,-9582.605,-1381.394,-3460.806,-7426.771,-1020.427,-2536.928,0
0.01658644,-9558.444,-1387.281,-3452.74,-7425.896,-1032.397,-2500.559,0
0.01658606,-9522.233,-1428.53,-3455.991,-7384.876,-1057.75,-2495.917,0
0.01658523,-9558.498,-1363.558,-3442.542,-7421.512,-1011.853,-2493.754,0
0.01658523,-9604.192,-1360.626,-3453.176,-7451.883,-1023.542,-2481.474,0
0.01658623,-9564.056,-1380.709,-3369.647,-7429.875,-1041.969,-2420.576,0
0.01658555,-9544.909,-1358.22,-3435.325,-7406.324,-1014.518,-2450.056,0
0.01658561,-9526.905,-1357.221,-3384.938,-7401.471,-1014.661,-2449.131,0
0.01658275,-9552.07,-1380.667,-3394.455,-7416.322,-1022.934,-2448.326,0
0.01658275,-9582.252,-1394.749,-3398.477,-7439.339,-1036.445,-2428.052,0
0.01658519,-9578.686,-1386.192,-3372.099,-7445.344,-1041.756,-2405.913,0
0.01658259,-9552.133,-1384.663,-3400.879,-7411.656,-1039.982,-2461.687,0
0.01658473,-9540.76,-1391.017,-3438.126,-7398.564,-1032.053,-2500.995,0
0.01658702,-9560.721,-1392.667,-3451.503,-7431.597,-1028.296,-2501.691,0
0.01658777,-9579.311,-1397.521,-3426.431,-7432.44,-1043.333,-2449.2,0
0.0165828,-9564.354,-1374.625,-3422.866,-7429.796,-1036.038,-2482.548,0
0.0165844,-9581.118,-1363.508,-3376.383,-7433.689,-1028.945,-2425.456,0
0.01658252,-9570.72,-1388.036,-3368.349,-7421.24,-1044.113,-2439.482,0
0.01658407,-9570.025,-1337.566,-3418.054,-7429.55,-996.9577,-2455.17,0
0.01692201,-9550.87,-1357.032,-3391.314,-7406.028,-1021.129,-2436.165,0
0.01692201,-9536.246,-1360.092,-3370.239,-7408.22,-1022.969,-2447.614,0
0.01658536,-9569.027,-1365.977,-3380.244,-7428.891,-1034.426,-2447.343,0
0.01658355,-9563.76,-1379.179,-3371.27,-7420.394,-1038.41,-2432.827,0
0.01658863,-9561.675,-1388.836,-3370.265,-7423.224,-1034.112,-2465.703,0
0.01658863,-9566.046,-1362.234,-3389.947,-7430.981,-1027.331,-2447.538,0
0.01632456,-9578.595,-1350.429,-3391.59,-7427.23,-1010.875,-2480.405,0
0.01658359,-9606.688,-1351.217,-3443.299,-7466.349,-1005.751,-2488.538,0
0.01658326,-9618.712,-1341.85,-3424.98,-7466.473,-1002.568,-2444.202,0
0.01658641,-9606.412,-1382.732,-3335.633,-7452.456,-1033.881,-2374.054,0
0.01658733,-9553.458,-1395.566,-3291.142,-7416.348,-1043.34,-2387.237,0
0.01658533,-9575.755,-1392.729,-3323.78,-7429.023,-1039.41,-2410.855,0
0.01658533,-9566.63,-1373.021,-3367.561,-7435.355,-1046.723,-2419.277,0
0.01658177,-9569.271,-1386.33,-3341.958,-7419.653,-1044.376,-2403.959,0
0.01658445,-9559.502,-1333.509,-3353.654,-7421.095,-998.4556,-2394.76,0
0.01658696,-9542.934,-1386.034,-3344.534,-7404.066,-1021.815,-2423.933,0
0.01658591,-9567.685,-1359.586,-3341.468,-7423.078,-1012.961,-2398.123,0
0.01658472,-9555.665,-1344.005,-3367.26,-7422.774,-1006.664,-2430.124,0
0.01658338,-9551.038,-1339.287,-3325.282,-7419.278,-1001.499,-2393.361,0
0.01658484,-9575,-1337.664,-3334.967,-7433.187,-1003.97,-2407.284,0
0.01658479,-9537.974,-1380.645,-3375.635,-7404.885,-1048.505,-2421.801,0
0.01658709,-9560.729,-1393.585,-3352.369,-7426.793,-1042.491,-2429.76,0
0.01658347,-9581.935,-1393.296,-3320.796,-7442.978,-1046.316,-2391.256,0
0.0165855,-9624.15,-1407.192,-3308.092,-7475.12,-1057.926,-2375.063,0
0.01658449,-9586.476,-1382.69,-3302.55,-7437.265,-1035.474,-2368.816,0
0.01658449,-9580.706,-1374.329,-3323.46,-7428.385,-1028.784,-2389.411,0
0.01599001,-9566.144,-1363.673,-3309.414,-7426.124,-1015.394,-2376.287,0
0.01658513,-9608.755,-1373.422,-3275.141,-7458.679,-1022.616,-2364.667,0
0.01658513,-9598.087,-1344.625,-3314.116,-7437.104,-999.819,-2388.824,0
0.01658223,-9600.346,-1353.889,-3336.002,-7447.639,-1005.907,-2399.5,0
0.01658012,-9602.794,-1337.586,-3343.053,-7445.002,-999.3568,-2403.482,0
0.0165886,-9591.844,-1328.265,-3333.877,-7441.009,-1008.701,-2373.454,0
0.0165886,-9536.691,-1364.334,-3288.786,-7398.884,-1013.628,-2331.611,0
0.01658475,-9545.623,-1372.544,-3250.351,-7414.752,-1008.546,-2341.56,0
0.0165849,-9587.804,-1384.161,-3283.735,-7442.631,-1029.322,-2358.728,0
0.01658343,-9615.744,-1375.622,-3268.218,-7472.77,-1026.056,-2335.66,0
0.01658341,-9634.206,-1388.589,-3282.896,-7468.965,-1037.577,-2349.836,0
0.01628722,-9614.481,-1382.917,-3281.689,-7467.018,-1027.066,-2356.51,0
0.01687956,-9635.021,-1387.009,-3264.741,-7473.716,-1032.917,-2331.203,0
0.01658302,-9608.958,-1393.642,-3275.46,-7449.226,-1042.352,-2334.852,0
0.01658461,-9611.216,-1418.497,-3251.799,-7464.207,-1067.605,-2305.562,0
0.01658476,-9574.977,-1380.028,-3239.583,-7427.612,-1031.129,-2320.836,0
0.016583,-9584.723,-1391.975,-3243.729,-7435.147,-1031.381,-2333.058,0
0.016583,-9582.789,-1361.118,-3279.82,-7433.719,-1010.844,-2342.466,0
0.01658605,-9613.875,-1372.069,-3288.158,-7461.929,-1020.119,-2326.145,0
0.01657857,-9597.72,-1362.588,-3254.656,-7440.651,-1009.313,-2331.632,0
0.01657857,-9565.926,-1342.204,-3287.761,-7425.25,-996.873,-2363.644,0
0.01648227,-9587.481,-1356.087,-3301.135,-7432.95,-1014.806,-2359.116,0
0.01648227,-9544.669,-1399.783,-3253.282,-7400.304,-1059.29,-2310.612,0
0.01658198,-9538.709,-1397.131,-3250.643,-7409.242,-1056.842,-2292.406,0
0.01658498,-9568.992,-1374.082,-3260.155,-7419.229,-1048.268,-2357.452,0
0.01658498,-9565.625,-1391.848,-3296.66,-7425.582,-1043.789,-2342.937,0
0.01686,-9566.108,-1376.167,-3294.355,-7425.998,-1027.326,-2365.499,0
0.0156687,-9581.979,-1362.469,-3303.78,-7429.289,-1010.238,-2365.124,0
0.0156687,-9567.876,-1367.196,-3266.83,-7427.381,-1011.711,-2334.881,0
0.01658141,-9586.387,-1369.493,-3269.212,-7437.109,-1021.555,-2339.802,0
0.01658374,-9561.672,-1372.626,-3233.136,-7422.641,-1022.033,-2319.5,0
0.01658225,-9565.052,-1375.224,-3254.311,-7420.843,-1030.401,-2332.77,0
0.04974892,-9572.585,-1353.924,-3332.112,-7426.638,-1006.099,-2392.496,0
0.01658488,-9558.201,-1377.508,-3266.806,-7420.101,-1022.807,-2348.772,0
0.01658475,-9566.548,-1399.155,-3294.276,-7422.096,-1040.154,-2366.159,0
0.01658475,-9578.074,-1411.234,-3311.936,-7435.352,-1058.145,-2347.156,0
0.01658105,-9553.85,-1403.805,-3309.5,-7407.968,-1032.109,-2381.234,0
0.01658675,-9559.561,-1402.641,-3272.311,-7421.276,-1042.519,-2354.932,0
0.01658675,-9576.434,-1386.164,-3309.801,-7434.19,-1036.793,-2363.63,0
0.01657981,-9586.286,-1377.332,-3285.357,-7437.245,-1023.388,-2314.427,0
0.01658537,-9594.104,-1338.3,-3230.054,-7452.017,-989.1975,-2310.8,0
0.0165839,-9613.061,-1359.957,-3250.76,-7457.523,-1014.781,-2330.135,0
0.01658279,-9608.264,-1368.538,-3290.039,-7458.15,-1015.027,-2358.83,0
0.01658366,-9610.834,-1353.26,-3288.681,-7446.7,-1010.052,-2366.041,0
0.01658495,-9580.927,-1372.798,-3342.875,-7437.079,-1028.369,-2390.723,0
0.01658293,-9575.785,-1379.056,-3312.786,-7446.457,-1021.779,-2376.664,0
0.01658293,-9591.825,-1342.982,-3310.766,-7436.542,-996.1724,-2374.735,0
0.01658371,-9595.297,-1385.546,-3310.302,-7443.609,-1024.08,-2370.968,0
0.01658171,-9616.181,-1362.56,-3297.372,-7459.514,-1019.233,-2354.38,0
0.01658171,-9597.222,-1376.598,-3332.309,-7440.5,-1024.433,-2394.344,0
0.01658201,-9573.782,-1366.157,-3323.963,-7418.16,-1017.55,-2363.439,0
0.01658327,-9565.629,-1388.602,-3295.808,-7434.177,-1031.933,-2344.105,0
0.01658364,-9575.738,-1399.549,-3264.441,-7424.226,-1031.641,-2324.092,0
0.01658242,-9554.879,-1384.84,-3271.44,-7412.787,-1021.72,-2364.21,0
0.01658497,-9553.998,-1397.167,-3335.43,-7416.661,-1033.051,-2392.319,0
0.01658285,-9593.624,-1388.048,-3289.2,-7451.437,-1027.132,-2355.202,0
0.01658285,-9578.075,-1358.009,-3294.048,-7439.492,-1013.039,-2347.303,0
0.01658274,-9602.154,-1359.479,-3266.99,-7449.002,-1006.201,-2334.717,0
0.01658335,-9601.598,-1379.803,-3239.752,-7448.498,-1029.546,-2313.49,0
0.01658668,-9598.923,-1383.248,-3223.722,-7450.819,-1033.255,-2314.758,0
0.01658668,-9587.343,-1387.153,-3250.404,-7446.35,-1033.703,-2328.973,0
0.01658261,-9607.164,-1383.018,-3270.264,-7452.598,-1031.886,-2341.193,0
0.01658491,-9608.548,-1394.891,-3296.265,-7453.581,-1040.368,-2371.313,0
0.0165836,-9598.146,-1384.696,-3271.586,-7441.14,-1024.763,-2323.849,0
0.0165836,-9596.362,-1366.095,-3279.629,-7439.764,-1008.344,-2354.43,0
0.01658377,-9600.843,-1375.756,-3276.433,-7443.18,-1026.592,-2345.321,0
0.03317118,-9590.142,-1346.527,-3307.13,-7439.421,-995.1443,-2365.158,0
0.01658039,-9580.63,-1380.196,-3280.113,-7432.173,-1029.289,-2338.338,0
0.01658372,-9608.364,-1387.479,-3305.023,-7457.821,-1040.636,-2353.5,0
