Time,Ax,Ay,Az,Gx,Gy,Gz
0.01658255,-9350.245,2945.092,-646.0289,-7328.802,-1474.62,-3172.715,0
0.0165849,-9955.023,-2624.37,-4129.767,-7798.46,-4045.555,-6307.548,0
0.01658686,401.1124,-261.511,-3976.362,118.5394,2439.086,-849.4627,0
0.01658133,-4521.115,491.7912,-1611.967,-3680.068,-861.699,6197.504,0
0.01658546,-8907.923,-2919.244,328.5091,-7038.171,-4075.874,2957.54,0
0.01658238,-8233.166,-2737.843,379.1238,-6523.201,-3132.428,2725.511,0
0.01658238,-7040.977,-1867.443,196.0365,-5607.456,-964.3274,2915.132,0
0.01658457,-8051.662,-986.944,-1060.738,-6382.361,642.6981,324.1314,0
0.01658457,-8624.192,-659.4285,-2790.067,-6827.425,223.9976,-2640.786,0
0.01658077,-8477.747,-922.8907,-4644.964,-6699.404,-793.8208,-3805.506,0
0.01658708,-8539.314,-1933.028,-5687.108,-6744.371,-1433.958,-4090.502,0
0.01658323,-8403.199,-2094.032,-5591.169,-6651.726,-1545.564,-3478.573,0
0.01658273,-7790.252,-2776.214,-4637.953,-6173.666,-3739.73,-4369.069,0
0.01658273,-8456.832,-1806.331,-5495.683,-6688.103,-4630.574,-8310.192,0
0.0168423,-9514.934,-2302.299,-9137.84,-7489.838,-1002.129,-9904.986,0
0.01658015,-10175.19,-385.4592,-9050.631,-7992.875,544.524,-11614.83,0
0.01658015,-9694.056,220.6947,-9231.585,-7618.293,908.9279,-9344.44,0
0.01658335,-10238.69,85.26575,-8304.194,-8020.486,461.1165,-8947.313,0
0.01658172,-9693.69,-1318.906,-5207.453,-7607.121,-3021.491,-12839.28,0
0.01658385,-11264.53,-3382.927,-10195.69,-8802.71,-5062.357,-11054.04,0
0.01658357,-12391.91,-4585.601,-8144.377,-9645.302,-8120.663,-8525.151,0
0.01658357,-12640.66,-7455.134,-5409.364,-9822.781,-7649.625,-3444.236,0
0.016583,-12293.06,-7017.875,-2095.5,-9554.335,-6668.791,202.5353,0
0.0165849,-10911.1,-6532.018,1444.503,-8485.688,-7030.841,1133.204,0
0.01658638,-10063.07,-6802.011,1240.017,-7830.934,-4740.594,2609.201,0
0.01658329,-8832.304,-4568.169,2093.813,-6896.483,-4066.048,5666.09,0
0.01658369,-8397.067,-3428.551,3825.527,-6573.915,-7736.946,9982.011,0
0.01658048,-8324.034,-7617.699,6111.263,-6524.472,-4453.563,13826.71,0
0.01719987,-8798.678,-2056.744,6774.132,-6892.664,7673.997,-1929.822,0
0.01658192,-9652.525,5545.641,-3628.933,-7547.843,5148.973,-11825.23,0
0.01658668,-9233.363,4775.94,-9017.181,-7227.658,-2497.228,-14291.79,0
0.01658258,-9998.895,-3291.714,-9817.375,-7804.542,-4461.634,-8085.052,0
0.01658338,-10366.84,-3192.306,-8917.722,-8079.306,5838.827,-11626.7,0
0.01658493,-10854.45,3666.001,-9199.076,-8470.783,5196.191,-4566.192,0
0.01658493,-10505.82,3382.846,-3899.067,-8186.895,8157.85,2674.838,0
0.01657816,-10076.3,6267.25,492.7628,-7851.982,9388.08,5633.86,0
0.01657816,-9758.216,7134.303,3085.279,-7612.937,7192.104,4864.167,0
0.01658376,-10154.1,3177.493,2317.066,-7915.73,4249.472,3132.785,0
0.01658622,-9654.869,2061.398,1851.013,-7538.114,-1211.213,5882.407,0
0.01658082,-9216.164,2633.246,3129.213,-7195.414,-109.1682,9359.666,0
0.01658696,-8756.021,3863.165,3848.471,-6851.229,298.7243,4817.302,0
0.01658515,-9308.827,3613.935,1380.169,-7277.28,5687.123,-4010.987,0
0.01658515,-8325.015,6882.766,-3540.059,-6536.693,10846.14,-6970.268,0
0.01658447,-9854.883,7100.981,-6801.731,-7700.706,7289.173,-4400.724,0
0.01658447,-9428.705,3601.491,-4844.395,-7382.95,1379.721,-973.611,0
0.01658125,-10008.98,960.3995,-2835.912,-7813.039,-1675.068,-2851.858,0
0.01658686,-10701.97,-1338.683,-4052.027,-8340.223,-2774.977,-7446.611,0
0.01657951,-10755.5,-2373.018,-6584.199,-8381.263,-3239.676,-10345.97,0
0.01658539,-10276.42,-3086.069,-7613.948,-8011.583,-3408.541,-5368.456,0
0.01658571,-10069.09,-2869.607,-5107.807,-7851.601,-2459.547,-3079.919,0
0.01658036,-9848.328,-1645.05,-3338.662,-7686.787,-831.7725,-2888.313,0
0.01667991,-9483.038,-494.1432,-2714.775,-7408.136,230.7806,-3092.83,0
0.01667991,-9258.037,-169.799,-2293.163,-7233.519,450.0893,-535.7286,0
0.01658533,-9337.21,323.7974,-180.4181,-7296.214,1062.188,3633.374,0
0.01658533,-10927.98,1391.316,1260.728,-8503.328,592.703,4780.666,0
0.01658402,-11161.71,1311.625,1822.425,-8690.477,757.8083,1373.174,0
0.01658535,-10680.48,616.7556,20.5838,-8322.597,1167.115,-1501.071,0
0.01658535,-10201.07,429.8965,-1252.911,-7940.771,1077.111,-2699.175,0
0.01658137,-9828.482,-643.6193,-2157.523,-7651.495,-908.0601,260.4106,0
0.01658417,-9838.516,-1693.19,-1136.844,-7669.062,-3083.322,2378.15,0
0.01658417,-10009.09,-3724.513,-58.8151,-7791.275,-3902.78,3245.186,0
0.01658509,-9823.651,-4175.337,951.0035,-7654.299,-3223.538,5088.825,0
0.01658334,-9420.537,-2757.79,1544.601,-7356.283,-2493.133,7093.643,0
0.01658464,-9295.551,-1697.624,2066.952,-7258.706,-787.7275,4632.781,0
0.01658049,-9303.244,-622.816,311.4381,-7275.939,1427.572,-1265.034,0
0.01658524,-9281.076,125.5711,-2997.075,-7247.897,1557.864,-6086.749,0
0.01658524,-9762.5,-181.013,-5952.868,-7621.856,500.2713,-7258.824,0
0.01658001,-9863.801,-297.519,-6628.975,-7699.148,-466.0443,-5963.3,0
0.01658342,-9677.717,-780.9954,-5807.051,-7556.689,-160.1582,-3936.483,0
0.01658342,-9007.34,-78.34045,-4557.503,-7045.319,48.68248,-1505.678,0
0.01658328,-8364.032,-472.3364,-2801.726,-6561.572,-26.77912,1871.265,0
0.0166904,-7953.512,-339.3806,-871.3141,-6248.791,261.0648,4505.031,0
0.0166904,-8253.265,-191.6763,321.8311,-6488.066,987.2227,4222.93,0
0.01658162,-7807.272,903.5059,-56.49163,-6147.412,1430.903,2257.863,0
0.01658162,-7853.544,-91.80183,-1380.411,-6188.196,158.2247,-2930.102,0
0.01658165,-8429.233,-61.18233,-4648.357,-6636.746,244.5558,-6518.47,0
0.01658127,-8501.123,-2437.656,-7660.086,-6689.14,643.8538,-12338.56,0
0.01658297,-8202.701,-3116.563,-10916.72,-6462.818,-2681,-15314.32,0
0.01658297,-8254.671,-4548.676,-11458.09,-6500.506,-5925.574,-11013.74,0
0.01658567,-9389.011,-3666.452,-9674.987,-7372.792,-3593.935,-7043.996,0
0.01682616,-10306.76,-2446.091,-7115.609,-8066.312,-3147.183,-6224.955,0
0.01658428,-10440.58,-3071.802,-5506.103,-8171.521,-2711.097,-4042.189,0
0.01658525,-10208.25,-2786.6,-4441.856,-7975.186,-2936.578,-1716.513,0
0.01658525,-10079,-3283.521,-3380.108,-7876.816,-5168.15,-1606.019,0
0.01658384,-9928.283,-4000.181,-3835.621,-7762.998,-2358.075,-21.18174,0
0.01658384,-9909.617,-1844.318,-2344.057,-7742.037,-78.76858,-1382.277,0
0.01658475,-10199.47,-507.8201,-2876.55,-7970.207,1456.868,-3437.273,0
0.0165863,-10479.72,337.3981,-3928.664,-8172.396,1437.792,-5887.032,0
0.01658494,-9932.804,-206.7157,-4495.677,-7742.463,261.2664,-5438.142,0
0.01658494,-9229.124,-1030.213,-4465.358,-7221.969,-1414.559,-3330.523,0
0.01658212,-8578.685,-1850.585,-3620.292,-6718.302,-2363.662,-3543.041,0
0.01664954,-8351.264,-2585.635,-3656.811,-6553.151,-3143.487,-4441.885,0
0.01658016,-8801.129,-2574.261,-4402.492,-6892.11,-2964.847,-3622.564,0
0.01658016,-9709.996,-2288.829,-4047.788,-7605.831,-2001.535,-3157.233,0
0.01657315,-10354.57,-1612.179,-3216.034,-8087.454,-1763.517,-2740.815,0
0.01658412,-10579.73,-1623.924,-2825.396,-8259.943,-2060.91,-1117.934,0
0.01658412,-10544.44,-1721.406,-1977.157,-8224.315,-2248.564,219.9097,0
0.01658407,-10248.54,-1722.077,-1263.771,-7994.8,-2157.365,724.7605,0
0.01658407,-10099.37,-1938.3,-714.3488,-7883.257,-1569.67,48.50988,0
0.01658865,-10175.42,-1911.622,-111.3219,-7935.561,-2090.875,87.43899,0
0.01658393,-9714.308,-2504.624,-1711.463,-7586.568,-2471.905,-379.5097,0
0.01658393,-9678.003,-1970.1,-2093.223,-7546.028,-667.5493,-1225.412,0
0.01658316,-9668.628,-674.2502,-2520.076,-7543.887,513.5155,-1573.664,0
0.01658316,-9424.955,134.4928,-2685.637,-7358.432,883.6557,-1535.478,0
0.03316596,-9210.231,107.797,-2985.871,-7195.947,1091.835,-1974.734,0
0.01658891,-9439.199,300.0378,-3271.045,-7377.237,1993.389,-3357.14,0
0.01658308,-10258.12,915.2726,-3673.064,-7994.44,3474.459,-5638.019,0
0.01658405,-11640.04,1785.511,-4373.972,-9051.465,3545.605,-4968.288,0
0.01658505,-12728.58,2145.044,-3858.142,-9879.489,1430.096,-612.7664,0
0.01658157,-14205.4,1784.401,-2163.359,-10996.09,1184.577,-1380.96,0
0.01658385,-14276.62,1477.668,-1692.616,-11039.73,1466.301,-4453.201,0
0.01658253,-12525.18,1208.72,-2824.245,-9684.626,-234.4658,-2742.33,0
0.01658514,-9864.339,-585.0958,-2003.465,-7652.455,-3011.103,1023.556,0
0.01658699,-7875.201,-2362.25,-469.6873,-6134.941,-4258.851,1139.276,0
0.01611433,-7174.949,-2990.56,-793.9951,-5608.307,-3524.617,373.7394,0
0.01658107,-7322.335,-1110.725,-136.2777,-5747.749,-2294.957,1759.033,0
0.01658107,-7164.376,-2278.86,-1272.987,-5629.855,-4201.24,532.2241,0
0.01657052,-8930.137,-3902.918,-2531.835,-6993.019,-2752.842,-3242.888,0
0.01657367,-8906.851,-2930.576,-4071.084,-6978.158,-929.0529,-3822.651,0
0.01657085,-8971.427,-755.6619,-4504.415,-7025.701,1515.477,-2433.521,0
0.01657006,-9216.155,1485.84,-3136.755,-7210.224,2998.429,-1892.152,0
0.01657178,-9063.809,2783.98,-2778.953,-7099.348,3721.083,-1182.062,0
0.01657099,-8889.604,2755.914,-2731.141,-6967.822,4134.603,-666.8368,0
0.01657099,-9492.206,3081.596,-2682.022,-7420.893,4998.923,-2048.36,0
0.01657894,-9969.261,3299.585,-2827.814,-7788.919,5466.142,-2827.422,0
0.0165718,-10429.17,3506.372,-2133.626,-8137.649,4600.248,-800.4082,0
0.01657037,-11463.16,3172.302,-1442.295,-8923.09,2636.353,1465.928,0
0.01642679,-11323.4,1514.828,-721.6298,-8804.609,617.152,225.6227,0
0.01671778,-10722.27,65.83485,-1472.754,-8344.175,-775.1964,-537.5765,0
0.01657162,-10362.05,-831.4602,-2384.891,-8066.165,-1334.13,-1185.589,0
0.01657128,-10018.16,-1183.431,-2709.713,-7797.895,-1360.661,-1648.285,0
0.01657128,-9632.32,-1202.266,-3060.387,-7512.381,-1036.532,-1795.618,0
0.01656992,-9309.03,-1048.613,-3084.53,-7258.328,-746.992,-1982.576,0
0.01657092,-9119.541,-1013.13,-3200.917,-7120.785,-799.0304,-2206.032,0
0.0165729,-9081.747,-962.905,-3513.226,-7090.591,-710.83,-2568.125,0
0.01657135,-9238.949,-884.9124,-3897.316,-7217.919,-576.8599,-3096.933,0
0.01657365,-9545.688,-880.3571,-4055.207,-7458.458,-542.2883,-3271.023,0
0.01657103,-9738.22,-912.5438,-4050.006,-7592.693,-726.5135,-2867.759,0
0.01691919,-9695.665,-971.427,-3916.82,-7568.868,-879.7449,-2566.142,0
0.01657283,-9545.552,-1030.836,-3682.448,-7454.246,-846.8809,-2560.147,0
0.01657521,-9486.053,-1025.637,-3732.949,-7409.369,-769.7288,-2826.19,0
0.01657604,-9562.115,-918.3951,-3893.789,-7472.568,-633.7623,-3013.164,0
0.01657805,-9615.286,-830.1253,-4042.347,-7513.484,-595.3452,-3049.063,0
0.01657813,-9668.865,-831.4436,-4035.304,-7558.902,-614.1463,-2885.555,0
0.01657309,-9670.264,-843.4426,-3926.212,-7550.971,-663.077,-2710.252,0
0.01657278,-9633.06,-838.6272,-3847.819,-7513.604,-648.2103,-2850.915,0
0.01657278,-9622.244,-846.0778,-3794.262,-7518.709,-657.5608,-2837.751,0
0.01657649,-9600.75,-903.1708,-3838.175,-7502.375,-720.113,-2774.679,0
0.01657868,-9583.966,-916.6415,-3827.459,-7485.278,-727.8859,-2733.798,0
0.01657868,-9568.876,-944.7461,-3785.242,-7478.395,-746.6279,-2699.851,0
0.01657669,-9507.351,-914.7943,-3791.816,-7427.229,-703.6185,-2762.675,0
0.0165757,-9505.207,-892.1302,-3788.203,-7430.475,-639.8568,-2862.504,0
0.01657343,-9551.318,-827.2791,-3871.49,-7457.208,-552.4752,-2972.582,0
0.0165768,-9625.172,-784.6325,-3834.878,-7513.779,-509.0167,-2853.163,0
0.0165768,-9615.2,-806.8471,-3772.596,-7510.492,-615.5236,-2754.228,0
0.01657349,-9655.816,-839.4421,-3754.15,-7550.291,-664.0203,-2724.358,0
0.01658846,-9610.71,-889.491,-3705.646,-7511.194,-703.8048,-2664.479,0
0.01658846,-9610.657,-885.0674,-3653.265,-7511.126,-704.3454,-2618.787,0
0.01657837,-9572.915,-896.0827,-3689.506,-7477.863,-720.8889,-2707.414,0
0.0165772,-9569.743,-919.3389,-3710.84,-7480.007,-680.8499,-2768.011,0
0.0165772,-9624.688,-911.5519,-3663.993,-7526.5,-673.9808,-2732.625,0
0.01657187,-9654.629,-878.2802,-3636.917,-7540.38,-664.3478,-2646.614,0
0.0165721,-9662.835,-887.3364,-3616.76,-7559.742,-671.9166,-2570.842,0
0.01657418,-9665.227,-872.988,-3573.62,-7548.039,-650.5251,-2553.872,0
0.01657418,-9671.575,-865.3727,-3539.031,-7552.697,-664.006,-2494.489,0
0.01657557,-9643.921,-845.6816,-3554.103,-7522.534,-657.4641,-2487.287,0
0.01657516,-9574.25,-832.8861,-3492.716,-7482.602,-635.2041,-2496.963,0
0.01657899,-9573.794,-839.159,-3514.09,-7478.02,-645.5817,-2523.606,0
0.01657598,-9585.993,-837.1436,-3530.548,-7491.95,-654.5756,-2524.444,0
0.01657812,-9626.687,-836.2665,-3548.203,-7518.691,-617.3401,-2580.391,0
0.01657717,-9665.943,-824.4549,-3539.155,-7548.608,-620.8646,-2507.188,0
0.01657737,-9656.521,-851.6169,-3506.723,-7545.653,-714.2457,-2454.241,0
0.01657661,-9619.761,-916.2704,-3460.051,-7517.449,-772.2696,-2339.063,0
0.01657661,-9562.728,-964.6682,-3342.786,-7469.494,-931.1887,-2297.149,0
0.01657568,-9635.933,-963.5951,-3466.896,-7516.749,-960.54,-2493.188,0
0.01657832,-9622.214,-1052.777,-3526.408,-7510.66,-1085.124,-2621.102,0
0.01657519,-9671.833,-1224.447,-3516.675,-7552.966,-1309.403,-2402.706,0
0.01657157,-9723.955,-1407.42,-3243.447,-7592.551,-1885.549,-1862.961,0
0.01657477,-9668.563,-1750.801,-3276.6,-7545.46,-2323.44,-1775.968,0
0.01657477,-9496.126,-1951.452,-3310.681,-7418.152,-1984.142,-2209.419,0
0.01657515,-9435.785,-1752.887,-3544.743,-7372.642,-1438.729,-2536.143,0
0.01657515,-9470.385,-1355.484,-3666.896,-7395.341,-1004.77,-2642.647,0
0.01657733,-9506.038,-1065.493,-3773.953,-7427.504,-768.6407,-2735.532,0
0.01657733,-9584.172,-841.7615,-3883.532,-7487.459,-541.2857,-2920.581,0
0.01657308,-9654.43,-678.8148,-3985.603,-7536.637,-406.0374,-2904.146,0
0.01657795,-9654.126,-626.7153,-3874.707,-7540.559,-381.2963,-2723.508,0
0.01657652,-9607.007,-609.2607,-3755.288,-7499.906,-492.8383,-2486.797,0
0.01657457,-9488.323,-644.6915,-3722.383,-7418.138,-516.0413,-2519.188,0
0.01657457,-9436.11,-684.1279,-3669.544,-7374.254,-463.5838,-2611.703,0
0.01657421,-9466.255,-708.6848,-3700.316,-7397.831,-589.0605,-2512.604,0
0.0165778,-9431.545,-761.5037,-3674.288,-7371.726,-650.5912,-2446.764,0
0.0165778,-9386.584,-667.4938,-3636.276,-7342.317,-586.6702,-2521.532,0
0.01657763,-9565.202,-640.5631,-3562.904,-7479.248,-679.1901,-2726.231,0
0.01657763,-9452.75,-1155.229,-3757.075,-7384.388,-1306.177,-2722.734,0
0.01657864,-9513.378,-1368.526,-3995.264,-7439.837,-1305.345,-2972.079,0
0.01657787,-9508.223,-1324.624,-4071.498,-7427.061,-827.3928,-3345.781,0
0.01657787,-9422.063,-1182.746,-4134.619,-7365.784,-774.0103,-3300.421,0
0.01657355,-9188.319,-1194.781,-4151.846,-7183.303,-835.2907,-2904.812,0
0.01657724,-9191.703,-1077.339,-4082.613,-7182.691,-532.8373,-3947.033,0
0.01657724,-9449.407,-1341.559,-4656.82,-7398.224,-1058.03,-5114.697,0
0.01657597,-9522.438,-1700.31,-5136.161,-7445.056,-2256.503,-5643.967,0
0.01657633,-9859.296,-2198.855,-5845.193,-7701.881,-2077.784,-6946.131,0
0.01657633,-10176.15,-1891.973,-6587.267,-7946.612,-1449.443,-5401.59,0
0.01657606,-10275.47,-1676.688,-5202.827,-8015.382,-1082.746,-3558.056,0
0.01657559,-10289.83,-1370.881,-3810.61,-8023.644,-1171.899,-2303.712,0
0.01657977,-10192.75,-1379.211,-2907.825,-7947.088,-1302.226,-1420.198,0
0.01657977,-9911.759,-1394.38,-2381.124,-7735.228,-1311.185,-1089.905,0
0.01657769,-9688.034,-1317.718,-2191.485,-7555.049,-1186.894,-1368.721,0
0.01657769,-9590.37,-1227.057,-2411.518,-7494.188,-1075.944,-1766.787,0
0.01657656,-9661.933,-1081.71,-2673.946,-7545.078,-876.8795,-2200.776,0
0.01657454,-9844.18,-949.3968,-2937.197,-7693.407,-604.2699,-2358.199,0
0.01657454,-9921.878,-761.5762,-3093.628,-7739.019,-365.9365,-2329.456,0
0.01657453,-9910.72,-642.8594,-3038.258,-7721.012,-203.5038,-2224.356,0
0.01657375,-9877.576,-509.4882,-2974.421,-7695.218,-34.9182,-2204.05,0
0.01657716,-9868.572,-495.8344,-2997.616,-7692.464,1.238262,-2280.593,0
