Time,Ax,Ay,Az,Gx,Gy,Gz,Breathing,Ground Truth
20.64517,0,0,0,0,0,0,0,0
20.64517,1288,3388,15264,-960,722,414,0,0
20.82797,1032,3148,15672,-976,261,-115,0,0
20.84457,532,2772,15620,-944,396,-830,0,0
20.84457,692,2860,16316,-960,599,-948,0,0
20.84457,544,2468,16044,-992,216,-481,0,0
20.84457,796,2488,16136,-960,1000,-576,0,0
20.84457,884,2772,16472,-928,1239,294,0,0
20.84457,1292,3140,17048,-960,649,-390,0,0
20.84457,1780,3096,17264,-960,-549,-1270,0,0
20.91096,2596,3380,17548,-992,-1326,-3982,0,0
20.91096,3672,2820,17456,-944,-951,-233,0,0
20.91096,1820,2384,16192,-960,185,2283,0,0
20.99394,2312,2736,15528,-960,1439,1605,0,0
20.99394,1404,2540,14756,-992,1110,2754,0,0
21.02714,328,2576,15116,-944,1518,-707,0,0
21.06033,356,2556,15216,-960,659,-2325,0,0
21.07693,1288,3036,15564,-944,137,-1315,0,0
21.12671,-476,3524,15148,-960,-1586,-234,0,0
21.15991,-1236,4828,15208,-960,-3224,-1692,0,0
21.15991,-980,3944,15620,-960,-2732,-2368,0,0
21.2097,484,2872,15864,-992,-555,-3103,0,0
21.24289,1468,2392,14456,-960,-581,-1261,0,0
21.25949,1976,928,14700,-992,430,-3598,0,0
21.29268,1492,1592,15896,-960,432,-7180,0,0
21.30928,2760,320,17556,-976,-687,-9432,0,0
21.34247,6776,2012,18060,-928,-1000,-7393,0,0
21.34247,5272,2364,17992,-944,-947,4126,0,0
21.39227,3240,1940,17700,-960,-873,7483,0,0
21.47525,3416,1908,16888,-976,-1121,7160,0,0
21.47525,1640,2228,16020,-960,-3145,2139,0,0
21.49185,3048,2560,17048,-960,-5428,-4199,0,0
21.52504,5040,736,17064,-960,-8234,-4365,0,0
21.55586,5404,8,15644,-944,-6769,-1498,0,0
21.57483,4068,804,14788,-944,-2141,5036,0,0
21.62462,1104,604,13668,-960,4360,7153,0,0
21.62462,1336,2284,14452,-944,5723,3165,0,0
21.65781,3000,1432,15856,-960,2601,-827,0,0
21.65781,2556,1116,16588,-928,1842,-52,0,0
21.79059,2404,580,16728,-944,2911,7,0,0
21.84038,2980,1448,16144,-944,4596,1810,0,0
21.84038,1660,2120,14744,-960,2369,2041,0,0
21.89017,1156,1896,12928,-944,-516,348,0,0
21.89017,700,1748,12556,-944,-2485,-2303,0,0
21.93996,2956,888,15244,-944,-3350,-3768,0,0
21.93996,4120,-204,16076,-960,1972,3498,0,0
21.98975,1728,2556,15172,-912,92,5614,0,0
22.00635,204,1892,15116,-944,-3748,-341,0,0
22.02294,3624,268,18084,-944,-2438,-6643,0,0
22.05613,6216,1196,18308,-960,-1986,2599,0,0
22.07273,3108,1144,17320,-944,-2960,6884,0,0
22.10592,1904,12,16496,-976,-2618,3276,0,0
22.12252,2568,-152,16144,-960,-680,3796,0,0
22.13911,1748,960,16232,-976,417,1256,0,0
22.13911,1920,1632,16420,-944,-479,203,0,0
22.2055,2048,1024,15528,-960,-1432,35,0,0
22.23869,1184,1188,16564,-960,819,-734,0,0
22.25529,2260,1520,16896,-944,207,-147,0,0
22.27188,2596,312,16168,-944,-253,291,0,0
22.28832,1804,264,16028,-960,749,-582,0,0
22.33827,1584,-264,15732,-960,2892,-3019,0,0
22.33827,2312,2284,16556,-928,2027,-3138,0,0
22.38806,2736,1584,17052,-976,-652,-289,0,0
22.42125,2612,1376,16048,-992,-2711,1220,0,0
22.42125,2336,44,15992,-960,-1566,1718,0,0
22.47104,2040,196,16868,-928,136,886,0,0
22.47104,2516,636,17176,-976,505,715,0,0
22.52083,2924,368,16996,-928,649,1555,0,0
22.52083,2816,416,16520,-928,1486,2777,0,0
22.55403,1704,936,15892,-960,1256,1739,0,0
22.57062,860,1408,16228,-960,856,-1769,0,0
22.60382,2328,288,16596,-976,681,-6790,0,0
22.6536,2508,1164,16888,-960,2388,-4886,0,0
22.6536,2016,1320,16516,-960,2026,-6290,0,0
22.6868,3372,872,15020,-928,2235,-2616,0,0
22.6868,2460,1112,15140,-976,1261,-1715,0,0
22.73659,3452,488,14884,-944,196,294,0,0
22.73659,1728,1004,13840,-960,-790,1874,0,0
22.78638,2116,1048,14240,-928,-1337,732,0,0
22.78638,2940,440,16044,-944,455,-439,0,0
22.83617,4172,1476,16992,-944,-519,1059,0,0
22.86936,3052,1280,16640,-960,-1200,4181,0,0
22.86936,2564,1080,16656,-976,-2028,3641,0,0
22.91916,3424,312,16500,-960,-813,3498,0,0
22.91916,2276,1544,16260,-960,425,2453,0,0
22.96894,2384,1680,16024,-960,-560,1028,0,0
22.96894,1780,1200,15476,-960,-731,-259,0,0
23.01873,2536,1072,16476,-928,-429,-806,0,0
23.05193,2292,1208,16416,-960,-450,4,0,0
23.05193,2320,908,16180,-960,-278,495,0,0
23.10172,2376,972,16092,-960,156,181,0,0
23.10172,2280,1288,15896,-928,152,167,0,0
23.15151,2244,1052,15968,-944,-189,110,0,0
23.15151,2220,784,16036,-992,-164,-88,0,0
23.1847,2312,1068,16200,-976,-17,120,0,0
23.2013,2216,1008,16268,-960,249,341,0,0
23.23449,2168,972,16056,-960,123,353,0,0
23.23449,2344,1144,15968,-992,69,408,0,0
23.28428,2284,912,16132,-944,-30,569,0,0
23.31747,2292,1196,16148,-992,117,572,0,0
23.33407,2416,1140,16372,-944,123,859,0,0
23.36726,2192,1024,16112,-944,61,1098,0,0
23.36726,1904,1068,15552,-944,-237,517,0,0
23.41706,2068,1100,16040,-944,-369,-38,0,0
23.41706,2080,1272,16264,-976,-257,-201,0,0
23.46685,2304,1080,16288,-960,-111,211,0,0
23.46685,2084,1036,16384,-944,-276,587,0,0
23.50004,2108,1088,16344,-960,-451,1043,0,0
23.54983,2076,1012,16192,-960,-517,1221,0,0
23.54983,2088,724,16304,-976,-179,827,0,0
23.59962,1752,1080,16056,-960,-242,993,0,0
23.59962,1792,916,16080,-992,-433,857,0,0
23.64941,1856,948,16416,-960,-220,773,0,0
23.64941,1844,1116,16200,-976,-127,890,0,0
23.6826,1660,1048,16220,-976,-272,852,0,0
23.73239,1724,736,16236,-944,-387,555,0,0
23.73239,1648,864,16272,-960,-481,488,0,0
23.78216,1760,796,16376,-976,-422,590,0,0
23.81536,1456,888,16024,-960,-375,429,0,0
23.81536,1624,676,16168,-944,-262,385,0,0
23.86515,1508,632,16232,-960,-149,264,0,0
23.91494,1664,880,16316,-960,-20,227,0,0
23.91494,1536,824,16116,-960,2,264,0,0
23.94813,1500,924,16072,-960,-67,158,0,0
23.96473,1520,892,16264,-976,-102,200,0,0
23.99792,1756,856,16104,-960,-82,121,0,0
24.04771,1664,820,16164,-928,-24,89,0,0
24.09751,1472,888,16048,-976,6,182,0,0
24.1307,1632,728,16208,-960,-59,262,0,0
24.1307,1288,764,16052,-944,45,225,0,0
24.18048,1548,900,16092,-960,18,197,0,0
24.18048,1580,992,16204,-976,-31,323,0,0
24.23028,1552,804,16168,-992,-34,370,0,0
24.26347,1560,876,16260,-944,34,346,0,0
24.28007,1452,848,16108,-960,-25,195,0,0
24.31326,1524,856,16128,-912,-128,141,0,0
24.31326,1524,912,16276,-912,-111,79,0,0
24.41284,1604,876,16228,-992,-41,208,0,0
24.44604,1416,888,16188,-944,-52,95,0,0
24.46263,1520,812,16152,-944,-60,230,0,0
24.49582,1320,956,16220,-976,-105,56,0,0
24.49582,1528,796,16332,-944,-31,203,0,0
24.54561,1440,916,16216,-992,49,320,0,0
24.54561,1400,944,16180,-960,-83,247,0,0
24.57881,1524,896,16072,-976,-224,262,0,0
24.5954,1564,816,16076,-960,-86,283,0,0
24.6286,1412,940,16220,-1008,-108,85,0,0
24.71158,1648,900,16252,-928,-123,96,0,0
24.72818,1436,868,16248,-960,-79,175,0,0
